N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	56
2	то есть	3	24
3	в романе	10	21
4	в его	3	18
5	таким образом	1	17
6	все эти	3	15
7	в этом	9	14
8	в том	2	13
9	так и	5	13
10	он был	2	12
11	в то	5	12
12	и его	6	12
13	то же	5	11
14	в них	1	11
15	до конца	2	11
16	как бы	7	11
17	и до	2	10
18	еще не	4	10
19	же время	6	10
20	в эпоху	1	10
21	в самом	2	9
22	и не	7	9
23	только в	1	9
24	но и	4	9
25	во всех	1	8
26	не только	8	8
27	в нем	4	8
28	и с	7	8
29	и их	1	8
30	и даже	4	8
31	и др	1	8
32	все это	4	8
33	том что	4	8
34	и на	7	7
35	как мы	1	7
36	у него	6	7
37	в частности	2	7
38	той же	1	6
39	в ее	2	6
40	в этой	4	6
41	но в	6	6
42	мы видим	1	6
43	связи с	1	6
44	прежде всего	4	6
45	в той	1	6
46	и все	4	6
47	потому что	2	6
48	одним из	1	5
49	с ее	3	5
50	с его	2	5
51	но не	1	5
52	он не	2	5
53	так сказать	1	5
54	последнее слово	1	5
55	роль в	1	5
56	своего рода	3	5
57	никогда не	2	5
58	в области	1	5
59	говорили что	1	5
60	один из	3	5
61	не было	1	5
62	как и	5	5
63	в условиях	1	5
64	в результате	1	5
65	что в	4	5
66	есть и	1	5
67	ту же	1	4
68	например в	1	4
69	и потому	1	4
70	в ней	1	4
71	не был	2	4
72	за пределы	1	4
73	в которой	1	4
74	что это	5	4
75	в себе	4	4
76	при этом	3	4
77	что все	2	4
78	начала и	1	4
79	и ее	2	4
80	одна из	2	4
81	того чтобы	1	4
82	по своей	1	4
83	во всем	1	4
84	в духе	1	4
85	образы и	1	4
86	о том	2	4
87	с одной	1	4
88	в особенности	1	4
89	в эпизоде	1	4
90	в году	9	3
91	на них	1	3
92	не просто	2	3
93	в своем	3	3
94	перед нами	2	3
95	и наконец	1	3
96	с начала	1	3
97	не мог	2	3
98	во времена	1	3
99	не в	2	3
100	но он	1	3
101	в форме	1	3
102	рядом с	1	3
103	здесь мы	1	3
104	вещами и	1	3
105	и о	1	3
106	в другом	1	3
107	в образе	6	3
108	и здесь	2	3
109	и т.д	1	3
110	а также	1	3
111	времени в	2	3
112	это была	1	3
113	между тем	1	3
114	в литературе	1	3
115	так что	2	3
116	эти образы	1	3
117	уже не	2	3
118	что и	2	3
119	может быть	7	3
120	с помощью	1	3
121	здесь есть	1	3
122	в связи	1	3
123	бы в	1	3
124	то что	4	3
125	и то	2	2
126	самом деле	1	2
127	на две	1	2
128	что эти	2	2
129	конечно в	1	2
130	эпизод с	3	2
131	значение и	1	2
132	в центре	1	2
133	вот как	1	2
134	и как	3	2
135	и хотя	1	2
136	бы и	2	2
137	что она	2	2
138	и еще	1	2
139	в виде	2	2
140	не как	1	2
141	для понимания	1	2
142	так часто	1	2
143	в мире	3	2
144	его в	2	2
145	ни в	2	2
146	с тем	2	2
147	он и	2	2
148	несмотря на	5	2
149	в развитии	1	2
150	для него	3	2
151	и при	1	2
152	в своей	1	2
153	в котором	1	2
154	не могли	1	2
155	на котором	1	2
156	того как	1	2
157	особое значение	1	2
158	что на	1	2
159	мы встречаем	1	2
160	и образ	1	2
161	данном случае	2	2
162	только не	1	2
163	и совершенно	1	2
164	и сам	3	2
165	с собой	1	2
166	в борьбе	1	2
167	во многом	1	2
168	когда в	1	2
169	с ним	3	2
170	к нему	3	2
171	власти и	1	2
172	отметить что	1	2
173	что он	6	2
174	это очень	5	2
175	это не	5	2
176	вопрос об	1	2
177	устной речи	1	2
178	уже в	3	2
179	только на	1	2
180	характерно что	1	2
181	в одном	2	2
182	к ним	1	2
183	человека и	1	2
184	романа в	1	2
185	говорит о	2	2
186	а на	1	2
187	его как	1	2
188	очень характерный	1	2
189	не может	5	2
190	о себе	1	2
191	вместе с	1	2
192	так же	4	2
193	в данном	2	2
194	а не	1	2
195	с этой	1	2
196	но это	4	2
197	все же	5	2
198	себя на	1	2
199	это в	1	2
200	и эта	1	2
201	только он	1	1
202	с жизнью	1	1
203	роль играет	1	1
204	из самых	2	1
205	он всегда	4	1
206	в какой-то	1	1
207	века в	1	1
208	и могут	1	1
209	а как	2	1
210	по мнению	2	1
211	вопрос о	2	1
212	из своих	2	1
213	и новые	1	1
214	относится еще	1	1
215	между этими	2	1
216	вместо того	1	1
217	ему в	1	1
218	подчеркнуть что	1	1
219	литературы и	1	1
220	между собой	1	1
221	содержатся в	1	1
222	в чем	1	1
223	как у	2	1
224	что роман	1	1
225	с отцом	1	1
226	с совершенно	1	1
227	некоторые черты	1	1
228	значение для	1	1
229	большое значение	1	1
230	его романа	1	1
231	даже некоторые	1	1
232	это тот	1	1
233	чем же	1	1
234	эта связь	1	1
235	как в	3	1
236	это был	2	1
237	он широко	1	1
238	стиля и	1	1
239	поэтому он	1	1
240	сливается с	1	1
241	говорит не	1	1
242	автор в	1	1
243	он в	1	1
244	во фраке	1	1
245	как он	1	1
246	жизнью и	2	1
247	вообще не	1	1
248	это право	1	1
249	по словам	2	1
250	они только	1	1
251	к одному	1	1
252	не к	1	1
253	и вот	1	1
254	дистанции между	1	1
255	можно было	1	1
256	по-видимому не	1	1
257	же не	1	1
258	в ход	1	1
259	есть беседа	1	1
260	на все	1	1
261	лишь в	1	1
262	больше в	1	1
263	это было	1	1
264	заключается в	1	1
265	дома и	2	1
266	претензии на	1	1
267	из первых	1	1
268	будущего и	1	1
269	и xiii	1	1
270	тот самый	1	1
271	со своими	1	1
272	которой не	1	1
273	обратимся к	1	1
274	можно так	1	1
275	известной степени	1	1
276	наших дней	1	1
277	эта тема	1	1
278	если можно	1	1
279	так он	1	1
280	в отличие	2	1
281	не раз	1	1
282	речи в	1	1
283	возвращается к	1	1
284	тому что	1	1
285	но они	2	1
286	самого начала	1	1
287	этими двумя	2	1
288	не имеет	2	1
289	и притом	1	1
290	он с	1	1
291	и всегда	1	1
292	на меня	2	1
293	в отношениях	1	1
294	в самой	1	1
295	рассказом о	1	1
296	смысл этой	1	1
297	как будто	3	1
298	в стиле	1	1
299	в образах	1	1
300	и далее	1	1
301	один раз	1	1
302	не могут	2	1
303	мы узнаем	1	1
304	могут быть	1	1
305	позиция в	1	1
306	его за	2	1
307	к тому	2	1
308	что оно	1	1
309	его с	1	1
310	части романа	1	1
311	своего отца	3	1
312	книги не	1	1
313	и он	3	1
314	где он	1	1
315	и это	2	1
316	а затем	1	1
317	по определению	1	1
318	в виду	1	1
319	но при	2	1
320	и служит	1	1
321	родного дома	1	1
322	в душу	1	1
323	но мы	1	1
324	с самого	1	1
325	его самого	1	1
326	на родине	1	1
327	мог бы	3	1
328	еще в	2	1
329	по сравнению	1	1
330	ситуации и	1	1
331	году и	1	1
332	была его	1	1
333	или от	1	1
334	на вопрос	1	1
335	и что	4	1
336	после того	1	1
337	для нас	1	1
338	и мира	1	1
339	ко всей	1	1
340	есть с	1	1
341	все в	1	1
342	все события	1	1
343	какой-то мере	1	1
344	и она	1	1
345	в новой	1	1
346	он стал	1	1
347	романа и	3	1
348	xiii главы	1	1
349	дело с	1	1
350	что даже	1	1
351	что эта	1	1
352	камень и	1	1
353	как нечто	1	1
354	носит в	1	1
355	так можно	1	1
356	в больших	1	1
357	но самое	1	1
358	не из	1	1
359	все образы	1	1
360	одно из	1	1
361	никто не	3	1
362	слова в	1	1
363	был так	1	1
364	как его	1	1
365	но затем	1	1
366	отличие от	2	1
367	чтобы не	1	1
368	тем что	2	1
369	характерны для	1	1
370	и вместе	1	1
371	нет в	2	1
372	мир на	1	1
373	того что	1	1
374	не знать	1	1
375	именно в	1	1
376	была и	1	1
377	из тех	1	1
378	даже на	2	1
379	на этот	1	1
380	не верит	1	1
381	позиции в	1	1
382	тех лет	1	1
383	не быть	1	1
384	эту тему	1	1
385	именно на	1	1
386	точности соответствует	1	1
387	ребенка и	2	1
388	которой он	1	1
389	трибуле и	1	1
390	под влиянием	2	1
391	было в	2	1
392	при его	1	1
393	о своих	1	1
394	эти слова	1	1
395	xix века	1	1
396	в моей	1	1
397	что за	3	1
398	сравнению с	1	1
399	голова его	1	1
400	в точности	1	1
401	к образу	1	1
