N	2gram	Propp_Isto_1	Marksizm
1	может быть	25	26
2	и не	9	26
3	не может	15	24
4	и в	28	19
5	и его	3	19
6	таким образом	8	17
7	в этом	8	16
8	как бы	2	15
9	как мы	3	13
10	прежде всего	10	13
11	как и	4	12
12	и пр	4	12
13	если мы	3	11
14	так и	9	11
15	связи с	4	11
16	и для	4	11
17	в нем	2	10
18	ни было	2	10
19	только в	11	9
20	для него	2	9
21	в результате	1	9
22	бы то	2	8
23	все же	10	8
24	не только	12	8
25	при этом	3	8
26	то ни	2	8
27	друг друга	1	8
28	до сих	5	8
29	но и	10	8
30	сих пор	5	8
31	то что	9	8
32	во всех	2	7
33	в ее	2	7
34	точка зрения	2	7
35	но в	8	7
36	все эти	4	7
37	то же	12	7
38	а не	15	7
39	в связи	4	7
40	так же	7	7
41	отнюдь не	1	6
42	кроме того	1	6
43	так сказать	1	6
44	мы не	10	6
45	ничего не	2	6
46	в пределах	4	6
47	и здесь	7	6
48	в его	5	6
49	в том	9	6
50	является не	1	6
51	в основном	2	6
52	другой стороны	5	6
53	отличие от	2	5
54	конечно не	2	5
55	в отличие	2	5
56	не в	9	5
57	того чтобы	1	5
58	те же	1	5
59	и все	1	5
60	этот вопрос	7	5
61	ясно что	2	5
62	в начале	3	5
63	в конце	1	5
64	вовсе не	2	5
65	с другой	6	5
66	именно в	3	5
67	мы знаем	4	5
68	и потому	2	5
69	хотя бы	4	5
70	к этому	2	5
71	во всяком	1	5
72	оно может	2	4
73	вопрос о	5	4
74	и на	4	4
75	как в	2	4
76	так называемая	3	4
77	не будем	5	4
78	и тот	2	4
79	здесь мы	7	4
80	было бы	7	4
81	не менее	6	4
82	по себе	3	4
83	в отношении	1	4
84	самого начала	2	4
85	в ней	7	4
86	с самого	2	4
87	в языке	1	4
88	еще не	7	4
89	только на	1	4
90	для того	1	4
91	и между	2	4
92	с этим	4	4
93	что же	3	4
94	дело идет	1	4
95	вне его	1	4
96	тот же	2	4
97	а в	7	4
98	между ними	2	4
99	сказать что	5	4
100	что в	12	4
101	вопрос мы	2	3
102	на самом	1	3
103	он может	1	3
104	и есть	1	3
105	а как	1	3
106	имеет свою	1	3
