N	3gram	Vygotskiy__4	Mirosoze
1	не может быть	1	8
2	в нем есть	1	6
3	друг к другу	1	5
4	для того чтобы	19	4
5	что и в	1	4
6	что иное как	1	3
7	же как и	1	3
8	до сих пор	3	3
9	к тому что	5	3
10	так же как	3	3
11	у него нет	1	3
12	и в этом	3	3
13	это и есть	3	3
14	не что иное	1	3
15	что она не	1	2
16	а не в	1	2
17	и той же	2	2
18	подобно тому как	1	2
19	также и в	1	2
20	потому что он	2	2
21	и никогда не	1	2
22	так как он	1	2
23	как бы его	2	2
24	в нем нет	2	2
25	не до конца	1	2
26	и та же	2	2
27	одна и та	2	2
28	о том что	10	2
29	одной и той	2	2
30	по отношению к	1	2
31	что это не	2	2
32	в том что	12	2
33	мы увидим что	1	2
34	посторонней силы этот	1	1
35	бы ни в	1	1
36	органической связи с	1	1
37	в которых он	1	1
38	том что он	3	1
39	сознания что это	1	1
40	с точки зрения	4	1
41	не могу поверить	1	1
42	сам по себе	2	1
43	но он же	1	1
44	что он не	4	1
45	хотя бы одного	1	1
46	а может быть	1	1
47	что вопрос о	1	1
48	на то что	6	1
49	и не было	1	1
50	он думает что	1	1
51	а не только	1	1
52	смысле этого слова	3	1
53	и в этой	1	1
54	для этого нужно	1	1
55	в себе всю	1	1
56	не для того	3	1
57	к которой мы	1	1
58	я не могу	1	1
59	на эту тему	1	1
60	другом и в	1	1
61	которое послужило поводом	1	1
62	лежит в основе	1	1
63	том что это	1	1
64	он принадлежит к	1	1
65	на наших глазах	1	1
66	не может жить	1	1
67	но он не	1	1
68	того чтобы сделать	1	1
69	и не хотел	1	1
70	и всякий раз	1	1
71	и если он	1	1
72	сама по себе	3	1
73	на самом деле	5	1
74	жизни и от	1	1
75	она не может	1	1
76	в конце концов	3	1
