N	2gram	Voloshinov_1	Freidism
1	таким образом	12	24
2	и не	10	23
3	не может	16	20
4	точки зрения	14	19
5	прежде всего	8	18
6	в этом	4	15
7	в его	2	15
8	и пр	3	15
9	с помощью	6	14
10	в душе	2	13
11	мы можем	2	13
12	может быть	14	13
13	и его	13	12
14	все эти	3	11
15	как и	5	11
16	с точки	2	11
17	как бы	13	11
18	то что	5	11
19	самом деле	3	10
20	но в	5	10
21	его в	4	10
22	с ним	3	10
23	как мы	1	10
24	так и	4	10
25	и потому	2	10
26	с его	2	9
27	во всех	1	9
28	по отношению	11	9
29	и в	12	9
30	то же	5	8
31	не только	4	8
32	он не	2	8
33	в своей	3	8
34	еще не	3	8
35	только в	6	8
36	так как	9	8
37	все это	3	8
38	и все	2	8
39	отношению к	11	8
40	в самом	4	7
41	мы уже	1	7
42	отношение к	4	7
43	и наконец	3	7
44	ни в	3	7
45	мы видели	1	7
46	те же	2	7
47	к нему	4	7
48	тот же	1	7
49	всяком случае	1	7
50	сказать что	7	7
51	во всяком	1	7
52	в ней	6	6
53	за пределы	4	6
54	и с	3	6
55	на протяжении	1	6
56	и ее	3	6
57	точку зрения	2	6
58	того что	3	6
59	для него	3	6
60	вовсе не	1	6
61	никогда не	5	6
62	протяжении всей	1	6
63	хотя бы	5	6
64	я и	1	5
65	на самом	4	5
66	и на	4	5
67	в чем	2	5
68	и к	4	5
69	не в	4	5
70	мы должны	1	5
71	в то	2	5
72	в каком	3	5
73	могут быть	2	5
74	в себя	2	5
75	в индивидуальную	1	5
76	для этого	1	5
77	индивидуальной психики	1	5
78	но мы	2	5
79	можно сказать	5	5
80	по мнению	1	5
81	в большинстве	1	5
82	и прежде	1	5
83	но и	3	5
84	связь с	2	5
85	в свою	1	5
86	что в	2	5
87	в зависимости	2	4
88	связанных с	1	4
89	мы не	3	4
90	зависимости от	4	4
91	но не	2	4
92	нашего сознания	2	4
93	все же	4	4
94	не было	1	4
95	в пределах	3	4
96	в нем	6	4
97	на этом	1	4
98	то ни	3	4
99	при этом	6	4
100	с другими	2	4
101	в жизни	5	4
102	нигде не	1	4
103	не менее	3	4
104	в основе	1	4
105	же время	1	4
106	всей жизни	1	4
107	и для	3	4
108	к тому	1	4
109	если мы	1	4
110	того чтобы	1	4
111	данном случае	2	4
112	сводится к	1	4
113	характер и	1	4
114	с самого	1	4
115	это только	1	4
116	конечно не	3	4
117	уже не	4	4
118	в котором	3	4
119	от того	4	4
120	внешней речи	1	4
121	и др	5	4
122	себя и	2	4
123	в данном	2	4
124	и о	1	4
125	в этих	2	4
126	между ними	2	4
127	в таком	1	4
128	подхода к	1	3
129	на себя	1	3
130	не найдем	1	3
131	конечном счете	1	3
132	в общем	1	3
133	один и	1	3
134	как в	5	3
135	и тот	1	3
136	в себе	3	3
137	и те	2	3
138	и вот	1	3
139	и по	3	3
140	что все	1	3
141	выражение и	2	3
142	конечно в	2	3
143	зрения на	1	3
144	может стать	2	3
145	было бы	1	3
146	мы имеем	2	3
147	такой же	2	3
148	именно и	1	3
149	можем сказать	2	3
150	в психике	2	3
151	самого начала	1	3
152	на него	2	3
153	чем не	1	3
154	внутренней и	1	3
155	не могут	1	3
156	она не	2	3
157	ничего общего	1	3
158	найдем в	1	3
159	с ее	1	3
160	свою очередь	1	3
161	только то	1	3
162	если бы	9	3
163	и внешней	1	3
164	и что	2	3
165	бы то	3	3
166	в конечном	1	3
167	и она	1	3
168	на другие	1	3
169	себя в	1	3
170	у него	1	3
171	в них	3	3
172	и т.п	1	3
173	и оно	1	3
174	вместе с	2	3
175	слова и	6	3
176	но это	2	3
177	не является	1	3
178	это как	3	3
179	когда он	3	3
180	не знает	1	3
181	от всех	2	3
182	жизни и	4	3
183	внешнюю речь	1	3
184	ни на	2	3
185	в искусстве	1	3
186	чтобы не	1	2
187	в такой	3	2
188	не остается	2	2
189	и то	2	2
190	это и	1	2
191	тем же	1	2
192	когда человек	1	2
193	высшей степени	1	2
194	социальной группы	3	2
195	как не	2	2
196	и явления	1	2
197	между собой	2	2
198	в ее	1	2
199	себе и	1	2
200	относится к	2	2
201	опирается на	1	2
202	в своем	2	2
203	что это	1	2
204	в нашем	11	2
205	выражение в	2	2
206	всей его	1	2
207	что она	1	2
208	из этой	1	2
209	внутренней речи	3	2
210	но все	2	2
211	сознание и	1	2
212	при помощи	1	2
213	это не	2	2
214	и уже	3	2
215	которой он	1	2
216	так называемый	1	2
217	и становится	1	2
218	том что	5	2
219	на один	2	2
220	но если	1	2
221	сих пор	3	2
222	как это	2	2
