N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	25
2	вместе с	2	22
3	что он	3	22
4	и т	1	20
5	т д	1	18
6	может быть	15	17
7	мы имеем	3	14
8	не только	31	13
9	но и	27	13
10	в его	6	12
11	так как	1	11
12	уже не	8	11
13	и не	23	11
14	в этом	12	10
15	тем что	1	10
16	все же	4	10
17	и его	10	9
18	его в	1	9
19	с другой	2	9
20	таким образом	1	9
21	героя в	3	9
22	еще не	4	8
23	и на	5	8
24	что в	3	8
25	связи с	2	8
26	с тем	1	8
27	другой стороны	2	8
28	связь с	1	8
29	этих случаях	1	8
30	том что	7	8
31	представляет собой	8	7
32	в нем	4	7
33	как и	13	7
34	мы видели	1	7
35	во время	1	7
36	потому что	5	7
37	о том	4	7
38	и здесь	1	7
39	то что	9	7
40	только в	12	7
41	с одной	1	7
42	в качестве	14	7
43	одной стороны	1	7
44	но это	1	7
45	тот кто	2	7
46	в частности	14	7
47	как в	4	6
48	в нее	1	6
49	это не	3	6
50	не может	8	6
51	в этих	2	6
52	не в	6	6
53	и он	6	6
54	не совсем	1	6
55	что и	1	6
56	там где	1	6
57	себя в	2	6
58	прежде всего	4	6
59	на небо	1	6
60	могут быть	1	6
61	или в	6	6
62	в том	8	6
63	например в	1	5
64	ясно что	1	5
65	мы не	3	5
66	в ней	4	5
67	но не	4	5
68	с этим	1	5
69	что это	1	5
70	но все	1	5
71	входит в	2	5
72	живет в	1	5
73	как мы	2	5
74	в образе	1	5
75	с появлением	2	5
76	мы увидим	1	5
77	связано с	1	5
78	так же	1	5
79	в него	1	5
80	для нас	1	5
81	же как	1	4
82	то же	8	4
83	мы уже	1	4
84	в ее	1	4
85	его на	1	4
86	в которой	1	4
87	он не	3	4
88	не как	1	4
89	с другими	1	4
90	и тем	4	4
91	не всегда	3	4
92	тем не	3	4
93	не менее	3	4
94	того как	1	4
95	в пределах	2	4
96	что у	4	4
97	наряду с	1	4
98	с ним	2	4
99	а именно	1	4
100	же можно	1	4
101	если не	2	4
102	все это	1	4
103	в связи	2	4
104	в которых	1	3
105	на себя	4	3
106	ему в	2	3
107	в роли	2	3
108	если в	2	3
109	и как	3	3
110	в целом	3	3
111	в этой	6	3
112	их в	3	3
113	человека в	2	3
114	предположение что	1	3
115	но уже	1	3
116	делает вид	1	3
117	в то	4	3
118	в русской	3	3
119	друг друга	2	3
120	встречается в	1	3
121	для того	3	3
122	представляют собой	3	3
123	того чтобы	4	3
124	на том	1	3
125	никогда не	4	3
126	и с	3	3
127	и вообще	1	3
128	о нем	3	3
129	к нему	4	3
130	в форме	2	3
131	после смерти	2	3
132	в особенности	2	3
133	он живет	1	3
134	и все	3	3
135	над ним	1	3
