N	2gram	Losev_Dial_2	Komedia
1	и в	19	26
2	и не	30	14
3	и его	5	12
4	к тому	2	12
5	так и	10	12
6	тому же	1	11
7	может быть	20	11
8	в том	14	11
9	в этом	8	10
10	но и	12	10
11	том что	10	9
12	вместе с	2	9
13	что в	7	9
14	ясно что	4	8
15	было бы	3	8
16	и на	1	7
17	не только	19	7
18	что и	5	7
19	из них	3	7
20	еще не	4	6
21	в своем	4	6
22	о том	5	6
23	в нем	10	6
24	таким образом	4	6
25	в то	6	6
26	потому что	14	6
27	и здесь	1	6
28	во время	2	6
29	то что	14	6
30	в которой	2	5
31	что он	6	5
32	так что	7	5
33	в истории	2	5
34	независимо от	4	5
35	с этим	3	5
36	ни в	10	5
37	с тем	2	5
38	и с	5	5
39	больше чем	1	5
40	уже в	4	4
41	в наиболее	1	4
42	меньше всего	1	4
43	в самом	5	4
44	что это	10	4
45	в целом	1	4
46	из этих	1	4
47	с их	1	4
48	это было	3	4
49	в них	1	4
50	как и	10	4
51	в этих	3	4
52	в древней	1	4
53	тому что	2	4
54	не менее	3	4
55	важно что	3	4
56	не по	2	4
57	это слово	1	4
58	как будто	7	4
59	больше того	1	4
60	как мы	3	4
61	что у	2	4
62	сразу же	3	4
63	за то	1	4
64	еще в	1	4
65	его в	3	4
66	между тем	2	4
67	в его	1	4
68	только в	5	4
69	же в	2	4
70	так как	14	4
71	у него	1	4
72	прежде всего	8	4
73	в руках	1	4
74	в частности	2	4
75	как это	7	4
76	все же	4	4
77	и от	3	4
78	точки зрения	12	4
79	речь идет	1	3
80	например в	2	3
81	тех же	1	3
82	в котором	1	3
83	то же	12	3
84	в их	2	3
85	надо было	1	3
86	вопрос о	3	3
87	того же	1	3
88	это время	3	3
89	в ней	2	3
90	во всех	2	3
91	но не	6	3
92	как в	2	3
93	что касается	1	3
94	но в	2	3
95	так или	2	3
96	в этой	3	3
97	как он	4	3
98	друг другу	1	3
99	но все	2	3
100	в каждом	2	3
101	при всем	1	3
102	но если	1	3
103	в обоих	1	3
104	не имеет	1	3
105	того как	2	3
106	же время	5	3
107	связи с	4	3
108	что на	2	3
109	в поле	1	3
110	можно сомневаться	1	3
111	то время	4	3
112	в образе	1	3
113	и поэтому	1	3
114	к нему	4	3
115	а у	1	3
116	тех пор	3	3
117	на сцену	2	3
118	к их	1	3
119	себя в	2	3
120	мы знаем	1	3
121	и их	3	3
122	представить себе	1	3
123	друг друга	1	3
124	мы можем	1	3
125	тем что	2	3
126	даже не	1	3
127	или иначе	2	3
128	здесь в	1	3
129	не было	3	3
130	о чем	3	3
131	в связи	4	3
132	из которых	1	3
133	в тех	2	3
134	да и	6	3
135	с этой	1	3
136	все это	4	3
137	или в	2	3
138	а в	4	3
139	до тех	1	3
140	в своей	8	3
141	жизни и	6	3
142	не может	9	3
143	как известно	2	2
144	также что	2	2
145	и т	17	2
146	только потому	2	2
147	и есть	4	2
148	перед лицом	1	2
149	мы имеем	3	2
150	мы не	1	2
151	время как	7	2
152	говорить о	5	2
153	то это	2	2
154	в виду	5	2
155	он был	1	2
156	бы то	1	2
157	в ее	4	2
158	если в	2	2
159	отличие от	1	2
160	тут же	4	2
161	ведь мы	2	2
162	отнюдь не	6	2
163	и я	2	2
164	идет о	1	2
165	в одной	4	2
166	что именно	1	2
167	что по	2	2
168	от этого	3	2
169	бы и	2	2
170	сказать о	1	2
171	жизни так	1	2
172	и если	4	2
173	что она	14	2
174	три года	1	2
175	после этого	3	2
176	он не	4	2
177	и еще	1	2
178	в принципе	1	2
179	в силу	5	2
180	на этом	2	2
181	то ни	1	2
182	же не	3	2
183	об этом	3	2
184	это не	10	2
185	этом смысле	1	2
186	на сцене	2	2
187	в это	3	2
188	не всегда	1	2
189	чем в	1	2
190	в один	3	2
191	когда в	1	2
192	всяком случае	2	2
193	не в	8	2
194	в конце	2	2
195	вовсе не	13	2
196	даже в	3	2
197	одна из	1	2
198	в одном	4	2
199	в какой-то	1	2
200	и после	1	2
201	с другом	1	2
202	сомневаться в	2	2
203	и это	5	2
204	в театре	1	2
205	как не	2	2
206	говоря уже	2	2
207	с самого	2	2
208	и что	5	2
209	похож на	1	2
210	в мире	2	2
211	в состав	1	2
212	или на	2	2
213	на что	1	2
214	времени в	2	2
215	и во	1	2
216	и все	12	2
217	обоих случаях	1	2
218	мы понимаем	1	2
219	нем не	1	2
220	наконец в	1	2
221	все время	3	2
222	тот же	1	2
223	с ними	2	2
224	в какой	2	2
225	одних и	1	2
226	и ее	1	2
227	с одной	2	2
228	является не	1	2
229	одно из	4	2
230	т п	2	2
231	у нее	1	2
232	от того	4	2
233	в других	1	2
234	нет и	1	2
235	и к	7	2
236	до сих	2	2
237	с другой	5	2
238	и тех	1	2
239	одной стороны	1	2
240	с которым	1	2
241	мы находим	3	2
242	уже о	2	2
243	по своему	5	2
244	в изображении	2	2
245	в той	3	2
246	как бы	14	2
247	друг с	1	2
248	реакции на	1	2
249	сих пор	2	2
250	каждой из	1	2
251	хотя бы	4	2
252	не говоря	2	2
253	к его	1	2
254	из этого	1	2
255	и жизнь	2	2
256	в голову	1	2
257	с г	1	2
258	во всяком	2	2
259	говоря о	1	1
260	и отчасти	1	1
261	вступить с	1	1
262	самом деле	4	1
263	этого последнего	2	1
264	мере в	2	1
265	существенное различие	1	1
266	о существовании	1	1
267	что эти	2	1
268	самому существу	1	1
269	по его	1	1
270	не происходит	1	1
271	обойтись без	1	1
272	на первый	1	1
273	сравнению с	1	1
274	для своего	1	1
275	женщин с	1	1
276	повседневной жизни	2	1
277	этого нет	3	1
278	для выяснения	1	1
279	та же	4	1
280	обходится без	1	1
281	на эти	1	1
282	такое положение	1	1
283	в сущности	2	1
284	ему в	1	1
285	один пример	1	1
286	и самой	1	1
