N	3gram	Losev_Prob_3	Analitik
1	в том что	9	7
2	с другой стороны	5	5
3	о том что	3	5
4	по крайней мере	5	4
5	как и в	1	4
6	и того же	1	3
7	в данном случае	7	3
8	не только не	1	3
9	той или иной	8	3
10	в то же	4	3
11	одного и того	1	3
12	к тому же	1	3
13	крайней мере в	1	2
14	дело в том	3	2
15	том что он	1	2
16	с точки зрения	2	2
17	в отличие от	2	2
18	и его внешней	1	2
19	с одной стороны	1	2
20	не в самом	1	2
21	сама по себе	8	2
22	тем не менее	10	2
23	во всяком случае	6	2
24	можно сказать что	2	2
25	в сравнении с	2	2
26	если бы он	1	1
27	дело здесь не	3	1
28	и может быть	1	1
29	можно отметить что	1	1
30	это уже не	2	1
31	что иное как	4	1
32	в чистом виде	2	1
33	хотя и не	2	1
34	в той или	2	1
35	не является ни	2	1
36	чего нет в	1	1
37	никогда не является	1	1
38	требует от нас	1	1
39	на самом деле	2	1
40	в самом деле	1	1
41	в этом случае	5	1
42	герой нашего времени	1	1
43	есть он сам	1	1
44	другое дело когда	1	1
45	до сих пор	2	1
46	в таком случае	4	1
47	что он не	1	1
48	мы не станем	1	1
49	таким образом в	1	1
50	тому например как	1	1
51	несмотря на свою	1	1
52	с самим собою	1	1
53	перед нами не	1	1
54	на этот вопрос	1	1
55	как и от	1	1
56	не имеющие никакого	1	1
57	значении этого слова	1	1
58	однако все эти	1	1
59	по себе а	3	1
60	и не всегда	1	1
61	ту или иную	1	1
62	не есть ни	3	1
63	случае совершенно не	1	1
64	случаях когда мы	1	1
65	сам по себе	6	1
66	в том чтобы	1	1
67	не только в	2	1
68	тот факт что	1	1
69	так и в	1	1
70	во втором случае	1	1
71	и в этой	1	1
72	и как бы	2	1
73	всяком случае не	1	1
74	так или иначе	1	1
75	уже по одному	1	1
76	в связи с	7	1
77	так и самого	1	1
78	то есть от	2	1
79	для того чтобы	1	1
80	в тех случаях	1	1
81	но и к	1	1
82	нет никакой возможности	1	1
83	того или иного	3	1
84	и все же	1	1
85	данном случае совершенно	1	1
86	есть не что	4	1
87	такого же рода	2	1
88	не может быть	5	1
89	но с другой	2	1
90	крайней мере не	1	1
91	отнюдь не является	2	1
92	в первом случае	1	1
93	само по себе	3	1
94	то есть в	3	1
95	этого слова как	1	1
96	не нуждается в	1	1
97	как бы ни	1	1
98	именно потому что	3	1
99	речь идет о	1	1
100	по сути дела	1	1
101	друг от друга	2	1
102	заключается в том	3	1
103	тех случаях когда	1	1
104	подобно тому например	1	1
105	не что иное	4	1
106	в гораздо более	1	1
107	дело не в	2	1
108	в себе не	1	1
109	здесь не только	1	1
110	что и в	3	1
111	обратить внимание на	1	1
112	но еще и	1	1
113	которой он не	1	1
