N	2gram	Propp_Isto_7	Narrotol
1	не только	21	26
2	а не	8	17
3	представляет собой	4	16
4	тогда как	3	15
5	но и	11	15
6	при этом	4	14
7	в том	7	14
8	в качестве	3	14
9	и не	4	14
10	в этом	12	13
11	и в	24	13
12	том что	10	13
13	состоит в	1	12
14	только в	6	11
15	в частности	1	11
16	может быть	14	10
17	в данном	4	10
18	своего рода	4	9
19	сводится к	1	9
20	так и	5	9
21	к тому	1	9
22	а в	10	9
23	то что	7	8
24	не в	9	8
25	не может	14	8
26	к себе	3	7
27	у него	10	6
28	в своем	1	6
29	все же	9	6
30	и к	1	6
31	но в	5	6
32	в жизни	1	6
33	никогда не	4	6
34	ничего не	5	6
35	данном случае	3	6
36	можно сказать	1	6
37	а также	1	6
38	в его	1	6
39	вслед за	1	6
40	того что	6	6
41	со стороны	2	6
42	прежде всего	2	6
43	как бы	4	6
44	героя в	1	6
45	я не	1	5
46	ответ на	6	5
47	что он	21	5
48	как в	12	5
49	хотя и	3	5
50	в нем	6	5
51	тем не	4	5
52	он не	6	5
53	таким образом	7	5
54	на протяжении	1	5
55	и тем	2	5
56	далеко не	1	5
57	точки зрения	4	5
58	в котором	2	5
59	не столько	3	5
60	тем самым	1	5
61	в то	2	5
62	на него	2	5
63	о том	9	5
64	в форме	2	5
65	с одной	5	5
66	по отношению	1	5
67	с другой	9	5
68	одной стороны	5	5
69	я в	1	5
70	отношению к	1	5
71	то же	8	4
72	в ее	2	4
73	в этой	1	4
74	перед нами	2	4
75	что это	6	4
76	в силу	2	4
77	уже не	2	4
78	об этом	6	4
79	все его	2	4
80	и уже	1	4
81	в своей	1	4
82	в конце	3	4
83	не менее	5	4
84	но при	2	4
85	если бы	1	4
86	в другом	1	4
87	в какой	1	4
88	у нее	2	4
89	как и	6	4
90	как это	2	4
91	в литературе	2	4
92	и все	6	4
93	в герое	3	4
94	с ним	5	4
95	же в	1	4
96	и у	2	4
97	жизни и	1	4
98	что в	13	4
99	все что	1	4
100	для себя	1	3
101	самом деле	1	3
102	говорилось выше	1	3
103	а как	1	3
104	мы имеем	12	3
105	с его	3	3
106	но не	6	3
107	что они	3	3
108	в целом	1	3
109	все эти	2	3
110	в ответ	3	3
111	в известном	1	3
112	и его	3	3
113	от которого	1	3
114	и по	3	3
115	он является	1	3
116	которой он	3	3
117	дома с	1	3
118	о герое	1	3
119	что я	1	3
120	тому что	2	3
121	одна из	7	3
122	в состав	1	3
123	на том	2	3
124	и когда	2	3
125	и сам	1	3
126	мира и	1	3
127	между собой	1	3
128	о ней	1	3
129	это не	10	3
130	с матерью	1	3
131	к ней	2	3
132	один из	7	3
133	с ними	1	3
134	никак не	1	3
135	то и	4	3
136	или даже	2	3
137	и даже	3	3
