N	2gram	Losev_Prob_3	Vladivir
1	и в	44	40
2	то что	23	28
3	не только	14	25
4	и не	35	25
5	учение о	1	24
6	у него	1	24
7	то есть	34	24
8	том что	12	18
9	в том	21	18
10	но и	10	18
11	еще и	7	18
12	также и	16	17
13	что в	8	17
14	в этом	17	16
15	в его	9	14
16	так что	12	14
17	не может	7	14
18	в виде	6	13
19	точки зрения	5	13
20	вовсе не	37	13
21	только в	19	13
22	соловьев и	1	12
23	в конце	5	12
24	даже и	16	12
25	а именно	8	12
26	сказать что	16	12
27	едва ли	5	11
28	никогда не	6	11
29	потому что	25	11
30	таким образом	9	11
31	о том	6	11
32	не просто	23	10
33	ни в	8	10
34	тем не	10	10
35	и его	5	10
36	то это	10	10
37	не есть	35	10
38	прежде всего	3	10
39	как раз	8	10
40	и потому	7	10
41	это есть	3	10
42	и то	14	9
43	уже не	7	9
44	что это	3	9
45	в себе	8	9
46	и с	9	9
47	в своей	5	9
48	не менее	10	9
49	есть только	4	9
50	что же	8	9
51	как мы	8	8
52	в своем	5	8
53	в этой	3	8
54	он не	8	8
55	не был	2	8
56	и что	7	8
57	а также	4	8
58	раз и	4	8
59	для него	3	8
60	может быть	28	8
61	а не	18	8
62	так же	5	8
63	а только	5	7
64	хотя и	5	7
65	и как	3	7
66	и если	6	7
67	что все	2	7
68	с тем	5	7
69	как и	10	7
70	несмотря на	1	7
71	необходимо сказать	3	7
72	в то	9	7
73	мы бы	1	7
74	там же	1	7
75	что и	9	7
76	того что	8	7
77	так как	9	7
78	в те	1	7
79	вместе с	2	7
80	к тому	3	7
81	а в	5	7
82	в своих	1	7
83	смысле слова	8	6
84	оно есть	1	6
85	и на	1	6
86	кроме того	3	6
87	то в	3	6
88	с точки	2	6
89	по себе	25	6
90	иной раз	3	6
91	во всем	1	6
92	и это	9	6
93	и от	9	6
94	так и	10	6
95	об этом	3	6
96	и здесь	5	6
97	почему же	1	6
98	значит что	7	6
99	и даже	14	6
100	если не	3	6
101	да и	5	6
102	это значит	4	6
103	но это	8	6
104	хотя бы	3	6
105	отношения к	3	5
106	те времена	1	5
107	мы уже	4	5
108	в ней	5	5
109	совсем не	2	5
110	тут же	4	5
111	отнюдь не	10	5
112	в истории	1	5
113	более или	1	5
114	все эти	7	5
115	тоже не	5	5
116	тому же	1	5
117	содержит в	3	5
118	можно было	4	5
119	же касается	4	5
120	или менее	1	5
121	но если	6	5
122	в отношении	2	5
123	некоторого рода	10	5
124	дело в	4	5
125	тем что	4	5
126	для нас	16	5
127	ничего не	3	5
128	только и	8	5
