N	3gram	Vygotskiy__4	Hudozhes
1	по отношению к	1	10
2	в отличие от	2	7
3	с другой стороны	8	5
4	в том что	31	5
5	состоит в том	3	4
6	и того же	5	3
7	с точки зрения	11	3
8	одно и то	6	3
9	одного и того	5	3
10	и то же	6	3
11	тем не менее	1	3
12	можно сказать что	1	3
13	в этом смысле	8	3
14	что в основе	6	2
15	мы имеем дело	1	2
16	как бы не	1	2
17	с одной стороны	9	2
18	а с другой	2	2
19	в свою очередь	2	2
20	для того чтобы	5	2
21	том числе и	2	2
22	в том числе	2	2
23	к тому что	1	2
24	таким образом что	4	1
25	по своей природе	1	1
26	я думаю что	1	1
27	не в состоянии	1	1
28	том отношении что	1	1
29	что иное как	1	1
30	мы видим в	2	1
31	между собой в	1	1
32	прежде всего в	1	1
33	одним и тем	3	1
34	подобно тому как	2	1
35	в настоящее время	2	1
36	в этом случае	3	1
37	первого из этих	1	1
38	и для других	2	1
39	он должен согласиться	1	1
40	том случае если	1	1
41	в зависимости от	1	1
42	по своей структуре	1	1
43	что он не	1	1
44	не входит в	1	1
45	как это ни	1	1
46	идет о чем-то	1	1
47	бы то ни	1	1
48	только то что	1	1
49	в себе и	3	1
50	состоит не в	1	1
51	лежат в основе	1	1
52	заключает в себе	1	1
53	с которыми он	1	1
54	точно так же	3	1
55	во всей своей	1	1
56	значении этого слова	1	1
57	с этой точки	4	1
58	в том случае	1	1
59	с логической точки	2	1
60	в себе никакого	1	1
61	едва ли не	1	1
62	содержит в себе	2	1
63	даже в том	1	1
64	то ни было	1	1
65	мы встречаемся с	1	1
66	и том же	1	1
67	не могут быть	2	1
68	и как бы	1	1
69	имеем дело с	1	1
70	в связи с	3	1
71	не только к	1	1
72	в первую очередь	4	1
73	логической точки зрения	2	1
74	в том отношении	1	1
75	как бы в	1	1
76	так же как	5	1
77	в свое время	2	1
78	проявляет себя в	1	1
79	в то время	1	1
80	решающая роль в	1	1
81	ли не первым	2	1
82	не содержит в	1	1
83	имея в виду	1	1
84	этого опыта к	1	1
85	о том что	3	1
86	тем и другим	1	1
87	этой точки зрения	4	1
88	и тем самым	4	1
89	никогда не бывает	2	1
90	точки зрения логики	1	1
91	речь идет о	3	1
92	бы они ни	1	1
93	они ни были	1	1
94	друг от друга	1	1
95	в этих случаях	1	1
96	больше и больше	1	1
97	не что иное	1	1
98	в поле зрения	1	1
99	тех или иных	1	1
100	и тем же	3	1
101	одном и том	1	1
102	то что они	2	1
103	художественное произведение и	1	1
104	том что он	1	1
105	не может быть	1	1
106	как и в	1	1
107	к тому же	1	1
108	оно состоит в	1	1
