N	2gram	Tiupa_Narr_1	DiskursI
1	в себе	8	19
2	при этом	9	17
3	в этом	17	16
4	как и	7	16
5	состоит в	13	16
6	и в	19	16
7	в качестве	21	16
8	может быть	25	16
9	и не	20	15
10	а не	12	14
11	отличие от	5	12
12	то есть	19	12
13	в отличие	5	12
14	и т.п	8	12
15	в частности	14	12
16	тогда как	12	11
17	но в	6	11
18	представляет собой	13	11
19	в мире	9	11
20	но и	23	11
21	со стороны	9	10
22	не только	32	10
23	том что	14	10
24	своего рода	12	10
25	так и	9	9
26	не может	10	9
27	такого рода	7	9
28	как в	7	8
29	в том	18	8
30	а также	7	8
31	но не	5	7
32	в данном	5	7
33	в рамках	12	7
34	картины мира	5	7
35	в нем	4	7
36	ни в	3	7
37	не менее	3	7
38	при всей	4	7
39	прежде всего	4	7
40	то же	4	6
41	еще не	7	6
42	с его	6	6
43	данном случае	4	6
44	себя в	5	6
45	отнюдь не	5	6
46	все же	7	6
47	по мысли	3	6
48	тем самым	6	6
49	по своей	3	6
50	анекдота и	2	6
51	и на	3	5
52	в противовес	4	5
53	в своем	2	5
54	в противоположность	2	5
55	в то	3	5
56	коммуникативного события	12	5
57	нового времени	2	5
58	с другой	8	5
59	же время	4	5
60	что в	3	5
61	для него	2	5
62	в вероятностном	1	5
63	то что	11	5
64	а с	3	5
65	героя в	8	5
66	в рассказе	4	4
67	и то	1	4
68	разумеется не	1	4
69	по отношению	7	4
70	в этой	5	4
71	роль в	2	4
72	человека в	2	4
73	притчи о	1	4
74	с позиции	1	4
75	в основе	5	4
76	потому что	1	4
77	этом отношении	3	4
78	о том	6	4
79	в пределах	2	4
80	картина мира	5	4
81	одного из	4	4
82	времени в	2	4
83	известного рода	1	4
84	с одной	7	4
85	одно из	2	4
86	не сводится	2	4
87	картину мира	2	4
88	одной стороны	7	4
89	как бы	4	4
90	рассказа как	1	4
91	ни для	7	4
92	не является	8	4
93	мира и	2	4
94	точки зрения	10	4
95	к его	1	4
96	отношению к	6	4
97	можно назвать	1	4
98	также и	1	3
99	например в	2	3
100	чего не	1	3
101	и ее	2	3
102	анекдота но	1	3
103	жанровой традиции	1	3
104	жизненной позиции	4	3
105	не знают	1	3
106	столь же	3	3
107	возможность иного	2	3
108	к жизни	1	3
109	перед нами	4	3
110	и как	5	3
111	и наконец	1	3
112	адресата в	2	3
113	все эти	2	3
114	всей своей	2	3
115	из этих	3	3
116	он не	3	3
117	внутренней речи	1	3
118	подход к	2	3
119	и может	1	3
120	в другом	1	3
121	с позиций	1	3
122	его в	2	3
123	это не	2	3
124	блудном сыне	1	3
125	соответствии с	1	3
126	биографического дискурса	2	3
127	жизни но	2	3
128	одного и	1	3
129	в котором	1	3
130	не столько	4	3
131	не в	14	3
132	исторического бытия	1	3
133	коммуникативное событие	3	3
134	в русской	1	3
135	в тексте	16	3
136	мире и	1	3
137	коммуникативную ситуацию	1	3
138	могут быть	3	3
139	но одновременно	1	3
140	той или	4	3
141	в анекдоте	2	3
142	мысль о	1	3
143	приводит к	2	3
144	речевых жанров	4	3
145	о блудном	1	3
146	текста а	1	3
147	в его	9	3
148	восходит к	3	3
149	но она	1	3
150	только в	4	3
151	с читателем	1	3
152	в сказании	2	3
153	и его	5	3
154	уже не	5	3
155	из них	3	3
156	присутствия в	3	3
157	в них	1	3
158	из двух	3	3
159	или иной	5	3
160	очевидным образом	2	3
161	здесь в	1	3
162	не было	2	3
163	поведения в	2	3
164	не знает	1	3
165	мира в	5	3
166	было в	2	3
167	как будто	3	3
168	иначе говоря	6	3
169	можно сказать	5	3
170	но это	1	3
171	и того	1	3
172	и все	2	3
173	жизни в	3	3
174	становления и	1	3
175	следует признать	2	3
176	жизни а	2	3
177	жизни и	3	3
178	жизнеописания как	2	2
179	же как	3	2
180	того же	1	2
181	о любви	1	2
182	идет о	2	2
183	характер как	1	2
184	являет собой	2	2
185	жизненного опыта	1	2
186	место в	1	2
187	совпадает с	1	2
188	говорить о	2	2
189	жизненного поведения	1	2
190	жизни как	3	2
191	в ней	3	2
192	к своему	1	2
193	мы имеем	2	2
194	время в	2	2
195	жизненным опытом	1	2
196	не требует	1	2
197	всякий раз	1	2
198	значении этого	3	2
199	легко может	1	2
200	в такого	1	2
201	отношение к	2	2
202	это мир	1	2
203	первый взгляд	2	2
204	инициативного самообнаружения	1	2
205	о.м фрейденберг	3	2
206	что как	1	2
207	вследствие которого	1	2
208	собственно и	1	2
209	или субъектом	2	2
210	как уже	1	2
211	а.п чехова	1	2
212	отношения между	1	2
213	в целом	1	2
214	из анекдота	2	2
215	рассказ о	1	2
216	в притче	3	2
217	высказывания состоит	3	2
218	рассказа в	1	2
219	в классическом	2	2
220	или анекдота	3	2
221	должна быть	2	2
222	в первую	1	2
223	в принципе	4	2
224	с таким	1	2
225	свое время	1	2
226	этого жанра	1	2
227	подобно тому	2	2
228	что ни	1	2
229	и возможность	2	2
230	весьма существенную	1	2
231	за которым	1	2
232	личности в	2	2
233	содержит в	1	2
234	и с	4	2
235	входит в	1	2
236	который по	3	2
237	но уже	1	2
238	рассказ в	2	2
239	анекдот как	1	2
240	несет в	1	2
241	на первый	2	2
242	в ходе	1	2
243	с точки	2	2
244	пока еще	4	2
245	их в	1	2
246	в обоих	2	2
247	некоторого рода	2	2
248	дело в	1	2
249	между жизнью	1	2
250	ситуации рассказывания	2	2
251	никогда не	3	2
252	жизни не	1	2
253	и другого	1	2
254	сводится к	3	2
255	что на	2	2
256	этического выбора	2	2
257	в области	2	2
258	интонации и	1	2
259	в специальном	1	2
260	жанров в	1	2
261	указать на	1	2
262	и смертью	1	2
263	жизнью и	2	2
264	для себя	1	2
265	с ее	3	2
266	здесь не	4	2
267	анекдот но	1	2
268	это еще	1	2
269	по сути	2	2
270	в себя	6	2
271	основу такой	1	2
272	времени и	7	2
273	не с	3	2
274	живет в	1	2
275	в результате	2	2
276	на большую	1	2
277	как притчу	1	2
278	основе своей	4	2
279	восходящей к	2	2
280	там же	1	2
281	герой жизнеописания	1	2
282	первую очередь	1	2
283	между тем	3	2
284	русской литературе	1	2
285	речевая маска	5	2
286	что и	1	2
287	узнавания себя	1	2
288	или напротив	4	2
289	другого в	1	2
290	с.с аверинцева	2	2
291	себя с	1	2
292	и одновременно	2	2
293	значении термина	1	2
294	которая в	2	2
295	к их	1	2
296	который не	1	2
297	событийного ряда	5	2
298	своего другого	1	2
299	есть в	2	2
300	для рассказа	1	2
301	слова не	1	2
302	начала жизни	2	2
303	не о	3	2
304	бытия и	1	2
305	не подлежит	1	2
306	анекдота о	1	2
307	именно в	6	2
308	далеко не	5	2
309	и прежде	1	2
310	в соответствии	1	2
311	стремится к	1	2
312	не на	2	2
313	человеческой жизни	1	2
314	н.д тамарченко	4	2
315	и адресата	1	2
316	может иметь	1	2
317	классическом романе	1	2
318	сказания или	4	2
319	о чем	2	2
320	в той	6	2
321	или иного	2	2
322	тому как	2	2
323	мира с	1	2
324	в свое	1	2
325	х гг	1	2
326	в полном	2	2
327	и для	2	2
328	сказании или	1	2
329	картине мира	1	2
330	ключом к	1	2
331	настоящим и	1	2
332	а в	11	2
333	на роль	1	2
334	может и	1	2
335	другой стороны	4	2
336	что он	6	2
337	себе самому	1	2
338	как коммуникативного	1	2
339	коммуникативным событием	2	2
340	речь идет	4	1
341	является для	1	1
342	одним из	2	1
343	межличностной соотносительности	1	1
344	мире это	1	1
345	их свободного	1	1
346	переходит к	1	1
347	и искушенность	1	1
348	преодолевая их	1	1
349	самом деле	2	1
350	неким ибо	1	1
351	излагаемой жизни	1	1
352	образ становящегося	1	1
353	переход от	4	1
354	смыслополагания между	1	1
355	это и	3	1
356	в чужой	2	1
357	надо полагать	2	1
358	это игра	1	1
359	слова эта	1	1
360	и есть	1	1
361	слушателей с	1	1
362	не признает	1	1
363	анекдотическому дискурсу	1	1
364	непредсказуемое стечение	1	1
365	доверия к	1	1
366	в первом	3	1
367	в даме	1	1
368	к другому	2	1
369	жеста и	1	1
370	принципиальное различие	1	1
371	значения чьей-то	1	1
372	на две	1	1
373	др в	1	1
374	к рассказу	1	1
375	к собственной	1	1
376	в окказионально-авантюрном	1	1
377	маска биографа	1	1
378	л.с выготский	1	1
379	в году	1	1
380	и могут	1	1
381	анекдот не	2	1
382	притче была	1	1
383	есть не	1	1
384	полном его	1	1
385	речевой деятельности	1	1
386	можно выявить	1	1
387	и реализатором	1	1
388	необыкновенное в	1	1
389	обычно является	1	1
390	голоса зримого	1	1
391	анекдота выбор	1	1
392	мы не	1	1
393	с собачкой	1	1
394	их поступки	1	1
395	несут в	1	1
396	христианской культуры	1	1
397	преодолеваемая даль	1	1
398	поскольку каждый	1	1
399	раз-влекать их	1	1
400	сведена к	1	1
401	я оказывается	1	1
402	выбор лексики	1	1
403	этом не	1	1
404	завершенная и	1	1
405	высказывания в	6	1
406	он как	1	1
407	ними здесь	1	1
408	в сущности	3	1
409	разворачивается в	1	1
410	такая возможность	1	1
411	проектировать свою	1	1
412	как было	3	1
413	ему в	2	1
414	в некотором	1	1
415	и со	1	1
416	доверительной и	1	1
417	где слово	2	1
418	и брани	1	1
419	пребывания в	1	1
420	непредубежденное любопытство	1	1
421	двух или	1	1
422	начальные эпизоды	1	1
423	очередь по	1	1
424	принципиально недопустимая	1	1
425	и определяется	1	1
426	он сам	2	1
427	концепированный адресат	1	1
428	от предыдущих	1	1
429	повествователя о	1	1
430	бы то	3	1
431	в чем	1	1
432	автора есть	1	1
433	события в	2	1
434	истории в	3	1
435	во всех	1	1
436	там и	1	1
437	действующее лицо	2	1
438	профанация священного	1	1
439	жизни персонажа	1	1
440	во внешнем	2	1
441	как правило	4	1
442	непосредственного присутствия	1	1
443	в ее	3	1
444	уникальным жизненным	1	1
445	это бывает	1	1
446	самому герою	1	1
447	о смерти	1	1
448	рассказом в	1	1
449	маска анекдота	1	1
450	точка зрения	6	1
451	не то	2	1
452	фон романного	1	1
453	если в	3	1
454	эта особенность	1	1
455	конечном счете	2	1
456	ответ на	1	1
457	заинтересовывать судьбой	1	1
458	с совершенно	1	1
459	согласия за	1	1
460	человеческих отношений	1	1
461	которая не	1	1
462	быть сведена	1	1
463	друг от	1	1
464	мире всеобщей	1	1
465	нарушение запрета	2	1
466	человека с	1	1
467	есть нарушение	1	1
468	слова прямой	1	1
469	до которого	2	1
470	романного образа	1	1
471	иными соседствами	1	1
472	речь включая	1	1
473	придании истории	1	1
474	мере в	1	1
475	речи именно	1	1
476	вследствие чего	2	1
477	необходимый фон	1	1
478	романного дискурса	1	1
479	от содержания	1	1
480	и непристойность	1	1
481	полноценная биография	1	1
482	припоминая и	1	1
483	читателем к	1	1
484	именно качество	1	1
485	низа и	1	1
486	обнаруживается в	1	1
487	устанавливаются отношения	1	1
488	состава действующих	1	1
489	сказания и	1	1
490	собственным смыслом	1	1
491	хотя и	3	1
492	иного языка	1	1
493	отграниченная система	1	1
494	запрета есть	1	1
495	проективной компетентностью	1	1
496	классического реализма	1	1
497	слово анекдота	1	1
498	сказание или	2	1
499	острота или	1	1
500	себе не	2	1
501	просторную сферу	1	1
502	бы непосредственного	1	1
503	ответную реакцию	1	1
504	изобразителя жизни	1	1
505	и порой	1	1
506	человеческая жизнь	1	1
507	то в	6	1
508	того требует	1	1
509	видения мира	1	1
510	в самом	1	1
511	только то	1	1
512	знаменательно что	1	1
513	формы скрытой	1	1
514	заданность человеческих	1	1
515	знакомство слушателей	1	1
516	должен не	1	1
517	ни один	1	1
518	посрамляющий умершее	1	1
519	таковы например	1	1
520	гг в	1	1
521	повествование в	1	1
522	бы не	2	1
523	поэтому и	1	1
524	событийность и	1	1
525	нормативное самоотождествление	1	1
526	между настоящим	1	1
527	двоякий жизненный	1	1
528	серьезности бахтин	1	1
529	этим моментам	1	1
530	будет сказано	1	1
531	есть профанация	1	1
532	но без	2	1
533	ни одна	1	1
534	знанием или	1	1
535	лишний раз	1	1
536	коммуникативной ситуации	2	1
537	герою жизнеописания	1	1
538	коммуникативной природе	1	1
539	зависим от	1	1
540	лица и	2	1
541	о других	1	1
542	о возможности	1	1
543	от позиции	1	1
544	но на	1	1
545	как у	1	1
546	анекдот невозможно	1	1
547	претендует на	1	1
548	в случае	7	1
549	анекдот должен	1	1
550	человек не	1	1
551	этим создается	1	1
552	теми же	1	1
553	готовом стабильно	1	1
554	чего анекдот	1	1
555	у-влекать слушателей	1	1
556	но именно	1	1
557	так сказать	1	1
558	и только	2	1
559	одному из	1	1
560	романе реалистической	1	1
561	комическая апофегма	1	1
562	карнавальную пару	1	1
