N	2gram	Propp_Isto_3	Analitik
1	не только	14	22
2	тогда как	1	20
3	и в	22	18
4	как и	3	14
5	так и	2	14
6	в этом	17	14
7	и его	4	13
8	но и	12	13
9	том что	8	12
10	в качестве	2	12
11	и не	12	12
12	в частности	5	12
13	при этом	2	11
14	а в	6	10
15	как бы	1	10
16	что в	15	9
17	может быть	11	9
18	со стороны	3	9
19	а не	6	9
20	в том	9	9
21	со своей	1	8
22	своего рода	1	8
23	и даже	2	8
24	по отношению	2	7
25	в русской	3	7
26	в его	3	7
27	с другой	7	7
28	во второй	1	7
29	но не	7	7
30	отношению к	2	7
31	еще не	10	6
32	в этой	5	6
33	он не	5	6
34	не в	4	6
35	к тому	3	6
36	о том	3	6
37	в начале	1	6
38	той же	2	5
39	мы имеем	19	5
40	как правило	2	5
41	однако в	1	5
42	в мире	1	5
43	что и	9	5
44	между тем	2	5
45	уже не	7	5
46	никогда не	3	5
47	в свою	4	5
48	прежде всего	3	5
49	другой стороны	7	5
50	представляет собой	3	5
51	принадлежит к	1	4
52	и на	4	4
53	столь же	1	4
54	что он	9	4
55	отнюдь не	1	4
56	в своем	2	4
57	и как	3	4
58	что по	2	4
59	и к	3	4
60	таким образом	10	4
61	состоит в	3	4
62	по себе	1	4
63	в одном	2	4
64	имеем дело	1	4
65	не менее	5	4
66	свою очередь	1	4
67	в пределах	4	4
68	и сам	1	4
69	можно сказать	2	4
70	не есть	1	4
71	однако что	3	4
72	далеко не	3	4
73	о чем	1	4
74	в данном	4	4
75	все же	5	4
76	перед нами	1	4
77	героя и	1	4
78	здесь и	2	3
79	его не	3	3
80	который в	1	3
81	мы не	1	3
82	в целом	3	3
83	уже в	1	3
84	здесь не	3	3
85	но как	1	3
86	ответ на	1	3
87	что они	8	3
88	как говорит	1	3
89	как в	2	3
90	с этим	8	3
91	из этих	3	3
92	роль в	2	3
93	тому же	2	3
94	подобно тому	1	3
95	то же	6	3
96	не будет	1	3
97	его в	3	3
98	точки зрения	2	3
99	все это	1	3
100	в то	2	3
101	только не	2	3
102	ничего не	6	3
103	указывает на	1	3
104	с ее	1	3
105	говорит и	2	3
106	в ее	1	3
107	данном случае	3	3
108	так в	6	3
109	восходит к	1	3
110	было бы	3	3
111	дело с	2	3
112	во всем	1	3
113	были бы	1	3
114	в особенности	2	3
115	что не	2	3
116	не было	2	3
117	не всегда	4	3
118	он и	3	3
119	вступает в	3	3
120	как это	4	3
121	к жизни	2	3
122	к этому	7	3
123	только к	1	2
124	например в	2	2
125	самом деле	1	2
126	есть не	1	2
127	возвращения из	1	2
128	на себя	2	2
129	власть над	4	2
130	и он	2	2
131	в ней	2	2
132	со всеми	1	2
133	это и	1	2
134	более чем	1	2
135	не видно	3	2
136	и той	1	2
137	и каждое	1	2
138	но в	10	2
139	все эти	4	2
140	в тех	2	2
141	после чего	10	2
142	не могла	2	2
143	на его	3	2
144	что она	5	2
145	в нем	9	2
146	видеть в	1	2
147	не как	1	2
148	и вот	2	2
149	о его	1	2
150	одной и	1	2
151	и по	1	2
152	и ту	1	2
153	могла бы	1	2
154	входит в	1	2
155	это не	6	2
156	в жизни	2	2
157	в них	6	2
158	с тем	2	2
159	не мог	2	2
