N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	7	19
2	по отношению к	9	10
3	с точки зрения	3	10
4	для того чтобы	2	8
5	к тому что	2	7
6	так же как	1	6
7	в то время	1	6
8	можно сказать что	3	6
9	то же самое	1	6
10	заключается в том	1	5
11	и тем самым	1	5
12	и того же	2	4
13	в самом начале	1	4
14	одного и того	2	4
15	из того что	1	3
16	так же точно	1	3
17	мы видим в	1	2
18	состоит в том	5	2
19	в этом смысле	3	2
20	в этом случае	1	2
21	он мог бы	1	2
22	до известной степени	2	2
23	только то что	1	2
24	одном и том	1	2
25	именно в этом	1	2
26	как раз в	1	2
27	и том же	1	2
28	во втором случае	1	2
29	не могут быть	1	2
30	в нашем примере	1	2
31	с другой стороны	5	2
32	ту же самую	1	2
33	отношение к объекту	1	2
34	именно потому что	1	2
35	в связи с	1	2
36	мы имеем дело	2	2
37	не может быть	3	2
38	является как бы	1	2
39	таким образом что	1	1
40	другом но не	1	1
41	что иное как	1	1
42	того времени когда	1	1
43	что в основе	2	1
44	в том числе	2	1
45	в том и	2	1
46	те и другие	1	1
47	друг от друга	1	1
48	языка но и	1	1
49	что он должен	1	1
50	по своей структуре	1	1
51	что он не	1	1
52	в отличие от	7	1
53	но он не	2	1
54	том числе и	1	1
55	точно так же	1	1
56	с этой точки	1	1
57	случае мы имеем	1	1
58	едва ли не	1	1
59	в том или	1	1
60	в одном случае	1	1
61	приводит к тому	2	1
62	содержит в себе	1	1
63	не совпадает с	1	1
64	с одной стороны	2	1
65	он состоит в	1	1
66	не содержит в	1	1
67	и по отношению	1	1
68	до того времени	1	1
69	имеем дело с	1	1
70	является одним из	1	1
71	иначе говоря различные	1	1
72	как бы в	1	1
73	этой точки зрения	1	1
74	есть не что	1	1
75	же по своей	1	1
76	не что иное	1	1
77	как и в	1	1
78	в свою очередь	2	1
79	той или иной	4	1
80	заключать в себе	1	1
81	но не в	1	1
82	исходит из того	1	1
83	при этом отношение	1	1
84	мы встречаемся с	1	1
85	тех или иных	2	1
86	тем не менее	3	1
87	этом смысле можно	1	1
88	не принадлежит к	1	1
89	слова принадлежит к	1	1
90	его мысли более	1	1
91	подобно тому как	1	1
92	в настоящее время	1	1
93	начинается с осознания	1	1
