N	3gram	Bakhtin_Fr_8	Literetu
1	в том что	6	11
2	состоит в том	1	5
3	в отличие от	1	5
4	то же время	10	5
5	в то же	10	5
6	в данном случае	2	4
7	в связи с	3	4
8	прежде всего в	1	3
9	при этом как	1	3
10	и прежде всего	1	3
11	дело в том	2	2
12	по отношению к	1	2
13	подобно тому как	1	2
14	с точки зрения	2	2
15	в этом отношении	1	2
16	и то что	1	2
17	с одной стороны	2	2
18	но при этом	1	2
19	о том что	2	2
20	в другом месте	3	1
21	это уже не	1	1
22	современность с ее	1	1
23	в этом контексте	1	1
24	на самом деле	1	1
25	были по преимуществу	1	1
26	и как раз	1	1
27	у него прямо	1	1
28	бы то ни	2	1
29	можно было бы	1	1
30	том или ином	1	1
31	не подлежит сомнению	3	1
32	диалога но и	1	1
33	и в частности	1	1
34	на эту тему	1	1
35	но в то	2	1
36	в самом деле	1	1
37	а также и	1	1
38	как один из	1	1
39	и в этом	1	1
40	а с другой	1	1
41	какой бы то	1	1
42	один из моментов	1	1
43	автора и его	1	1
44	же время не	1	1
45	с другой стороны	2	1
46	не может быть	2	1
47	только то что	1	1
48	имел в виду	1	1
49	уже не просто	1	1
50	до сих пор	8	1
51	с самого начала	1	1
52	никогда не бывает	1	1
53	в пределах одной	1	1
54	то ни было	1	1
55	прежде всего это	1	1
56	может и не	1	1
57	в большинстве случаев	6	1
58	в том числе	3	1
59	к тому же	1	1
60	как мы знаем	1	1
