N	4gram	Voloshinov_2	Myshleni
1	одного и того же	4	3
2	в том что он	2	2
3	то же самое что	1	2
4	не знает ни одного	1	1
5	с одной стороны и	2	1
6	в том числе и	1	1
7	не что иное как	1	1
8	в собственном смысле слова	2	1
9	не может быть понято	1	1
10	только по отношению к	1	1
11	для того чтобы изучить	1	1
12	в этом последнем случае	1	1
13	с письменной речью к	1	1
14	одно и то же	3	1
15	все более и более	2	1
16	не является для него	1	1
17	не только по отношению	1	1
18	во всяком случае все	1	1
19	можно прямо сказать что	1	1
20	как мы увидим в	1	1
21	для того чтобы понять	2	1
