N	2gram	Berdyaev_M_1	Myshleni
1	то что	5	26
2	в этом	20	25
3	что он	10	25
4	потому что	16	21
5	точки зрения	4	18
6	в том	6	18
7	не может	28	18
8	того чтобы	2	17
9	не только	29	16
10	и в	28	16
11	того что	7	16
12	так как	3	16
13	что в	10	16
14	том что	3	15
15	так же	1	15
16	для того	2	14
17	сказать что	2	13
18	вопрос о	2	12
19	по отношению	2	12
20	в области	1	12
21	и что	2	12
22	и не	11	12
23	отношению к	2	12
24	отношение к	4	11
25	в его	9	11
26	но не	8	10
27	в силу	1	10
28	было бы	10	10
29	только в	6	10
30	а не	25	10
31	в отношении	1	9
32	может быть	30	9
33	должно быть	3	8
34	как и	5	8
35	если бы	2	8
36	в основе	2	8
37	о том	2	8
38	он не	24	8
39	переход от	1	7
40	и есть	14	7
41	в нем	13	7
42	но он	9	7
43	приводит к	2	7
44	так и	1	7
45	и на	6	6
46	но в	7	6
47	в этой	6	6
48	как он	2	6
49	но если	3	6
50	не в	16	6
51	этот вопрос	1	6
52	у него	17	6
53	но и	25	6
54	в той	2	6
55	к тому	3	6
56	в такой	1	5
57	должна быть	6	5
58	что они	1	5
59	как в	2	5
60	в своем	10	5
61	говорит что	1	5
62	в которой	6	5
63	он должен	3	5
64	на все	1	5
65	мысли и	2	5
66	с ним	2	5
67	в то	2	5
68	никогда не	14	5
69	ничего не	3	5
70	можно было	1	5
71	по сравнению	2	5
72	заключается в	1	5
73	значит что	4	5
74	хотя бы	3	5
75	для него	11	5
76	тем что	4	5
77	сравнению с	1	5
78	как бы	2	5
79	это значит	3	5
80	еще более	1	5
81	не знает	4	5
82	и то	1	4
83	ответить на	1	4
84	время как	2	4
85	за пределы	4	4
86	в самом	11	4
87	все эти	2	4
88	с их	2	4
89	отношение между	1	4
90	вообще не	2	4
91	и по	4	4
92	это не	5	4
93	стоит в	1	4
94	тому чтобы	2	4
95	мысли в	1	4
96	мышления и	1	4
97	не имеет	3	4
98	в самых	1	4
99	казалось бы	1	4
100	могут быть	2	4
101	не есть	9	4
102	в пределах	1	4
103	еще не	1	4
104	в свете	3	4
105	в новой	1	4
106	так что	1	4
107	и их	3	4
108	то время	2	4
109	не могут	5	4
110	точек зрения	1	4
111	к которому	1	4
112	на этот	2	4
113	что мы	1	4
114	вместе с	6	4
115	это есть	3	4
116	в состоянии	1	4
117	с этой	4	4
118	что сознание	1	4
119	мы видим	2	4
120	бы в	2	4
121	тем более	1	4
122	потребность в	1	4
123	в свою	2	4
124	самом деле	1	3
125	это и	4	3
126	между двумя	1	3
127	с таким	1	3
128	мы не	1	3
129	по своему	2	3
130	если в	1	3
131	ответ на	1	3
132	с этим	3	3
133	все же	2	3
134	сознания в	1	3
135	и как	2	3
136	он в	2	3
137	чем его	4	3
138	этого вопроса	1	3
139	на этом	3	3
140	как они	1	3
141	не умеет	1	3
142	с тем	9	3
143	в этих	4	3
144	в их	4	3
145	сих пор	2	3
146	и более	1	3
147	имеет свою	1	3
148	не менее	1	3
149	до конца	14	3
150	в смысле	1	3
151	идет в	1	3
152	по своей	2	3
153	и его	9	3
154	приходит к	1	3
155	еще в	2	3
156	и с	3	3
157	до сих	2	3
158	к нему	7	3
159	что и	4	3
160	одной из	1	3
161	между тем	1	3
162	его и	1	3
163	в одном	1	3
164	а в	4	3
165	от того	1	3
166	говорит о	1	3
167	прежде всего	10	3
168	не на	1	3
169	в частности	1	3
170	иное отношение	1	3
171	все основные	1	3
172	к жизни	1	3
173	чем в	2	3
174	потому и	1	3
175	но это	1	3
176	процесса в	1	3
177	к его	1	3
178	к этой	2	3
179	к этому	2	3
180	значение в	1	3
181	они не	1	3
182	ту же	1	2
183	отношения к	4	2
184	одним из	2	2
185	через которые	1	2
186	в зависимости	1	2
187	момент когда	1	2
188	есть не	4	2
189	принадлежит к	1	2
190	я не	1	2
191	есть совершенно	1	2
192	зависимости от	1	2
193	в ней	15	2
194	во всех	1	2
195	что я	1	2
196	отличие от	1	2
197	которые не	1	2
198	в центре	2	2
199	его на	1	2
200	когда он	3	2
201	и к	2	2
202	в этот	2	2
203	котором она	1	2
204	учение о	3	2
205	то и	1	2
206	только один	2	2
207	если он	5	2
208	что она	1	2
209	потребности в	1	2
210	к одному	1	2
211	на протяжении	2	2
212	не совпадает	1	2
213	в жизни	3	2
214	в них	4	2
215	в высшей	2	2
216	быть поставлено	1	2
217	оно имеет	1	2
218	в своей	15	2
219	в котором	8	2
220	установить что	1	2
221	в отличие	1	2
222	мысли во	1	2
223	должны были	1	2
224	отношений между	1	2
225	и эти	1	2
226	все это	6	2
227	этими двумя	1	2
228	высшей степени	2	2
229	он еще	1	2
230	главное и	1	2
231	во всем	1	2
232	ничто не	1	2
233	не до	1	2
234	то это	1	2
235	в момент	3	2
236	лежит в	1	2
237	не способен	1	2
238	знает что	1	2
239	уже на	1	2
240	этот путь	3	2
241	в виду	2	2
242	в истории	2	2
243	отношения и	2	2
244	начинается в	3	2
245	связанная с	1	2
246	находится в	1	2
247	средством для	1	2
248	именно потому	1	2
249	понять как	1	2
250	первый и	1	2
251	и поэтому	1	2
252	и из	1	2
253	находятся в	1	2
254	его в	3	2
255	что только	1	2
256	в вопросе	1	2
257	по типу	1	2
258	вперед по	1	2
259	никто не	2	2
260	вовсе не	1	2
261	к ним	1	2
262	как будто	2	2
263	и даже	1	2
264	о влиянии	1	2
265	себя и	3	2
266	обратиться к	1	2
267	у нас	5	2
268	может ли	1	2
269	который с	1	2
270	о чем	2	2
271	самой своей	1	2
272	и потому	10	2
273	мы говорим	1	2
274	и от	2	2
275	является для	1	2
276	только для	1	2
277	в более	2	2
278	которых он	4	2
279	совершается в	1	2
280	об отношении	1	2
281	сознания и	1	2
282	чем он	1	2
283	от всякого	1	2
284	отношением к	1	2
285	но этот	1	2
286	жизни и	2	2
287	в своих	1	2
288	во всяком	1	2
289	все что	2	2
290	эта новая	1	1
291	смысле слова	4	1
292	также и	2	1
293	связана с	2	1
294	эпоху в	1	1
295	на самом	1	1
296	к другому	1	1
297	другой поэтому	1	1
298	должна сделать	1	1
299	мы уже	1	1
300	системы и	1	1
301	мы имеем	1	1
302	и ничего	1	1
303	и о	1	1
304	во внутреннем	1	1
305	который был	2	1
306	но она	1	1
307	что иное	1	1
308	в деле	1	1
309	и ее	1	1
310	о пути	1	1
311	себе что	1	1
312	внутреннюю природу	1	1
313	собой в	1	1
314	меньше чем	1	1
315	он был	14	1
316	он сам	6	1
317	иное как	1	1
318	с его	3	1
319	то мы	1	1
320	в ее	3	1
321	друг к	1	1
322	него чем	1	1
323	миром вещей	1	1
324	имеют свою	1	1
325	а две	2	1
326	более чем	1	1
327	как к	1	1
328	отвечает не	1	1
329	более и	1	1
330	что совершается	1	1
331	к новому	2	1
332	кто не	1	1
333	целый ряд	1	1
334	и наконец	1	1
335	в себе	7	1
336	за собой	2	1
337	из самых	8	1
338	через всю	1	1
339	точку зрения	1	1
340	привести к	4	1
341	сущности и	1	1
342	имеем в	1	1
343	и те	2	1
344	неизбежно должны	1	1
345	приходят к	2	1
346	к миру	2	1
347	которой не	1	1
348	и почему	1	1
349	с именем	1	1
350	нее и	1	1
351	не как	4	1
352	своего пути	1	1
353	от низших	1	1
354	что без	2	1
355	в плане	1	1
356	прежде чем	2	1
357	и заключается	1	1
358	значительной степени	1	1
359	от нее	5	1
360	в каждом	1	1
361	которые уже	1	1
362	через все	2	1
363	об этом	1	1
364	к другу	1	1
365	и менее	1	1
366	бесконечно важно	1	1
367	лишь в	6	1
368	входит в	2	1
369	ней нет	1	1
370	моменты в	1	1
371	свою противоположность	2	1
372	в сложном	1	1
373	центральное место	1	1
374	должен был	4	1
375	и заимствования	1	1
376	вопрос и	2	1
377	мог бы	4	1
378	в ином	2	1
379	и этим	1	1
380	рядом с	1	1
381	моего сознания	1	1
382	которой он	1	1
383	всегда и	1	1
384	ключ к	1	1
385	после этого	1	1
386	многие другие	1	1
387	протекает в	1	1
388	нисколько не	1	1
389	в царстве	1	1
390	же есть	1	1
391	закона и	1	1
392	в понимании	1	1
393	этой связи	1	1
394	она в	1	1
395	знает и	1	1
396	место в	2	1
397	не столько	1	1
398	том смысле	2	1
399	понимал что	1	1
400	он дает	1	1
401	как будет	1	1
402	от его	2	1
403	не путем	1	1
404	всегда остается	2	1
405	есть один	1	1
406	ума это	1	1
407	чтобы иметь	1	1
408	с которой	2	1
409	она не	4	1
410	от нас	1	1
411	в обоих	1	1
412	что ему	1	1
413	отличается от	2	1
414	к этим	2	1
415	и сама	2	1
416	занимает центральное	1	1
417	как его	1	1
418	когда они	1	1
419	не могло	1	1
420	он мог	2	1
421	из него	1	1
422	не разрешает	1	1
423	в самой	7	1
424	такова что	1	1
425	а во	1	1
426	к ней	4	1
427	относится к	2	1
428	такая же	1	1
429	и после	1	1
430	над ним	1	1
431	в каком	2	1
432	в духе	1	1
433	переносятся в	1	1
434	есть только	2	1
435	как для	2	1
436	ли что	1	1
437	но из	1	1
438	обращение к	1	1
439	но к	1	1
440	первая и	1	1
441	и он	12	1
442	из всего	1	1
443	не существует	2	1
444	порядком и	1	1
445	что составляет	1	1
446	будет видно	1	1
447	не могу	1	1
448	должна предшествовать	1	1
449	природе своей	1	1
450	есть также	2	1
451	означает не	1	1
452	к тем	1	1
453	новых и	1	1
454	или потому	1	1
455	из величайших	1	1
456	еще большей	1	1
457	одного из	1	1
458	все его	3	1
459	может не	2	1
460	и во	2	1
461	нет у	3	1
462	своему значению	2	1
