N	2gram	Vygotskiy__4	OGranits
1	и в	33	13
2	и его	5	12
3	прежде всего	2	9
4	может быть	22	8
5	не может	10	8
6	и не	13	8
7	в его	10	7
8	и их	1	7
9	точки зрения	6	7
10	только в	4	6
11	как бы	25	6
12	не только	7	6
13	то что	44	6
14	мы должны	6	6
15	таким образом	13	6
16	художественного произведения	1	5
17	все же	5	5
18	и наконец	2	5
19	но ведь	1	5
20	в музыке	1	5
21	с точки	4	5
22	хотя бы	2	5
23	и эта	2	5
24	мы не	5	4
25	но мы	2	4
26	тех пор	2	4
27	но в	2	4
28	до тех	2	4
29	мы можем	5	4
30	то же	9	4
31	в сознании	1	4
32	в своей	4	4
33	было бы	12	4
34	все это	13	4
35	в двух	4	4
36	не является	2	4
37	материала в	3	4
38	связана с	1	3
39	и то	2	3
40	в ее	2	3
41	самом деле	12	3
42	в пределах	3	3
43	так и	3	3
44	при анализе	2	3
45	понятно что	3	3
46	говорить о	3	3
47	в их	2	3
48	пор пока	2	3
49	по отношению	1	3
50	в поэтике	1	3
51	за пределы	1	3
52	общего с	1	3
53	с этим	5	3
54	в которой	4	3
55	в себе	6	3
56	в одном	3	3
57	так как	12	3
58	здесь мы	3	3
59	материала и	2	3
60	но и	3	3
61	слово в	2	3
62	как и	5	3
63	и уже	4	3
64	со всей	2	3
65	точку зрения	1	3
66	не в	2	3
67	да и	3	3
68	но для	1	3
69	и для	3	3
70	никогда не	5	3
71	и все	12	3
72	превращается в	1	3
73	отношению к	1	3
74	не столько	1	3
75	что в	21	3
76	в искусстве	2	3
77	ничего общего	1	3
78	ни одно	2	2
79	и др	1	2
80	и может	5	2
81	на две	2	2
82	и этот	3	2
83	мы уже	5	2
84	те же	2	2
85	есть не	1	2
86	к анализу	3	2
87	произведения является	1	2
88	если бы	10	2
89	и композиция	1	2
90	что иное	1	2
91	иное как	1	2
92	не что	1	2
93	не сумеем	1	2
94	с самого	5	2
95	себе что	1	2
96	в ней	6	2
97	ее в	4	2
98	а также	1	2
99	в чем	1	2
100	между тем	1	2
101	в общем	1	2
102	во всей	3	2
103	что они	6	2
104	вслед за	3	2
105	материалом для	1	2
106	как в	3	2
107	в которую	1	2
108	в этом	28	2
109	но так	1	2
110	в полном	1	2
111	в том	21	2
112	мы видим	6	2
113	тот же	3	2
114	в действительности	2	2
115	от этого	3	2
116	в этот	1	2
117	которое мы	1	2
118	во времени	1	2
119	в целом	5	2
120	все эти	6	2
121	с одной	3	2
122	думать что	2	2
123	уже в	2	2
124	мы получим	3	2
125	кажется что	2	2
126	в нем	7	2
127	при этом	2	2
128	для него	1	2
129	в другом	1	2
130	вовсе не	5	2
131	которые только	1	2
132	тем что	3	2
133	в них	2	2
134	с другой	2	2
135	а как	2	2
136	в самом	12	2
137	одной стороны	3	2
138	материал в	1	2
139	не на	2	2
140	а не	6	2
141	другой стороны	2	2
142	в руках	2	2
143	там где	1	2
144	несмотря на	1	2
145	в связи	1	2
146	этот материал	4	2
147	том что	22	2
148	и ее	2	2
149	так же	13	2
150	в отношении	1	2
151	который мы	1	2
152	в течение	1	2
153	в тех	2	2
154	с этой	4	2
155	слова и	4	2
156	художественное произведение	1	2
157	с историей	1	2
158	что эта	6	2
159	самого начала	5	2
160	не имеет	2	2
161	на язык	1	2
162	бы в	1	2
163	истории литературы	1	2
164	и является	2	2
165	во всем	2	2
166	а в	4	2
167	нет ничего	1	2
168	героя и	2	2
169	и к	2	2
170	в своих	3	2
171	к тому	12	2
172	и это	5	1
173	оно может	1	1
174	также и	2	1
175	же как	3	1
176	зависимость от	1	1
177	человека и	1	1
178	себя как	1	1
179	в виду	2	1
180	того же	1	1
181	в некоторых	1	1
182	своем составе	1	1
183	но далеко	1	1
184	что до	1	1
185	словами и	1	1
186	это и	5	1
187	и есть	4	1
188	нам кажется	2	1
189	и до	3	1
190	он всегда	1	1
191	с установлением	1	1
192	не имеют	1	1
193	едва ли	2	1
194	можно было	4	1
195	в несколько	1	1
196	свое мнение	1	1
197	значения как	1	1
198	мы имеем	2	1
199	остается только	1	1
200	и о	4	1
201	но у	1	1
202	мы в	3	1
