N	2gram	Bakhtin_Pr_4	EvropaiC
1	таким образом	4	32
2	в том	9	31
3	и в	46	24
4	том что	4	20
5	все эти	4	19
6	не может	19	18
7	то что	4	17
8	может быть	23	15
9	все же	4	15
10	точки зрения	11	13
11	самом деле	4	12
12	в своем	3	12
13	до сих	8	12
14	в этом	16	12
15	сих пор	8	12
16	с этим	2	11
17	между тем	2	11
18	все это	6	11
19	во всех	5	10
20	по отношению	5	10
21	так и	4	10
22	мы знаем	1	10
23	как бы	19	10
24	отношению к	5	10
25	все что	2	10
26	того же	3	9
27	на то	3	9
28	при этом	5	9
29	как и	12	9
30	с другом	5	9
31	друг с	5	9
32	в результате	2	9
33	что в	4	9
34	в самом	9	8
35	чем у	3	8
36	с точки	9	8
37	мы говорили	1	8
38	не в	10	8
39	идет речь	1	8
40	если бы	3	8
41	так же	3	8
42	и все	9	8
43	а между	2	7
44	на самом	1	7
45	из этих	3	7
46	в силу	1	7
47	о которых	2	7
48	или менее	3	7
49	не менее	2	7
50	по существу	3	7
51	того чтобы	1	7
52	по своей	3	7
53	к тому	2	7
54	для этого	2	7
55	о том	5	7
56	и что	3	7
57	что он	6	7
58	но и	12	7
59	и не	27	7
60	более или	3	7
61	о котором	2	7
62	должна быть	2	6
63	еще не	7	6
64	и на	11	6
65	в общем	2	6
66	в этой	3	6
67	в мире	3	6
68	в сознании	1	6
69	несмотря на	1	6
70	и при	3	6
71	от друга	1	6
72	с ним	2	6
73	что и	3	6
74	только в	6	6
75	все они	1	6
76	так что	2	6
77	так как	5	6
78	мы можем	4	6
79	друг от	1	6
80	с другой	3	6
81	вместе с	2	6
82	отличается от	3	6
83	как на	1	6
84	между двумя	3	5
85	из всех	1	5
86	как к	1	5
87	и к	9	5
88	но в	6	5
89	что это	1	5
90	в целом	1	5
91	в себе	7	5
92	тому же	1	5
93	не только	14	5
94	и если	1	5
95	но все	2	5
96	что все	1	5
97	и с	7	5
98	на все	2	5
99	лишь в	2	5
100	его в	1	5
101	между собою	1	5
102	котором идет	1	5
103	и без	1	5
104	в то	5	5
105	как будто	1	5
106	что при	1	5
107	по сравнению	1	5
108	в его	9	5
109	потому что	4	5
110	и их	3	5
111	у него	5	5
112	именно в	1	5
113	далеко не	3	5
114	ничем не	1	5
115	другой стороны	3	5
116	сравнению с	1	5
117	быть и	1	5
118	и для	3	5
119	к этому	1	5
120	одним из	3	4
121	в такой	1	4
122	и то	1	4
123	то же	6	4
124	мы уже	3	4
125	та же	1	4
126	из того	1	4
127	между собой	1	4
128	отношение к	3	4
129	что как	1	4
130	хотя и	6	4
131	он не	4	4
132	в одну	1	4
133	должно быть	4	4
134	в их	4	4
135	том же	4	4
136	что та	2	4
137	связи с	1	4
138	никогда не	6	4
