N	2gram	Voloshinov_1	Narrotol
1	не только	4	26
2	а не	5	17
3	но и	3	15
4	при этом	6	14
5	в том	6	14
6	в качестве	1	14
7	и не	10	14
8	в этом	4	13
9	и в	12	13
10	том что	5	13
11	только в	6	11
12	в частности	1	11
13	может быть	14	10
14	в данном	2	10
15	сводится к	1	9
16	так и	4	9
17	то есть	1	9
18	к тому	1	9
19	в себе	3	8
20	то что	5	8
21	не в	4	8
22	не может	16	8
23	у него	1	6
24	в своем	2	6
25	все же	4	6
26	и к	4	6
27	но в	5	6
28	в жизни	5	6
29	никогда не	5	6
30	ничего не	2	6
31	данном случае	2	6
32	и т.п	1	6
33	можно сказать	5	6
34	в его	2	6
35	того что	3	6
36	прежде всего	8	6
37	как бы	13	6
38	жизни в	1	6
39	героя в	1	6
40	как в	5	5
41	хотя и	1	5
42	в нем	6	5
43	тем не	3	5
44	он не	2	5
45	таким образом	12	5
46	на протяжении	1	5
47	и тем	1	5
48	далеко не	1	5
49	точки зрения	14	5
50	в котором	3	5
51	место в	2	5
52	в то	2	5
53	на него	2	5
54	о том	3	5
55	в форме	2	5
56	с одной	2	5
57	по отношению	11	5
58	с другой	4	5
59	одной стороны	2	5
60	отношению к	11	5
61	то же	5	4
62	в ее	1	4
63	отнюдь не	5	4
64	перед нами	1	4
65	что это	1	4
66	тому же	2	4
67	уже не	4	4
68	и уже	3	4
69	в своей	3	4
70	не к	3	4
71	не менее	3	4
72	но при	1	4
73	в себя	2	4
74	если бы	9	4
75	в другом	1	4
76	в какой	2	4
77	для него	3	4
78	у нее	1	4
79	как и	5	4
80	как это	2	4
81	в литературе	4	4
82	не является	1	4
83	и все	2	4
84	с ним	3	4
85	жизни и	4	4
86	что в	2	4
87	самом деле	3	3
88	едва ли	2	3
89	мы имеем	2	3
90	с его	2	3
91	но не	2	3
92	что они	1	3
93	как к	3	3
94	в целом	1	3
95	все эти	3	3
96	и его	13	3
97	внутренней речи	3	3
98	и по	3	3
99	конечном счете	1	3
100	в слове	1	3
101	характер и	1	3
102	которой он	1	3
103	и того	1	3
104	что я	1	3
105	точку зрения	2	3
106	того чтобы	1	3
107	же время	1	3
108	по своей	1	3
109	этом отношении	1	3
110	между собой	2	3
111	за пределами	1	3
112	в конечном	1	3
113	это не	2	3
114	между тем	3	3
115	или даже	1	3
116	для других	2	3
117	только к	1	3
118	да и	3	3
119	с этой	2	3
120	и для	3	3
121	лицо и	1	3
122	а к	2	3
123	сказать что	7	3
124	к его	2	3
125	или иного	1	3
126	в таком	1	3
127	отношения между	1	2
128	должна быть	5	2
129	мы не	3	2
130	же как	1	2
131	подчеркнуть что	2	2
132	в ней	6	2
133	еще не	3	2
134	столь же	1	2
135	в чем	2	2
136	на самом	4	2
137	себе и	1	2
138	жизненной ситуации	2	2
139	как уже	2	2
140	в самом	4	2
141	в нашем	11	2
142	жизнью и	2	2
143	что она	1	2
144	зрения на	1	2
145	было бы	1	2
146	на второй	1	2
147	несмотря на	1	2
148	высказывания как	4	2
149	с точки	2	2
150	и что	2	2
151	от его	1	2
152	и другого	1	2
153	с такою	1	2
154	и более	3	2
155	в обоих	1	2
156	в процессе	6	2
157	как о	1	2
158	имеем дело	1	2
159	для нас	7	2
160	с таким	1	2
161	не вполне	1	2
162	в области	1	2
163	у нас	1	2
164	и здесь	2	2
165	все то	1	2
166	его внутренней	1	2
167	имеет место	2	2
168	оно не	2	2
169	но для	3	2
170	и он	1	2
171	подобно тому	1	2
172	здесь не	3	2
173	можно было	1	2
174	те же	2	2
175	его смысла	1	2
176	что и	2	2
177	важно не	1	2
178	второй план	1	2
179	в современной	1	2
180	но зато	2	2
181	дело с	2	2
182	себя в	1	2
183	в виде	1	2
184	в душе	2	2
185	участие в	1	2
186	одно из	1	2
187	вовсе не	1	2
188	только на	3	2
189	именно в	1	2
190	а с	1	2
191	героя и	5	2
192	говорит о	1	2
193	зависит от	2	2
194	так же	3	2
195	о чем	1	2
196	тому как	1	2
197	но это	2	2
198	к которому	1	2
199	потому не	1	2
200	в результате	1	2
201	тем более	1	2
202	не должен	1	2
203	от всего	1	2
204	хотя бы	5	2
