N	3gram	Bakhtin_Pr_1	Myslijsy
1	по отношению к	8	13
2	в том что	6	13
3	не может быть	4	9
4	и в этом	5	6
5	с другой стороны	3	5
6	не в том	1	4
7	в свою очередь	1	4
8	само по себе	3	4
9	в этом смысле	10	4
10	и т д	1	4
11	подобно тому как	3	3
12	с точки зрения	13	3
13	а так как	1	3
14	в противном случае	1	3
15	и что в	1	3
16	сама по себе	1	3
17	а в том	1	3
18	то же время	9	3
19	с самого начала	1	3
20	так и в	1	3
21	что и в	1	3
22	не только в	2	3
23	в то же	9	3
24	зависит от того	1	2
25	дело в том	1	2
26	так как в	1	2
27	в том и	1	2
28	как во всяком	1	2
29	бы то ни	2	2
30	не могло бы	1	2
31	том и другом	1	2
32	на этот вопрос	1	2
33	притом не только	1	2
34	по крайней мере	1	2
35	то и другое	1	2
36	но с другой	2	2
37	к тому что	1	2
38	не могут быть	1	2
39	для того чтобы	1	2
40	все то что	3	2
41	то оно и	1	2
42	не только не	1	2
43	как бы ни	1	2
44	и т п	3	2
45	они ни были	1	2
46	бы в себе	1	2
47	быть не может	1	2
48	бы ни были	1	1
49	все в нем	1	1
50	самого начала все	1	1
51	а следовательно и	1	1
52	зрения на мир	4	1
53	словом но в	1	1
54	может быть назван	1	1
55	в человеке а	1	1
56	в каждом отдельном	1	1
57	на самом деле	4	1
58	есть если бы	1	1
59	искать для него	1	1
60	сами по себе	3	1
61	не потому что	1	1
62	же время не	3	1
63	не совпадает с	1	1
64	не было бы	1	1
65	только то что	2	1
66	в этом отношении	3	1
67	то что в	1	1
68	до сих пор	2	1
69	что в нем	1	1
70	но это не	2	1
71	можно было бы	2	1
72	несмотря на их	1	1
73	от нее в	1	1
74	она может быть	1	1
75	может быть только	1	1
76	как если бы	1	1
77	всяком случае не	1	1
78	было бы сказать	1	1
79	что бы то	1	1
80	более или менее	1	1
81	то ни было	1	1
82	чтобы убедиться в	1	1
83	так же как	1	1
84	становится одним из	1	1
85	там где он	1	1
86	в нас самих	1	1
87	заключается в том	1	1
88	и не могут	1	1
89	то ни стало	1	1
90	то все же	1	1
91	во что бы	1	1
92	это не так	1	1
93	и потому не	1	1
94	только в нем	1	1
95	по себе еще	2	1
96	однако в этой	1	1
97	потому что она	3	1
98	они могли бы	1	1
99	не только к	1	1
100	во всяком случае	3	1
101	только в своем	1	1
102	от того как	1	1
103	на мир такой	1	1
104	в себе все	1	1
105	и независимо от	1	1
106	не в одном	1	1
107	между тем как	4	1
108	именно в том	1	1
109	по себе не	1	1
110	по себе а	1	1
111	не в одной	1	1
112	тем что в	1	1
113	в то время	1	1
114	начинается там где	1	1
115	в одно время	1	1
116	о том что	1	1
117	в одном из	1	1
118	этой точки зрения	1	1
119	другой стороны и	1	1
120	мы думаем что	1	1
121	ни в одном	1	1
122	но все же	2	1
123	но не в	1	1
124	так как и	1	1
125	в первом случае	1	1
126	друг другу как	1	1
127	таким образом в	1	1
128	друг за другом	1	1
129	с нею в	1	1
130	в органическое единство	1	1
131	она не может	1	1
132	точно так же	1	1
133	но в них	1	1
134	себе еще не	2	1
135	как мы видели	1	1
136	входит в его	1	1
