N	2gram	Bakhtin_KF_1	formyVre
1	и в	24	50
2	то есть	1	33
3	в этом	14	25
4	в нем	28	24
5	и его	17	16
6	в литературе	1	16
7	прежде всего	2	15
8	и не	26	14
9	в его	40	13
10	вовсе не	7	13
11	как раз	1	13
12	так и	2	12
13	то же	5	11
14	мы уже	1	11
15	может быть	45	11
16	и как	2	10
17	но в	5	10
18	времени и	4	10
19	с его	1	9
20	все эти	10	9
21	не только	5	9
22	в то	3	9
23	ничего не	3	9
24	же время	2	9
25	в том	6	9
26	и др	1	9
27	того же	1	8
28	и на	3	8
29	в самом	1	8
30	ни в	12	8
31	жизни в	5	8
32	его жизни	3	8
33	но и	9	8
34	и их	6	8
35	как и	5	8
36	жизни и	8	8
37	характер и	1	7
38	для себя	5	7
39	и во	1	7
40	не было	8	7
41	во всех	11	6
42	как в	2	6
43	с этим	1	6
44	все же	5	6
45	лишь в	8	6
46	это не	10	6
47	и того	2	6
48	в их	8	6
49	так как	1	6
50	с ее	2	6
51	в ее	16	6
52	в жизни	2	6
53	то что	7	6
54	человеческой жизни	1	6
55	не может	27	6
56	в результате	1	6
57	и все	7	6
58	отношению к	22	5
59	и до	1	5
60	еще не	4	5
61	но не	12	5
62	отнюдь не	6	5
63	не в	12	5
64	этот процесс	1	5
65	он не	6	5
66	всех этих	3	5
67	жизни но	3	5
68	одного и	1	5
69	в основе	5	5
70	того чтобы	2	5
71	точки зрения	12	5
72	не могло	1	5
73	могут быть	3	5
74	но все	5	5
75	если бы	8	5
76	для того	3	5
77	что в	4	5
78	и то	2	4
79	и это	12	4
80	этого мира	3	4
81	конечно и	1	4
82	в ней	3	4
83	в своем	16	4
84	конечно не	7	4
85	и пространства	1	4
86	время и	5	4
87	и с	1	4
88	том что	4	4
89	в котором	24	4
90	временного ряда	1	4
91	здесь на	1	4
92	в процессе	2	4
93	не имеет	5	4
94	потому что	2	4
95	к себе	2	4
96	здесь не	3	4
97	было и	2	4
98	жизнь и	2	4
99	или как	2	4
100	только в	16	4
101	именно как	1	4
102	и т.п	1	4
103	до конца	3	4
104	нет ничего	1	4
105	пространства и	2	4
106	все это	10	4
107	и для	9	4
108	себе самому	1	4
109	отношения к	1	3
110	в движение	1	3
111	не имеют	1	3
112	а как	2	3
113	мы не	3	3
114	в виду	3	3
115	по отношению	26	3
116	себе и	3	3
117	хотя и	1	3
118	в себе	21	3
119	его но	1	3
120	вследствие этого	2	3
121	при этом	4	3
122	она становится	1	3
123	его в	5	3
124	входит в	3	3
125	и других	2	3
126	эти моменты	2	3
127	здесь нет	2	3
128	место и	2	3
129	и уже	1	3
130	между ними	1	3
131	в этих	1	3
132	в отношении	1	3
133	но эта	5	3
134	их в	1	3
135	друг друга	1	3
136	чем не	4	3
137	жизни не	1	3
138	к тому	1	3
139	человек здесь	1	3
140	нем не	1	3
141	что и	7	3
142	во всей	4	3
143	с нашей	1	3
144	один из	2	3
145	мы видим	1	3
146	одной из	1	3
147	поэтому и	1	3
148	и ее	2	3
149	со всеми	2	3
150	в качестве	2	3
151	только на	1	3
152	же в	1	3
153	был бы	3	3
154	одно из	1	3
155	в одном	4	3
156	именно в	5	3
157	себя и	2	3
158	что не	3	3
159	только к	1	3
160	с тем	2	3
161	быть только	8	3
162	а не	17	3
163	и видения	2	3
164	нашей точки	1	3
165	мира в	6	3
166	вместе с	1	3
167	и потому	2	3
168	подхода к	2	3
169	и времени	1	3
170	или в	1	3
171	совершенно иной	1	3
172	оказались бы	1	3
173	еще более	2	3
174	ни к	2	3
175	а в	4	3
176	не знает	5	3
177	имеет место	1	3
178	они не	1	3
179	к этому	2	3
180	во всяком	1	3
181	смысле слова	1	2
182	также и	1	2
183	и принципиально	2	2
184	той же	1	2
185	их и	1	2
186	и момент	4	2
187	вопрос о	2	2
188	дан в	2	2
189	жизни это	1	2
190	момент в	7	2
191	в различных	1	2
192	в чем	4	2
193	но конечно	3	2
194	как если	1	2
195	совсем не	2	2
196	мы будем	1	2
197	а только	1	2
198	нет и	3	2
199	определяется не	1	2
200	в истории	1	2
201	же и	1	2
202	не являются	1	2
203	и к	1	2
204	мир и	1	2
205	от этого	2	2
206	в этот	1	2
207	ее целом	2	2
208	в целом	10	2
209	момент его	8	2
210	в нашем	1	2
211	как бы	9	2
212	всей его	2	2
213	как оно	2	2
214	по самому	1	2
215	все другие	1	2
216	вес в	1	2
217	не как	4	2
218	новое и	1	2
219	уже не	7	2
220	его от	1	2
221	этом мире	2	2
222	и по	1	2
223	что все	1	2
224	об этом	1	2
225	ясно что	3	2
226	было бы	8	2
227	на почве	1	2
228	бы совершенно	1	2
229	причастен и	1	2
230	из нее	1	2
231	нет в	4	2
232	рядом с	3	2
233	были в	1	2
234	все моменты	1	2
235	чем в	1	2
236	мир в	11	2
237	и всей	1	2
238	места в	4	2
239	для него	8	2
240	в своей	10	2
241	лежат в	1	2
242	он должен	1	2
243	с точки	9	2
244	место в	5	2
245	не к	1	2
246	но он	1	2
247	есть именно	2	2
248	том же	1	2
249	по себе	2	2
250	раз и	2	2
251	его целом	10	2
252	и время	2	2
253	тогда когда	3	2
254	дело в	2	2
255	нем в	1	2
256	никогда не	5	2
257	к ней	1	2
258	во всем	7	2
259	мире и	1	2
260	в каком	4	2
261	в трагедии	1	2
262	выход из	2	2
263	есть только	1	2
264	во все	1	2
265	той или	3	2
266	оно не	2	2
267	правда не	1	2
268	всего этого	1	2
269	и иные	1	2
270	здесь как	1	2
271	отсюда и	3	2
272	можно только	1	2
273	ту же	1	2
274	с ним	5	2
275	или иной	2	2
276	единства и	2	2
277	в значительной	1	2
278	на основе	7	2
279	связь между	1	2
280	во втором	1	2
281	ничто в	1	2
282	там где	5	2
283	того что	3	2
284	быть и	3	2
285	целом с	1	2
286	в стороне	1	2
287	если мы	1	2
288	в данной	1	2
289	его и	2	2
290	никто не	1	2
291	его мире	1	2
292	не для	1	2
293	отношение к	5	2
294	не причастны	1	2
295	к ним	4	2
296	не о	2	2
297	тем что	3	2
298	чувствует себя	1	2
299	и даже	1	2
300	соответствии с	2	2
301	в соответствии	2	2
302	жизнь в	1	2
303	он становится	1	2
304	что мы	1	2
305	только я	1	2
306	вступает в	3	2
307	но оно	1	2
308	его на	2	2
309	этого момента	1	2
310	в данном	2	2
311	к настоящему	1	2
312	в это	2	2
313	слова и	1	2
314	но для	2	2
315	здесь в	1	2
316	вне его	1	2
317	не является	1	2
318	одна из	1	2
319	и может	3	2
320	где и	1	2
321	человек и	1	2
322	для нас	4	2
323	лишь как	2	2
324	мы должны	1	2
325	ее основных	1	2
326	хотя бы	4	2
327	ее в	1	2
328	или не	1	2
329	видения и	2	2
330	была бы	1	2
331	совершенно не	6	2
332	равно как	1	2
333	в свою	3	2
334	на один	1	2
335	нет но	1	2
336	в которой	1	2
337	и эта	2	2
338	я и	2	1
339	этих моментах	1	1
340	функции в	1	1
341	все остальное	2	1
342	он может	2	1
343	и бытие	2	1
344	пространстве его	1	1
345	в средние	1	1
346	и есть	9	1
347	тем же	1	1
348	моменты его	1	1
349	в зависимости	1	1
350	и за	2	1
351	из всех	1	1
352	со всех	1	1
353	и конечно	2	1
354	мы имеем	5	1
355	и само	1	1
356	миру и	1	1
357	именно к	1	1
358	бы и	3	1
359	входит как	2	1
360	его только	1	1
361	само слово	1	1
362	я не	6	1
363	масштабы для	1	1
364	как я	1	1
365	пространство и	2	1
366	зависимости от	1	1
367	и он	1	1
368	всех сторон	1	1
369	события в	3	1
370	самом деле	3	1
371	они имеют	1	1
372	но как	5	1
373	свою жизнь	2	1
374	менее всего	6	1
375	с собою	1	1
376	бы себя	1	1
377	и место	1	1
378	и я	5	1
379	независимо от	3	1
380	данный момент	3	1
381	час и	1	1
382	он вступает	1	1
383	в событие	2	1
384	в единый	1	1
385	а чисто	1	1
386	нами в	1	1
387	и наконец	1	1
388	и свою	1	1
389	та же	2	1
390	из жизни	1	1
391	что это	3	1
392	ни один	1	1
393	есть для	1	1
394	бы не	3	1
395	и принять	1	1
396	где все	1	1
397	в этой	2	1
398	вообще а	1	1
399	продукта и	1	1
400	и тот	1	1
401	но его	1	1
402	мира но	4	1
403	имеем в	2	1
404	на то	1	1
405	человек не	2	1
406	и пространство	4	1
407	к выводу	1	1
408	не следует	1	1
409	сказать в	1	1
410	оно было	1	1
411	он ни	2	1
412	нее и	1	1
413	с нашим	1	1
414	в корне	2	1
415	которого и	2	1
416	и определенных	1	1
417	будем говорить	1	1
418	лишь с	2	1
419	с чем	1	1
420	план но	1	1
421	значительной степени	1	1
422	здесь мы	4	1
423	могла бы	4	1
424	человек а	1	1
425	свой мир	1	1
426	главным образом	1	1
427	имеют в	1	1
428	в мире	6	1
429	конечно в	2	1
430	но ему	1	1
431	все сплошь	1	1
432	в предыдущем	1	1
433	и оформления	2	1
434	это было	2	1
435	особенно в	1	1
436	ближе к	3	1
437	говорить в	1	1
438	жизни что	1	1
