N	3gram	Bakhtin_Pr_1	Formalny
1	не может быть	3	10
2	с точки зрения	15	7
3	в этом отношении	5	7
4	в самом деле	2	5
5	и в этом	3	5
6	то же время	7	5
7	в то же	7	5
8	во всяком случае	3	5
9	не могут быть	1	4
10	того или иного	1	4
11	в высшей степени	1	4
12	на самом деле	3	3
13	как раз и	1	3
14	и не может	2	3
15	и в то	3	3
16	в зависимости от	3	3
17	может быть и	1	3
18	в своей статье	1	3
19	в большинстве случаев	2	3
20	в значительной степени	1	3
21	не в том	1	3
22	с другой стороны	2	3
23	до известной степени	1	3
24	так и в	1	3
25	для того чтобы	2	3
26	в процессе этого	1	2
27	то ни стало	1	2
28	тем что оно	1	2
29	в этом смысле	9	2
30	сами по себе	3	2
31	в отличие от	2	2
32	в этой статье	1	2
33	что в нем	1	2
34	то и другое	1	2
35	дело идет о	2	2
36	в конце концов	4	2
37	не входит в	1	2
38	к конкретному материалу	1	2
39	все эти определения	2	2
40	своей статье о	1	2
41	по себе а	1	2
42	с самого начала	2	2
43	но все же	1	2
44	к тому что	1	2
45	в том что	7	2
46	и не входит	1	2
47	теперь мы должны	1	1
48	в этом рассказе	1	1
49	говорит он основной	1	1
50	по этому вопросу	1	1
51	а вовсе не	1	1
52	что в самом	1	1
53	той же степени	1	1
54	равно как и	1	1
55	новые и новые	1	1
56	что он есть	2	1
57	нам кажется что	2	1
58	в плане художественного	1	1
59	образом говорит он	1	1
60	потому что не	1	1
61	он не может	1	1
62	во что бы	1	1
63	уже не как	1	1
64	до сих пор	2	1
65	направлено именно на	1	1
66	существенного от несущественного	1	1
67	прежде всего то	1	1
68	можно говорить о	1	1
69	но вовсе не	1	1
70	является одним из	1	1
71	же время не	2	1
72	зависимости от характера	1	1
73	во всех этих	1	1
74	ведь в противном	1	1
75	прежде и больше	1	1
76	это не так	1	1
77	но он не	1	1
78	он есть а	1	1
79	и достоевский и	1	1
80	с самим собою	1	1
81	в этот период	1	1
82	на этот вопрос	1	1
83	во всей его	2	1
84	в нем как	1	1
85	в противном случае	1	1
86	по крайней мере	2	1
87	взаимодействие с другими	1	1
88	и до известной	1	1
89	реальность в основе	1	1
90	что бы то	1	1
91	материал на котором	1	1
92	если же мы	1	1
93	идет не об	3	1
94	мы не можем	1	1
95	из него как	1	1
96	же степени как	1	1
97	иной чем в	1	1
98	не совпадает с	1	1
99	в данном случае	2	1
100	в том чтобы	1	1
101	то чем является	1	1
102	автора и в	1	1
103	но в то	2	1
104	тем что он	1	1
105	совпадает с самим	1	1
106	на задний план	1	1
107	что из всего	1	1
108	смысле этого слова	1	1
109	в той же	3	1
110	зависимости от различных	1	1
111	настоящая глава посвящена	1	1
112	в одной плоскости	3	1
113	мы должны подчеркнуть	1	1
114	прежде всего необходимо	1	1
115	таким образом говорит	1	1
116	это и есть	3	1
117	все же не	1	1
118	при этом условии	1	1
119	не тем что	1	1
120	то что он	1	1
121	а не как	3	1
122	но именно в	1	1
123	бы то ни	3	1
124	но и с	1	1
125	именно в том	2	1
126	в структуре произведения	1	1
127	не то чем	1	1
128	что они не	1	1
129	и во всяком	1	1
130	только то что	2	1
131	уже в первый	1	1
132	раз и навсегда	2	1
133	центр тяжести в	1	1
134	не была бы	1	1
135	все новые и	1	1
136	для него нет	1	1
137	на другого человека	1	1
138	в литературе о	1	1
139	но не их	1	1
140	до крайней степени	1	1
141	но все эти	1	1
142	должны подчеркнуть что	1	1
143	в художественном произведении	1	1
144	в его целом	5	1
145	было бы сказать	1	1
146	материал до конца	1	1
147	одной плоскости в	1	1
148	и навсегда не	1	1
149	говорит он я	1	1
150	это объясняется не	1	1
151	она не может	1	1
152	что и в	1	1
153	не изолированно а	1	1
154	и входит в	1	1
155	совершенно в той	1	1
156	и больше всего	1	1
