N	3gram	Nazirov_Tv_2	Vladivir
1	в том что	2	10
2	о том что	2	8
3	не может быть	3	6
4	там же с	9	6
5	и в этом	1	5
6	дело в том	1	5
7	к тому же	1	5
8	точно так же	1	4
9	содержит в себе	1	4
10	в то время	1	4
11	ничего не говорит	1	4
12	том что в	1	3
13	во всяком случае	2	3
14	в то же	7	3
15	в году в	1	3
16	в отличие от	2	3
17	в конце жизни	1	3
18	в таком случае	2	2
19	и в то	2	2
20	а с другой	1	2
21	так же как	2	2
22	и потому что	1	2
23	в связи с	1	2
24	с другой стороны	2	2
25	и в том	1	2
26	то же время	7	2
27	ничего общего с	1	2
28	т i с	1	2
29	потому что в	1	1
30	и всякого рода	1	1
31	как и для	1	1
32	в виду что	1	1
33	имеем не только	1	1
34	не только с	1	1
35	такие термины как	1	1
36	в том же	2	1
37	о том как	1	1
38	может и не	1	1
39	же как и	1	1
40	в дальнейшем мы	1	1
41	до сих пор	3	1
42	при этом что	1	1
43	в первую очередь	1	1
44	и в дальнейшем	1	1
45	только то что	1	1
46	что в нем	1	1
47	можно было бы	1	1
48	по мнению с	1	1
49	и что в	1	1
50	мнению с м	1	1
51	если не считать	2	1
52	как будто бы	1	1
53	в известном смысле	1	1
54	нам представляется что	1	1
55	все же не	2	1
56	потому что они	1	1
57	и должно быть	1	1
58	от апреля года	1	1
59	т ii с	2	1
60	но уже в	1	1
61	мы не можем	1	1
62	нет ничего кроме	1	1
63	это и есть	1	1
64	и отнюдь не	1	1
65	к самому себе	1	1
66	с самого начала	1	1
67	к графине с	1	1
68	в самом деле	2	1
69	той или иной	1	1
70	он еще не	2	1
71	мы знаем что	1	1
72	бы он ни	1	1
73	в его работе	1	1
74	и многое другое	2	1
75	в том числе	1	1
76	в том смысле	1	1
77	в письме к	1	1
78	на наш взгляд	2	1
