N	2gram	Propp_Isto_5	Mirosoze
1	и в	25	46
2	в нем	7	22
3	у него	2	22
4	может быть	17	21
5	в этом	10	20
6	не только	13	18
7	и не	11	18
8	никогда не	3	18
9	для него	1	18
10	но и	13	15
11	не может	6	15
12	человека в	3	14
13	как и	7	13
14	а не	2	13
15	друг друга	3	12
16	прежде всего	6	12
17	потому что	7	12
18	и он	6	11
19	не было	1	11
20	но он	2	11
21	в ней	5	11
22	но в	1	10
23	та же	1	10
24	в себе	1	10
25	он не	4	10
26	не в	6	9
27	не знает	1	9
28	и есть	1	8
29	отношение к	1	8
30	в своем	1	8
31	так как	11	8
32	она не	2	8
33	как бы	2	8
34	но это	7	8
35	человека и	2	7
36	как в	6	7
37	и к	1	7
38	в этой	3	7
39	хотя бы	1	7
40	и потому	2	7
41	и для	2	7
42	что он	22	7
43	вопрос о	2	6
44	что это	5	6
45	в русской	3	6
46	он сам	1	6
47	и здесь	7	6
48	доходит до	1	6
49	в народе	1	6
50	во власти	2	6
51	так же	5	6
52	того что	2	6
53	и там	1	6
54	жизни и	2	6
55	то же	4	5
56	есть не	1	5
57	я не	1	5
58	совсем не	1	5
59	в самом	1	5
60	и вот	1	5
61	что она	1	5
62	что все	4	5
63	в своей	2	5
64	в конце	1	5
65	во всем	2	5
66	и его	9	5
67	к тому	1	5
68	и это	4	5
69	это не	6	5
70	один из	2	5
71	в его	12	5
72	него нет	1	5
73	для того	3	5
74	то что	7	5
75	тот кто	7	5
76	и все	3	5
77	также и	1	4
78	мысль что	1	4
79	у них	1	4
80	его на	4	4
81	думать что	1	4
82	в жизни	1	4
83	нет в	1	4
84	народа и	1	4
85	в царстве	1	4
86	том что	8	4
87	не имеет	1	4
88	того чтобы	3	4
89	перед ним	1	4
90	должны быть	1	4
91	они и	1	4
92	должен быть	2	4
93	что у	4	4
94	для этого	1	4
95	означает что	2	4
96	в русском	1	4
97	себя в	6	4
98	уже не	11	4
99	вопроса о	1	4
100	что и	6	4
101	в свою	3	4
102	они не	3	4
103	т е	16	4
104	есть уже	1	4
105	что в	8	4
106	все что	1	4
107	же как	4	3
108	той же	1	3
109	они были	1	3
110	в судьбах	1	3
111	и на	8	3
112	он в	1	3
113	идет дальше	1	3
114	и она	3	3
115	и с	3	3
116	в глубине	1	3
117	его в	9	3
118	на почве	1	3
119	он же	2	3
120	одна и	1	3
121	для чего	1	3
122	и тогда	1	3
123	того как	4	3
124	и всегда	1	3
125	в образе	5	3
126	если бы	2	3
127	с ним	4	3
128	о том	7	3
129	нет у	1	3
130	что они	1	3
131	в том	6	3
132	природой и	1	3
133	только в	7	3
134	не так	1	3
135	тем что	10	3
136	до сих	2	3
137	связано с	5	3
138	с которым	2	3
139	человек в	1	3
140	нет ничего	1	3
141	не знал	2	3
142	сих пор	2	3
143	и от	1	3
144	на смену	4	3
145	сказать что	2	3
146	есть и	1	3
147	в своих	1	3
148	сам по	1	2
149	себе путь	1	2
150	когда человек	2	2
151	не имеют	1	2
152	его не	3	2
153	грудь и	1	2
154	есть какая-то	1	2
155	же что	1	2
156	не был	1	2
157	во всех	2	2
158	землю и	2	2
159	то он	1	2
160	по отношению	2	2
161	себе и	1	2
162	выйти из	1	2
163	как к	1	2
164	говорит что	1	2
165	увидим что	1	2
166	есть ли	1	2
167	от этого	4	2
168	то в	2	2
169	и этим	2	2
170	в которой	4	2
171	и тот	1	2
172	если он	1	2
173	но на	1	2
174	дальше и	1	2
175	и если	1	2
176	есть один	1	2
177	на этом	3	2
178	с собой	1	2
179	этом он	1	2
180	свою противоположность	2	2
181	стоит на	1	2
182	а за	1	2
183	не всегда	4	2
184	очень важное	1	2
185	в этих	6	2
186	точки зрения	2	2
187	в который	1	2
188	ее в	2	2
189	место в	1	2
190	от его	1	2
191	что есть	1	2
192	стоит в	1	2
193	тогда когда	2	2
194	правда в	1	2
195	ничего не	2	2
196	к ней	1	2
197	связи с	8	2
198	как будто	1	2
199	в основе	1	2
200	к себе	1	2
201	всегда есть	1	2
202	оно не	1	2
203	они стали	3	2
204	приходит к	1	2
205	на вершине	1	2
206	еще в	2	2
207	после того	3	2
208	по себе	2	2
209	через этот	1	2
210	и что	8	2
211	к нему	3	2
212	чтобы получить	1	2
213	это лишь	1	2
214	подобно тому	1	2
215	но с	1	2
216	мы видим	8	2
217	тот же	1	2
218	мы увидим	5	2
219	он уже	1	2
220	это означает	1	2
221	так что	2	2
222	же и	1	2
223	со своим	1	2
224	уже в	2	2
225	него и	5	2
226	и других	2	2
227	себе в	1	2
228	были бы	1	2
229	е в	3	2
230	или иной	1	2
231	как у	2	2
232	что человек	1	2
233	и русская	1	2
234	уходит в	1	2
235	мы еще	1	2
236	что не	1	2
237	превращается в	7	2
238	вместе с	22	2
239	к своему	1	2
240	пройти через	1	2
241	не видел	1	2
242	что за	2	2
243	такого рода	1	2
244	тому как	1	2
245	понял что	2	2
246	но для	2	2
247	в более	3	2
248	его с	1	2
249	ее и	3	2
250	но когда	3	2
251	бы в	1	2
252	а в	3	2
253	к самым	1	2
254	отношению к	2	2
255	оно входит	1	1
256	приходят к	1	1
257	самом деле	2	1
258	он может	2	1
259	другие народы	1	1
260	свою жену	1	1
261	они остались	1	1
262	почти всегда	1	1
263	проникает в	1	1
264	с изображением	1	1
265	должна быть	1	1
266	попали в	1	1
267	он знает	1	1
268	мы не	5	1
269	ни у	1	1
270	большую роль	1	1
271	выходит из	1	1
272	есть царство	2	1
273	во всю	1	1
274	в царство	3	1
275	и ее	1	1
276	привести и	1	1
277	вывод что	1	1
278	и этого	1	1
279	а еще	2	1
280	на них	2	1
281	быть в	1	1
282	процесс этот	1	1
283	только тогда	2	1
284	если в	3	1
285	уже как	1	1
286	него с	1	1
287	человек может	1	1
288	или у	1	1
289	он думает	1	1
290	себя за	1	1
291	с этим	5	1
292	путь в	1	1
293	все остальные	1	1
294	и как	3	1
295	его к	3	1
296	у разных	1	1
297	в целом	3	1
298	все эти	8	1
299	или во	1	1
300	во многих	1	1
301	право на	1	1
302	в жертву	3	1
303	только один	3	1
304	чем его	1	1
305	на то	2	1
306	опять не	2	1
307	все другие	1	1
308	они в	1	1
309	когда это	1	1
310	он доходит	1	1
311	и социальной	1	1
312	он должен	1	1
313	что бой	1	1
314	наших глазах	1	1
315	наконец его	1	1
316	но все	5	1
317	борьбы и	1	1
318	и характер	1	1
319	они должны	1	1
320	об этом	2	1
321	с целью	1	1
322	и бессмертие	1	1
323	входит в	5	1
324	люди не	1	1
325	было бы	1	1
326	после этого	2	1
327	и тем	4	1
328	за ней	2	1
329	не соответствует	1	1
330	выходя из	1	1
331	две женщины	2	1
332	держит в	1	1
333	она и	1	1
334	к которым	2	1
335	доброе дело	1	1
336	этого не	1	1
337	с тем	8	1
338	и уже	1	1
339	которой он	2	1
340	в развитии	1	1
341	на себя	3	1
342	же я	1	1
343	он сказал	1	1
344	перед собой	1	1
345	которую он	1	1
346	переносится в	2	1
347	но если	1	1
348	что такое	1	1
349	можно найти	2	1
350	в котором	1	1
351	с точки	1	1
352	прийти к	2	1
353	в другое	1	1
354	это верно	1	1
355	в которых	3	1
356	представляется не	1	1
357	должны были	1	1
358	и слез	1	1
359	она в	1	1
360	и более	1	1
361	их в	3	1
362	между двумя	1	1
363	еще оставался	1	1
364	но они	1	1
365	его нет	1	1
366	этими двумя	1	1
367	как о	1	1
368	не по	1	1
369	в самых	1	1
370	с земли	1	1
371	человека за	1	1
372	и начал	2	1
373	у этого	1	1
374	или как	2	1
375	же этот	1	1
376	в сознании	1	1
377	того же	2	1
378	уже и	2	1
379	что на	1	1
380	не потому	2	1
381	не знали	1	1
382	в нее	6	1
383	в момент	1	1
384	и часто	1	1
385	ее на	1	1
386	истории не	1	1
387	сам был	1	1
388	с проблемой	1	1
389	как человек	3	1
390	он видит	4	1
391	все еще	4	1
392	или он	2	1
393	от черной	1	1
394	в ее	4	1
395	говорит об	1	1
396	он с	1	1
397	смысл но	1	1
398	на той	1	1
399	в пределах	4	1
400	приводит к	1	1
401	роль в	2	1
402	и сам	2	1
403	на нее	2	1
404	живет в	5	1
405	мог бы	1	1
406	к тем	1	1
407	мира и	1	1
408	думает что	1	1
409	и первые	1	1
410	действия не	1	1
411	с женщиной	1	1
412	с человеком	1	1
413	находится в	2	1
414	а также	1	1
415	на вопрос	1	1
416	к превращению	1	1
417	другое его	1	1
418	проводит его	1	1
419	раньше чем	4	1
420	во втором	1	1
421	и только	1	1
422	наконец в	1	1
423	тот момент	1	1
424	нем и	3	1
425	на наших	1	1
426	и борьбы	1	1
427	это одна	2	1
428	уже из	1	1
429	происходит в	1	1
430	но так	2	1
431	и цельности	1	1
432	которым он	1	1
433	которых они	1	1
434	ли он	2	1
435	в голове	2	1
436	не то	1	1
437	и хочет	1	1
438	и у	1	1
439	и они	2	1
440	не дает	1	1
441	но есть	2	1
442	его и	2	1
443	они до	1	1
444	не сам	1	1
445	искать в	1	1
446	они потеряли	1	1
447	никто не	3	1
448	в землю	2	1
449	из нее	2	1
450	и всякий	1	1
451	он один	1	1
452	как можно	2	1
453	не были	1	1
454	возможно что	1	1
455	не связано	1	1
456	себе представить	1	1
457	с другой	9	1
458	вслед за	1	1
459	и быть	2	1
460	такое же	2	1
461	а с	1	1
462	себя этот	1	1
463	также в	1	1
464	что случилось	1	1
465	вход в	1	1
466	который с	1	1
467	о чем	2	1
468	связь с	8	1
469	и пришли	1	1
470	материал и	1	1
471	ни на	1	1
472	исходит от	1	1
473	глава vi	1	1
474	с них	1	1
475	на самом	1	1
476	в европе	3	1
477	женщиной и	1	1
478	не сразу	1	1
479	могущество и	1	1
480	xix века	1	1
481	ним как	1	1
482	по своему	1	1
483	в изображении	1	1
484	на тот	1	1
485	хотел этим	1	1
486	а потом	1	1
487	в тот	1	1
488	чтобы сделать	1	1
489	смену в	1	1
490	случилось с	1	1
491	с этой	2	1
492	под собой	1	1
493	все это	4	1
494	происходит не	1	1
495	которых он	1	1
496	отец его	1	1
497	верили что	1	1
498	формы и	2	1
499	в христианстве	1	1
500	это можно	1	1
501	он по	1	1
502	а все	1	1
503	когда он	2	1
504	форм нет	1	1
505	целый ряд	1	1
506	из себя	4	1
507	мы должны	4	1
508	не знающие	1	1
509	только что	1	1
510	в мировом	1	1
511	все они	1	1
512	уже нет	1	1
513	себя он	1	1
514	когда исчезает	1	1
515	центре внимания	1	1
516	с ней	2	1
517	две стороны	1	1
518	а образ	1	1
519	остается на	1	1
520	по которой	2	1
521	из этого	1	1
522	и жизнь	1	1
523	сам в	2	1
524	в свое	2	1
525	но эти	3	1
526	к этой	1	1
527	видим в	1	1
528	убил его	1	1
529	к этому	2	1
530	им и	2	1
531	как на	1	1
