N	3gram	Bakhtin_Pr_5	DiskursI
1	в отличие от	2	12
2	в данном случае	1	6
3	в том что	2	6
4	то же время	10	5
5	как и в	1	5
6	по отношению к	6	4
7	в этом отношении	1	4
8	в то же	10	4
9	так и в	2	3
10	не может быть	3	3
11	о том что	1	3
12	той или иной	4	3
13	и того же	1	2
14	подобно тому как	2	2
15	в этом случае	1	2
16	что же касается	1	2
17	с точки зрения	2	2
18	и не может	2	2
19	заключает в себе	1	2
20	одно и то	3	2
21	и то что	1	2
22	и то же	3	2
23	и как бы	1	2
24	дело в том	1	2
25	в свое время	1	2
26	это еще не	1	2
27	и прежде всего	4	2
28	одного и того	1	2
29	о мире как	1	1
30	в чем не	1	1
31	в той или	4	1
32	и другого в	1	1
33	и столь же	1	1
34	к себе самому	13	1
35	время от времени	1	1
36	потому что в	1	1
37	прежде всего в	1	1
38	в самом деле	1	1
39	чего бы то	2	1
40	друг от друга	1	1
41	с другой стороны	3	1
42	одних и тех	1	1
43	что он ничего	1	1
44	и в то	2	1
45	друг на друга	2	1
46	бы то ни	3	1
47	и т.п но	1	1
48	то что в	1	1
49	точки зрения именно	1	1
50	но для этого	1	1
51	в другом и	1	1
52	и тех же	1	1
53	к одному из	1	1
54	в значительной степени	1	1
55	как и его	1	1
56	в такой же	2	1
57	то ни было	3	1
58	к своему герою	1	1
59	в себе как	1	1
60	как будто бы	1	1
61	каждый из них	1	1
62	том что первая	1	1
63	во всяком случае	4	1
64	ни в чем	1	1
65	даже в пределах	2	1
66	отношению к самому	1	1
67	с самого начала	8	1
68	но все эти	1	1
69	но в этом	1	1
70	тем что он	1	1
71	героя в этом	1	1
72	можно сказать что	1	1
73	человека с его	1	1
74	на всем протяжении	1	1
75	в большинстве случаев	2	1
76	тем не менее	1	1
77	уже как бы	1	1
78	между рассказом и	1	1
79	лицом к лицу	1	1
80	по крайней мере	1	1
81	в пределах одного	5	1
82	он как бы	1	1
