N	2gram	Bakhtin_Pr_5	Psycholo
1	в том	5	37
2	и в	35	32
3	и что	6	22
4	то есть	16	21
5	том что	3	21
6	потому что	8	21
7	таким образом	7	21
8	то что	10	21
9	что в	6	20
10	может быть	14	18
11	так же	7	18
12	точки зрения	7	17
13	что и	3	17
14	не может	18	17
15	самом деле	10	16
16	того чтобы	1	14
17	то же	15	13
18	в этом	14	13
19	при этом	2	13
20	для того	1	13
21	что он	24	13
22	в самом	6	12
23	не только	10	12
24	по себе	4	12
25	так как	4	12
26	было бы	3	11
27	с тем	3	11
28	в основе	1	11
29	когда он	3	10
30	с точки	2	10
31	но и	14	10
32	же точно	1	10
33	как и	18	10
34	и не	27	10
35	как в	5	9
36	никогда не	4	9
37	тем что	4	9
38	что все	2	9
39	в своих	1	9
40	с таким	2	8
41	той же	2	8
42	что это	4	8
43	не в	10	8
44	не менее	2	8
45	того что	3	8
46	в сущности	14	7
47	что они	6	7
48	и как	2	7
49	говорит что	1	7
50	все эти	3	7
51	такой же	3	7
52	и его	14	7
53	как будто	4	7
54	к тому	6	7
55	можно было	2	7
56	только в	6	7
57	мы знаем	2	7
58	а не	4	7
59	сказать что	3	7
60	в этой	1	6
61	он не	13	6
62	если бы	1	6
63	те же	2	6
64	о том	2	6
65	все время	4	6
66	и мы	1	6
67	тот же	4	6
68	и из	1	6
69	как бы	31	6
70	художественное произведение	1	6
71	же самое	1	6
72	на самом	9	5
73	показать что	2	5
74	и на	6	5
75	что его	2	5
76	только на	4	5
77	что у	6	5
78	на все	1	5
79	далеко не	1	5
80	сейчас же	1	5
81	все это	14	5
82	в то	11	5
83	есть только	2	5
84	в ней	2	5
85	и даже	5	5
86	до сих	1	5
87	отнюдь не	1	5
88	он говорит	1	5
89	сих пор	1	5
90	как раз	4	5
91	этом отношении	1	5
92	как на	1	5
93	ту же	1	4
94	сам по	2	4
95	есть не	1	4
96	столь же	2	4
97	в чем	4	4
98	из которого	1	4
99	с этим	3	4
100	все же	8	4
101	в произведении	2	4
102	в целом	3	4
103	в нем	16	4
104	к одному	3	4
105	и по	2	4
106	и с	12	4
107	в жизни	2	4
108	в данном	1	4
109	которые в	1	4
110	и более	1	4
111	тому что	2	4
112	но только	3	4
113	ничего не	3	4
114	как она	1	4
115	и до	1	4
116	что на	2	4
117	и для	8	4
118	тем не	1	4
119	и это	5	4
120	данном случае	1	4
121	и сам	7	4
122	и поэтому	1	4
123	никак не	1	4
124	между тем	4	4
125	говорит он	4	4
126	из них	3	4
127	когда она	2	4
128	в творчестве	4	4
129	материал для	2	4
130	с этой	2	4
131	и все	15	4
132	а в	7	4
133	из этого	2	4
134	например в	2	3
135	отношении к	7	3
136	и то	5	3
137	приходит к	1	3
138	мы не	1	3
139	время как	2	3
140	то это	1	3
141	и он	2	3
142	во всех	3	3
143	но как	4	3
144	если оно	1	3
145	в общем	3	3
146	как к	5	3
147	и к	12	3
148	но в	19	3
149	та же	4	3
150	он в	4	3
151	ответом на	1	3
152	главным образом	1	3
153	он все	2	3
154	не как	3	3
155	и вот	4	3
156	на этом	2	3
157	об этом	1	3
158	это было	2	3
159	в своей	4	3
160	в их	1	3
161	в которых	2	3
162	и другого	2	3
163	человеком и	1	3
164	но он	4	3
165	в отношении	9	3
166	что с	2	3
167	мы можем	2	3
168	во всем	4	3
169	свое собственное	1	3
170	не могут	1	3
171	и заключается	1	3
172	и другой	1	3
173	которого мы	1	3
174	с ее	3	3
175	в виду	3	3
176	то время	1	3
177	и совершенно	1	3
178	так и	8	3
179	жизнь и	2	3
180	для этого	2	3
181	образом в	1	3
182	с другой	4	3
183	бы и	2	3
184	мы должны	3	3
185	один из	1	3
186	этот вопрос	1	3
187	действующих лиц	1	3
188	и так	4	3
189	действительной жизни	1	3
190	и ее	1	3
191	так что	5	3
192	что не	4	3
193	и других	1	3
194	и их	1	3
195	в конце	5	3
196	тому как	2	3
197	до конца	4	3
198	ни на	2	3
199	того или	1	3
200	по своему	4	3
201	что же	7	3
202	при всем	1	3
203	еще более	1	3
204	конце концов	3	3
205	хотя бы	2	3
206	в свою	1	3
207	который не	1	3
208	того же	1	2
209	и без	4	2
210	все те	1	2
211	и этот	2	2
212	еще не	7	2
213	входящих в	1	2
214	есть нечто	1	2
215	но даже	1	2
216	как не	1	2
217	бы с	2	2
218	к своему	5	2
219	бы то	3	2
220	с его	7	2
221	мысль что	1	2
222	в ее	3	2
223	но не	6	2
224	к которой	1	2
225	ответ на	1	2
226	себе и	7	2
227	отличие от	2	2
228	предметом своего	1	2
229	меньше всего	1	2
230	того не	1	2
231	в очень	1	2
232	могли бы	1	2
233	что по	1	2
234	но эта	2	2
235	увидим что	2	2
236	впечатление что	1	2
237	в которой	2	2
238	формализма и	1	2
239	другого как	2	2
240	бы не	2	2
241	в себе	5	2
242	как он	2	2
243	на его	4	2
244	подобно тому	2	2
245	заключает в	1	2
246	в каждом	6	2
247	здесь мы	1	2
248	то ни	3	2
249	значение в	1	2
250	с другими	2	2
251	это не	3	2
252	то все	2	2
253	в них	4	2
254	но так	3	2
255	всю жизнь	2	2
256	это знает	3	2
257	приема и	1	2
258	одного и	1	2
259	и при	1	2
260	всяком случае	4	2
261	опять как	1	2
262	он дает	2	2
263	и эти	1	2
264	их в	2	2
265	том и	1	2
266	том же	1	2
267	в этих	2	2
268	что этот	1	2
269	для нее	1	2
270	точно и	1	2
271	все более	1	2
272	как можно	2	2
273	считает что	1	2
274	на него	5	2
275	в процессе	1	2
276	он с	6	2
277	и всегда	1	2
278	в самой	1	2
279	же время	10	2
280	не до	1	2
281	ли это	2	2
282	ни в	2	2
283	прямо говорит	1	2
284	когда мы	1	2
285	отличается от	1	2
286	что оно	2	2
287	его с	5	2
