N	3gram	Vygotskiy__1	FransuaR
1	как мы уже	1	6
2	о том что	6	5
3	то же время	2	5
4	в то же	2	5
5	в другом месте	6	4
6	в самом деле	2	4
7	с одной стороны	8	4
8	все то что	1	4
9	большей или меньшей	1	3
10	на первый план	2	3
11	в этом отношении	4	3
12	о котором мы	1	3
13	до сих пор	4	3
14	вместо того чтобы	2	3
15	одной стороны и	1	2
16	с точки зрения	18	2
17	как мы увидим	1	2
18	и то что	1	2
19	в данном случае	2	2
20	но и в	1	2
21	с другой стороны	9	2
22	в том что	15	2
23	с помощью которых	1	2
24	к слову и	2	1
25	до наших дней	1	1
26	по отношению к	7	1
27	другой стороны в	1	1
28	с тем и	1	1
29	совершенно иначе чем	1	1
30	в чем же	1	1
31	том что в	2	1
32	дело в том	1	1
33	мы увидим в	1	1
34	в его книге	1	1
35	и до конца	1	1
36	как и все	1	1
37	именно в этом	2	1
38	что именно в	1	1
39	в строгом смысле	1	1
40	в себе и	1	1
41	из того что	5	1
42	он должен быть	2	1
43	на этот вопрос	2	1
44	с самим собой	1	1
45	по самому своему	1	1
46	и речи если	2	1
47	вместе с тем	5	1
48	только для того	1	1
49	как и всем	1	1
50	и с помощью	1	1
51	сам по себе	3	1
52	только то что	1	1
53	в ту же	1	1
54	на составные элементы	2	1
55	в этой области	1	1
56	и для всех	1	1
57	как раз в	1	1
58	с памятью и	1	1
59	в конце концов	1	1
60	смысле этого слова	3	1
61	за собственные пределы	1	1
62	так как они	1	1
63	и как бы	1	1
64	в природе и	1	1
65	друг к другу	1	1
66	для всех тех	1	1
67	в целом ряде	1	1
68	для того чтобы	15	1
69	не может быть	5	1
70	потому что они	1	1
71	мы видели что	1	1
72	и до наших	1	1
73	в зависимости от	2	1
74	в то время	5	1
75	не там где	1	1
76	в значительной степени	2	1
77	заключается в том	6	1
78	во внешнем мире	1	1
79	всего того что	1	1
80	и на все	1	1
81	в одном из	2	1
82	не только в	1	1
83	речью в этом	1	1
84	той или иной	1	1
85	но все же	1	1
86	мы будем говорить	1	1
87	можно сказать что	4	1
88	из этого определения	1	1
89	о чем мы	1	1
90	а с другой	2	1
91	что та же	1	1
92	и с другой	1	1
93	том что он	2	1
94	эта мысль не	1	1
95	а именно в	1	1
96	того факта что	2	1
