N	2gram	Propp_Isto_7	Hudozhes
1	том что	10	16
2	и в	24	14
3	так и	5	13
4	не только	21	12
5	при этом	4	12
6	о том	9	12
7	в том	7	12
8	а не	8	12
9	и т	17	11
10	в этом	12	11
11	прежде всего	2	11
12	в своей	1	10
13	то же	8	9
14	как и	6	9
15	что он	21	9
16	в качестве	3	9
17	у него	10	9
18	по отношению	1	8
19	в этой	1	8
20	как в	12	8
21	то что	7	8
22	т п	1	8
23	ничего не	5	8
24	в его	1	8
25	отношению к	1	8
26	в то	2	8
27	еще не	8	7
28	тогда как	3	7
29	это не	10	7
30	своего рода	4	7
31	не в	9	7
32	к тому	1	7
33	уже не	2	7
34	не случайно	3	7
35	именно в	1	7
36	не может	14	7
37	как бы	4	7
38	а в	10	7
39	было бы	2	6
40	никогда не	4	6
41	что в	13	6
42	самом деле	1	5
43	с его	3	5
44	перед нами	2	5
45	но в	5	5
46	об этом	6	5
47	ни в	2	5
48	точки зрения	4	5
49	не менее	5	5
50	и его	3	5
51	потому что	9	5
52	в городе	1	5
53	к себе	3	5
54	и он	3	5
55	можно было	1	5
56	во второй	1	5
57	только в	6	5
58	друг друга	2	5
59	может быть	14	5
60	но и	11	5
61	в частности	1	5
62	в этих	13	5
63	героя и	5	5
64	жизни и	1	5
65	к другому	1	4
66	мы уже	4	4
67	он уже	1	4
68	и о	2	4
69	в ней	1	4
70	а только	1	4
71	в своем	1	4
72	и к	1	4
73	в действительности	2	4
74	в самом	2	4
75	та же	2	4
76	на то	3	4
77	что она	5	4
78	он не	6	4
79	и с	1	4
80	этой связи	1	4
81	тем не	4	4
82	тому что	2	4
83	с ним	5	4
84	она не	2	4
85	в русской	5	4
86	связи с	3	4
87	как будто	1	4
88	и это	2	4
89	можно сказать	1	4
90	того что	6	4
91	один из	7	4
92	из них	2	4
93	в конце	3	4
94	и все	6	4
95	только что	1	4
96	т е	16	4
97	и от	2	4
98	с точки	1	3
99	не имеют	2	3
100	на тех	1	3
101	видит в	2	3
102	и на	2	3
103	в ее	2	3
104	все же	9	3
105	но он	2	3
106	в нем	6	3
107	т д	16	3
108	и по	3	3
109	его в	3	3
110	в предыдущей	1	3
111	с этим	2	3
112	и смерти	1	3
113	ничем не	2	3
114	такой же	1	3
115	она в	3	3
116	все эти	2	3
117	тем что	6	3
118	предыдущей главе	1	3
119	что при	2	3
120	для себя	1	3
121	как мы	3	3
122	и когда	2	3
123	что у	4	3
124	том как	1	3
125	если бы	1	3
126	а также	1	3
127	это в	1	3
128	в лице	1	3
129	же в	1	3
130	в литературе	2	3
131	но не	6	3
132	как его	1	3
133	и даже	3	3
134	со стороны	2	3
135	превращается в	3	3
136	то и	4	3
137	в связи	2	3
138	по своему	1	3
139	от него	3	3
140	или не	1	3
141	может и	1	3
142	в таком	1	3
143	к этой	1	3
144	например в	3	2
145	же как	4	2
146	начинается с	4	2
147	только потому	1	2
148	в их	4	2
149	для своего	1	2
150	мы не	4	2
151	вопрос о	3	2
152	к своему	1	2
153	если в	2	2
154	себе и	3	2
155	в одной	2	2
156	не согласиться	1	2
157	хотя и	3	2
158	вот тебе	3	2
159	или иную	1	2
160	в целом	1	2
161	в ответ	3	2
162	так в	4	2
163	только на	2	2
164	как он	6	2
165	именно этим	1	2
166	на его	2	2
167	в первую	7	2
168	характер в	1	2
169	то чтобы	2	2
170	в другом	1	2
171	а его	3	2
172	ясно что	1	2
173	живет в	1	2
174	уже знаем	3	2
175	приходит в	1	2
176	по себе	1	2
177	одной из	4	2
178	впервые в	1	2
179	должно быть	1	2
180	автора и	1	2
181	состоит в	1	2
182	не столько	3	2
183	в первый	1	2
184	от себя	1	2
185	что я	1	2
186	сих пор	3	2
187	от героя	5	2
188	все это	8	2
189	с мужем	1	2
190	для нее	2	2
191	как все	1	2
192	они не	2	2
193	и герой	3	2
194	бы на	1	2
195	не раз	1	2
196	и другое	2	2
197	не о	1	2
198	не имеет	4	2
199	одна из	7	2
200	для всего	1	2
201	мышления и	1	2
202	жизни на	1	2
203	со своим	4	2
204	на него	2	2
205	все еще	1	2
206	или человека	1	2
207	здесь не	2	2
208	на основе	1	2
209	героя на	1	2
210	за этими	1	2
211	на вопрос	4	2
212	и поэтому	1	2
213	никак не	1	2
214	и что	10	2
215	до сих	2	2
216	с того	4	2
217	там же	2	2
218	в форме	2	2
219	как она	1	2
220	в него	1	2
221	второй половине	1	2
222	но с	1	2
223	согласиться с	2	2
224	с ними	1	2
225	от лица	1	2
226	и потому	1	2
227	с другим	1	2
228	да не	1	2
229	и так	2	2
230	так что	3	2
231	больше не	1	2
232	в начале	1	2
233	участие в	2	2
234	за ним	1	2
235	ту или	1	2
236	мы знаем	2	2
237	а то	1	2
238	у нее	2	2
239	на том	2	2
240	представляют собой	5	2
241	ему не	1	2
242	а с	1	2
243	что не	2	2
244	человек в	1	2
245	и ты	1	2
246	и ему	1	2
247	эти слова	1	2
248	он ее	1	2
249	как кажется	1	2
250	что же	1	2
251	о человеке	1	2
252	и не	4	2
253	с этой	6	2
254	видно что	5	2
255	и дело	2	2
256	не знает	1	2
257	героя в	1	2
258	как известно	1	1
259	связана с	1	1
260	и то	1	1
261	и др	2	1
262	в ситуации	1	1
263	нам кажется	1	1
264	за собой	1	1
265	в иных	1	1
266	смысл этого	1	1
267	из его	1	1
268	не объяснено	1	1
269	войну и	1	1
270	видеть в	3	1
271	во-первых в	1	1
272	и за	1	1
273	по его	2	1
274	его не	2	1
275	же следует	1	1
276	что уже	1	1
277	ответить на	1	1
278	героя но	2	1
279	но она	1	1
280	я не	1	1
281	хотя бы	1	1
282	ему в	1	1
283	одного порядка	1	1
284	а теперь	1	1
285	же что	2	1
286	можно понять	1	1
287	что его	2	1
288	не хотелось	1	1
289	в чем	5	1
290	мы еще	1	1
291	иных случаях	1	1
292	есть случаи	1	1
293	чем это	1	1
294	совсем не	1	1
295	же она	1	1
296	этого мотива	5	1
297	не все	3	1
298	ответ на	6	1
299	отношение к	5	1
300	тут же	1	1
301	в свои	1	1
302	один и	1	1
303	первый взгляд	4	1
304	его на	2	1
305	что именно	1	1
