N	3gram	Losev_Dial_2	RusskieA
1	в том что	6	15
2	и т д	15	9
3	том что в	1	6
4	вместе с тем	1	6
5	в связи с	4	4
6	о том что	4	4
7	к тому что	1	4
8	с точки зрения	8	3
9	тем не менее	2	3
10	что иное как	3	2
11	но это не	2	2
12	может быть и	3	2
13	в это время	1	2
14	так как они	1	2
15	все же не	1	2
16	это показывает что	1	2
17	это не значит	2	2
18	не только на	1	2
19	к выводу что	1	2
20	но все же	1	2
21	не значит что	3	2
22	не что иное	3	2
23	потому что он	2	1
24	только потому что	1	1
25	иметь в виду	2	1
26	в виду что	2	1
27	точно так же	1	1
28	на самом деле	1	1
29	подобно тому как	1	1
30	одна из основных	1	1
31	только одно из	1	1
32	т д и	2	1
33	же как и	1	1
34	и не только	5	1
35	в таком случае	3	1
36	связанные с этим	1	1
37	и та же	4	1
38	взгляд на них	1	1
39	на самом же	1	1
40	в себе и	1	1
41	в этом отношении	1	1
42	независимо от того	1	1
43	что не только	1	1
44	и т п	2	1
45	т е в	3	1
46	как они не	1	1
47	не потому что	6	1
48	не только в	2	1
49	как будто бы	3	1
50	и в этом	1	1
51	и как бы	1	1
52	во многих отношениях	1	1
53	с наступлением весны	1	1
54	приводит к тому	1	1
55	потому что она	5	1
56	во всяком случае	2	1
57	одна и та	4	1
58	необходимо иметь в	1	1
59	так же как	1	1
60	и в том	1	1
61	самом же деле	1	1
62	бросается в глаза	1	1
63	и пр и	1	1
64	сливаются в одно	1	1
65	мы уже знаем	3	1
66	перед нами как	1	1
67	в то время	3	1
68	об этом мы	1	1
69	не только потому	1	1
70	так как это	2	1
71	вопрос о том	1	1
72	несмотря на все	1	1
73	можно сказать что	3	1
74	как мы уже	1	1
75	друг с другом	1	1
76	с религией или	1	1
77	так и из	1	1
78	потому что они	2	1
79	что и в	1	1
80	на землю на	1	1
81	только тогда когда	4	1
82	в данном случае	2	1
