N	3gram	Bakhtin_Pr_5	Narrotol
1	в том что	2	8
2	в данном случае	1	6
3	по отношению к	6	5
4	в отличие от	2	5
5	о том что	1	4
6	к тому же	3	4
7	тем не менее	1	4
8	к себе самому	13	3
9	в этом отношении	1	3
10	той или иной	4	3
11	то же время	10	3
12	можно сказать что	1	3
13	в то же	10	3
14	к тому что	1	3
15	с точки зрения	2	2
16	на самом деле	9	2
17	подобно тому как	2	2
18	и не может	2	2
19	не только не	1	2
20	не может быть	3	2
21	как бы в	1	2
22	самому и к	4	1
23	внутренней речи как	1	1
24	в виду и	1	1
25	и того же	1	1
26	а между тем	3	1
27	в чем не	1	1
28	то что я	2	1
29	или хотя бы	1	1
30	в той или	4	1
31	точки зрения на	1	1
32	так сказать с	1	1
33	в которой он	1	1
34	внешне но и	1	1
35	в чем же	1	1
36	всех без исключения	1	1
37	как бы не	1	1
38	в самом деле	1	1
39	в этом смысле	3	1
40	никак не может	1	1
41	то же самое	1	1
42	у меня в	1	1
43	как раз и	2	1
44	самом деле не	1	1
45	и в то	2	1
46	не входит в	1	1
47	в строгом смысле	1	1
48	и т.п но	1	1
49	которой он сам	1	1
50	в другом человеке	2	1
51	себе самому и	5	1
52	не только внешне	1	1
53	можно было бы	2	1
54	раз в жизни	1	1
55	что он может	1	1
56	до сих пор	1	1
57	с таким же	1	1
58	то время как	1	1
59	только внешне но	1	1
60	что же было	1	1
61	но и внутренне	1	1
62	и все его	1	1
63	себя но в	1	1
64	в том или	1	1
65	то что он	1	1
66	то есть все	1	1
67	что я не	1	1
68	в нем не	1	1
69	в этом направлении	1	1
70	во всяком случае	4	1
71	я не могу	1	1
72	его участие в	1	1
73	и не должен	1	1
74	и в других	1	1
75	в другом и	1	1
76	ее внутренняя жизнь	1	1
77	потому что я	1	1
78	ни в чем	1	1
79	но в конце	1	1
80	в то время	1	1
81	так быстро что	1	1
82	так и в	2	1
83	и его можно	1	1
84	никогда не бывает	1	1
85	в реальной действительности	1	1
86	смысле можно сказать	1	1
87	по его мнению	1	1
88	героя в этом	1	1
89	но и не	1	1
90	одного и того	1	1
91	в большинстве случаев	2	1
92	не знает и	2	1
93	для того чтобы	1	1
94	и для другого	1	1
95	том или ином	1	1
96	другого человека как	1	1
97	не вступает в	1	1
98	и к другому	3	1
99	и в другом	1	1
