N	4gram	Tiupa_Hudo_2	StatiiOP
1	дело в том что	1	4
2	в то же время	4	4
3	в том числе и	1	2
4	и в этом случае	1	2
5	но с другой стороны	1	2
6	и в самом деле	1	2
7	заключается в том что	1	2
8	в том что в	1	2
9	мы имеем дело с	1	1
10	и т п по	1	1
11	дело не только в	2	1
12	что бы то ни	1	1
13	в самом деле не	1	1
14	только в том что	2	1
15	о том что в	2	1
16	и в то же	2	1
17	в то время как	1	1
18	никогда и не было	1	1
19	не только в том	2	1
20	после того как он	1	1
21	во что бы то	1	1
22	в одном из них	1	1
23	так же как и	1	1
24	бы то ни стало	1	1
25	одних и тех же	1	1
26	и в этом отношении	1	1
