N	2gram	Vinokur_St_3	FransuaR
1	и в	25	49
2	то есть	2	32
3	прежде всего	10	19
4	в его	12	18
5	и на	6	17
6	не только	12	17
7	и его	3	17
8	в этом	24	15
9	и не	10	15
10	в году	5	13
11	в них	5	13
12	в эпоху	1	13
13	только в	6	13
14	но и	9	13
15	во время	3	12
16	как и	4	11
17	как бы	6	11
18	в этой	14	10
19	вовсе не	2	10
20	xvii века	2	9
21	в нем	1	9
22	для него	3	9
23	и др	4	9
24	все это	8	9
25	в сущности	2	8
26	отношение к	4	8
27	до нас	2	8
28	то же	5	7
29	все же	4	7
30	все эти	3	7
31	таким образом	10	7
32	на протяжении	4	7
33	как мы	2	7
34	один из	2	7
35	не может	7	7
36	жизни и	1	7
37	именно в	1	6
38	во всех	2	6
39	в истории	1	6
40	так и	5	6
41	и с	4	6
42	времени и	2	6
43	рядом с	1	6
44	точки зрения	7	6
45	но он	3	6
46	xviii века	1	6
47	в то	7	6
48	же время	3	6
49	в литературе	1	6
50	то что	12	6
51	в творчестве	3	6
52	так как	3	6
53	сказать что	4	6
54	с точки	4	5
55	с его	3	5
56	из этих	6	5
57	но не	2	5
58	в своем	1	5
59	в эту	4	5
60	в своей	4	5
61	никогда не	2	5
62	уже в	3	5
63	в начале	4	5
64	может быть	19	5
65	протяжении всего	1	5
66	в особенности	4	5
67	относится к	4	5
68	отношения к	1	4
69	и до	1	4
70	и над	1	4
71	и к	4	4
72	но в	5	4
73	но все	2	4
74	лишь в	4	4
75	в жизни	4	4
76	в этих	11	4
77	и более	3	4
78	с ним	1	4
79	одна из	2	4
80	в области	6	4
81	году в	1	4
82	она была	1	4
83	с другой	5	4
84	и во	2	4
85	в известной	1	4
86	мы находим	2	4
87	а в	6	4
88	тем что	19	4
89	в форме	2	4
90	смерти и	1	4
91	до сих	2	4
92	и образов	1	4
93	не было	4	4
94	там где	1	4
95	эту эпоху	2	4
96	и о	1	4
97	сих пор	2	4
98	том что	15	4
99	в духе	2	4
100	в свое	1	4
101	в своих	8	4
102	как на	6	4
103	также и	1	3
104	связана с	4	3
105	в самом	2	3
106	своего развития	1	3
107	место в	6	3
108	почти все	1	3
109	и со	1	3
110	не был	2	3
111	точка зрения	4	3
112	для которого	1	3
113	раз в	1	3
114	всех этих	3	3
115	свое время	1	3
116	в плане	2	3
117	можно было	1	3
118	а затем	1	3
119	и других	2	3
120	было бы	7	3
121	из них	1	3
122	ни в	5	3
123	был и	1	3
124	несмотря на	3	3
125	мы видели	1	3
126	в г	12	3
127	в одном	1	3
128	даже в	1	3
129	но они	2	3
130	к этим	2	3
131	и это	5	3
132	с ее	2	3
133	в ее	1	3
134	в собственном	1	3
135	так в	1	3
136	в последующих	1	3
137	и вообще	1	3
138	но здесь	1	3
139	в виду	2	3
140	века на	1	3
141	о том	8	3
142	в значительной	1	3
143	к нему	4	3
144	века и	1	3
145	что он	19	3
146	с одной	2	3
147	не дает	1	3
148	этом отношении	4	3
149	связан с	3	3
150	что для	3	3
151	нужно сказать	2	3
152	связь с	4	3
153	о чем	1	3
154	одной стороны	3	3
155	видит в	1	3
156	в течение	4	3
157	например у	1	3
158	в книге	1	3
159	но эти	1	3
160	и все	1	3
161	в том	20	3
162	другой стороны	5	3
163	как известно	1	2
164	одним из	1	2
165	до него	1	2
166	мы здесь	1	2
167	на самом	1	2
168	тех же	1	2
169	перед лицом	1	2
170	по преимуществу	1	2
171	собственном смысле	1	2
172	видеть в	1	2
173	на материале	1	2
174	в ней	4	2
175	еще не	2	2
176	он был	3	2
177	за пределы	1	2
178	что они	2	2
179	в произведениях	2	2
180	это был	2	2
181	целый ряд	1	2
182	литературы в	1	2
183	эти жанры	1	2
184	думать что	1	2
185	имеем в	2	2
186	на то	5	2
187	на его	4	2
188	по словам	1	2
189	и еще	1	2
190	и за	2	2
191	в свет	1	2
192	связанные с	1	2
193	на этой	1	2
194	зрения на	1	2
195	второй половины	1	2
196	должен был	2	2
197	не во	1	2
198	можно найти	2	2
199	в отношении	2	2
200	наших дней	1	2
201	что касается	7	2
202	в их	3	2
203	его современников	1	2
204	на фоне	1	2
205	точку зрения	2	2
206	и эти	1	2
207	на языке	1	2
208	что в	19	2
209	в устах	4	2
210	вплоть до	1	2
211	того как	1	2
212	того чтобы	1	2
213	ничего не	4	2
214	в самой	1	2
215	к ней	4	2
216	связи с	3	2
217	своей статье	1	2
218	здесь же	1	2
219	вот в	1	2
220	могут быть	2	2
221	был для	1	2
222	здесь не	1	2
223	без всякого	2	2
224	на основе	2	2
225	в пределах	1	2
226	в дальнейшем	1	2
227	особенно в	1	2
228	не были	1	2
229	к году	1	2
230	связанная с	1	2
231	в произведении	1	2
232	и т.д	1	2
233	в другом	3	2
234	одного из	2	2
235	свое произведение	1	2
236	можно сказать	4	2
237	связаны с	1	2
238	в формах	1	2
239	где почти	1	2
240	одной из	2	2
241	всяком случае	4	2
242	именно на	1	2
243	со всеми	1	2
244	в качестве	4	2
245	есть в	2	2
246	за счет	1	2
247	в конце	6	2
248	у него	9	2
249	даже и	1	2
250	до наших	1	2
251	нельзя сказать	3	2
252	в предисловии	2	2
253	связано с	5	2
254	до конца	3	2
255	человек в	1	2
256	в связи	3	2
257	всего от	1	2
258	вместе с	2	2
259	так же	1	2
260	века был	1	2
261	xix века	4	2
262	это произведение	3	2
263	такого рода	5	2
264	тому как	1	2
265	статье о	1	2
266	по существу	1	2
267	своего времени	2	2
268	эти два	1	2
269	но это	4	2
270	в смысле	4	2
271	вряд ли	1	2
272	время его	1	2
273	на новый	1	2
274	и другие	1	2
275	очень хорошо	1	2
276	нашло свое	1	2
277	ко всему	1	2
278	вполне понятно	1	2
279	ее в	2	2
280	и эта	1	2
281	это в	4	2
282	во всяком	4	2
283	все что	1	2
284	значения этого	1	1
285	здесь еще	1	1
286	внутреннее единство	1	1
287	например в	4	1
288	я имею	3	1
289	и то	1	1
290	а иногда	1	1
291	самом деле	2	1
292	он может	2	1
293	сил и	1	1
294	к своей	2	1
295	по этим	1	1
296	нему все	1	1
297	тем же	1	1
298	считаться с	1	1
299	в котором	5	1
300	что эти	4	1
301	должна быть	1	1
302	с темой	1	1
303	и этот	1	1
304	той же	2	1
305	из всех	1	1
306	г в	6	1
307	есть не	1	1
308	к народу	1	1
309	еще на	1	1
310	для своего	1	1
311	мы имеем	5	1
312	это совершенно	1	1
313	на эти	3	1
314	еще до	1	1
315	как я	2	1
316	трагедия не	1	1
317	мы и	1	1
318	того же	2	1
319	о роли	1	1
320	и он	1	1
321	драмы в	1	1
322	попытку понять	1	1
323	по линии	1	1
324	но этого	1	1
325	в чем	4	1
326	мы будем	1	1
327	с самой	1	1
328	только тогда	2	1
329	в общем	4	1
330	вступают в	2	1
331	полное вырождение	1	1
332	иногда и	1	1
333	о некоторых	1	1
334	его развития	1	1
335	так что	11	1
336	чем же	1	1
337	в центре	4	1
338	в одной	2	1
339	независимо от	5	1
340	как в	6	1
341	по которому	1	1
342	более и	2	1
343	он часто	1	1
344	однако не	1	1
345	а и	1	1
346	своих современников	1	1
347	что по	3	1
348	и наконец	3	1
349	наконец самый	1	1
350	конечно не	1	1
351	от этого	1	1
352	них как	1	1
353	в которой	4	1
354	с самого	2	1
355	это есть	4	1
356	в целом	4	1
357	формы в	2	1
358	бы не	1	1
359	то я	1	1
360	приобретает характер	1	1
361	по форме	5	1
362	всего необходимо	1	1
363	свое особое	1	1
364	и тот	2	1
365	от необходимости	1	1
366	так сказать	2	1
367	строгой и	1	1
368	он не	5	1
369	являются лишь	1	1
370	которая является	1	1
371	в подлиннике	6	1
372	том чтобы	2	1
373	i в	1	1
374	свою силу	1	1
375	влияние на	1	1
376	одной и	1	1
377	его от	1	1
378	и по	2	1
379	на этом	3	1
380	в нее	1	1
381	смысле в	1	1
382	к г	2	1
383	что все	3	1
384	об этом	5	1
385	была в	1	1
386	этих форм	1	1
387	и послания	1	1
388	его в	1	1
389	это не	7	1
390	важно лишь	1	1
391	переносит центр	1	1
392	что один	1	1
393	с начала	1	1
394	связанным с	2	1
395	я считаю	1	1
396	эпоху это	1	1
397	этом мы	1	1
398	о которых	3	1
399	очень интересно	1	1
400	с этой	3	1
401	в развитии	2	1
402	здесь все	1	1
403	их на	1	1
404	не мог	2	1
405	места в	1	1
406	основной тон	1	1
407	как некую	1	1
408	в такой	2	1
409	в пятом	1	1
410	почти не	1	1
411	на большую	1	1
412	не менее	2	1
413	и той	1	1
414	в эпиграммах	1	1
415	эта не	1	1
416	не понимает	1	1
417	не в	6	1
418	творчества и	1	1
419	времен и	1	1
420	это относится	1	1
421	была не	2	1
422	том же	1	1
423	что этот	3	1
424	что эта	2	1
425	из которых	4	1
426	случае в	2	1
427	на современную	1	1
428	как можно	2	1
429	иной раз	1	1
430	первый из	1	1
431	как о	2	1
432	означает что	1	1
433	следует также	1	1
434	очевидной типичности	1	1
435	считает что	2	1
436	тогда когда	2	1
437	дело в	1	1
438	своего существования	1	1
439	было не	1	1
440	чтобы стать	1	1
441	можно судить	1	1
442	он с	1	1
443	только не	1	1
444	классицизма в	2	1
445	и близок	1	1
446	на язык	3	1
447	преимущественно в	1	1
448	в разных	1	1
449	бы неправильно	1	1
450	это объясняется	2	1
451	на тему	3	1
452	или как	1	1
453	это вероятно	1	1
454	явление в	1	1
455	по стилю	1	1
456	как она	1	1
457	чисто литературным	1	1
458	у шекспира	5	1
459	потому что	5	1
460	же он	1	1
461	свидетельствуют о	1	1
462	ничто не	1	1
463	смысл этой	1	1
464	с тем	4	1
465	свое яркое	1	1
466	тесной связи	1	1
467	и именно	1	1
468	и сам	1	1
469	на немецкий	1	1
470	к тому	2	1
471	но также	2	1
472	слова с	1	1
473	для того	2	1
474	должен быть	2	1
475	то она	2	1
476	значительной мере	1	1
477	как какой-то	1	1
478	к нам	1	1
479	он мог	1	1
480	аналогии и	1	1
481	он написал	2	1
482	и когда	1	1
483	в образе	1	1
484	имею в	1	1
485	и которые	2	1
486	во многом	2	1
487	именно этот	1	1
488	немецкий язык	1	1
489	драмы и	1	1
490	поэтому в	1	1
491	если бы	4	1
492	и простого	1	1
493	для этого	2	1
494	изд г	1	1
495	что отдельные	2	1
496	по мере	1	1
497	стремление к	1	1
498	образом в	1	1
499	почему его	1	1
500	которого можно	1	1
501	и здесь	3	1
502	подобные же	1	1
503	на что	2	1
504	и который	1	1
505	которое он	2	1
506	знает что	1	1
507	должно было	1	1
508	того или	1	1
509	с теми	1	1
510	фазу своего	1	1
511	раньше чем	3	1
512	что и	1	1
513	отметить что	5	1
514	во всей	1	1
515	в свете	1	1
516	у одного	1	1
517	и она	1	1
518	этот элемент	1	1
519	конце концов	3	1
520	того что	5	1
521	еще подчеркнуть	1	1
522	года в	2	1
523	что здесь	4	1
524	как например	8	1
525	хотя бы	1	1
526	мы видим	4	1
527	в какой	3	1
528	для себя	1	1
529	ясно что	1	1
530	была для	1	1
531	сознания эпохи	1	1
532	еще и	1	1
533	поэтому и	1	1
534	наше время	1	1
535	проявляется в	1	1
536	и ее	2	1
537	все они	3	1
538	какой степени	1	1
539	что из	2	1
540	история и	1	1
541	с нею	1	1
542	и у	2	1
543	своего рода	3	1
544	ни одного	1	1
545	себя и	2	1
546	вернуться к	1	1
547	в виде	3	1
548	является не	1	1
549	а это	1	1
550	в данной	1	1
551	мы знаем	1	1
552	одно из	2	1
553	мы встречаем	1	1
554	и их	1	1
555	в особых	1	1
556	это место	2	1
557	слова в	1	1
558	творчестве самого	1	1
559	не о	1	1
560	несколько характерных	1	1
561	известно что	2	1
562	свое выражение	1	1
563	как раз	3	1
564	своего творчества	1	1
565	характерны для	1	1
566	в очень	1	1
567	где в	1	1
568	из приведенных	1	1
569	с общим	1	1
570	пришли к	2	1
571	имеет и	1	1
572	в обращении	1	1
573	а о	1	1
574	стороны он	1	1
575	по своим	1	1
576	к которому	3	1
577	темам и	1	1
578	в ряде	2	1
579	элементов в	1	1
580	на которые	1	1
581	целым рядом	1	1
582	что не	2	1
583	говорит о	1	1
584	них и	1	1
585	же состоит	1	1
586	не на	2	1
587	занимает в	1	1
588	а не	5	1
589	и далее	3	1
590	понимать как	1	1
591	и историческому	1	1
592	долгое время	1	1
593	а по	2	1
594	литература в	1	1
595	он становится	1	1
596	когда она	1	1
597	на время	1	1
598	более глубокое	1	1
599	он и	2	1
600	и ему	1	1
601	если не	1	1
602	в те	1	1
603	с помощью	1	1
604	все более	2	1
605	вступает в	1	1
606	скупой и	1	1
607	в частности	1	1
608	ни на	2	1
609	опытом и	1	1
610	историка и	1	1
611	них но	1	1
612	не знал	1	1
613	эпохи это	1	1
614	слишком много	1	1
615	предисловии к	2	1
616	последнее в	1	1
617	что за	1	1
618	это были	1	1
619	чем в	1	1
620	и абстрактный	1	1
621	одновременно и	1	1
622	которые по	1	1
623	это значит	1	1
624	говорил об	1	1
625	современников не	1	1
626	он чувствует	2	1
627	хорошо говорит	1	1
628	иллюстрации к	1	1
629	о его	1	1
630	выходит из	2	1
631	с элементами	2	1
632	работа над	3	1
633	и где	1	1
634	в наше	1	1
635	всего в	4	1
636	это уже	1	1
637	этот образ	2	1
638	не является	3	1
639	известной степени	1	1
640	и для	4	1
641	к будущему	1	1
642	очень существенный	1	1
643	этих произведений	1	1
644	это как	1	1
645	для нас	1	1
646	и события	1	1
647	находит свое	3	1
648	бы в	1	1
649	и ни	2	1
650	вообще в	1	1
651	и как	1	1
652	же к	2	1
653	не одну	1	1
654	к историческому	2	1
655	в стихах	2	1
656	гораздо больше	1	1
657	в лучшем	1	1
658	с насилием	1	1
659	года то	1	1
660	состоит из	1	1
661	время но	1	1
662	в свою	2	1
663	является и	1	1
664	или иного	1	1
665	есть и	1	1
666	нас дошел	1	1
667	который пользовался	1	1
668	на это	2	1
669	эти слова	1	1
670	художественного творчества	1	1
671	к этому	3	1
