N	2gram	Berdyaev_M_2	Marksizm
1	точки зрения	2	34
2	может быть	21	26
3	и не	18	26
4	не может	15	24
5	с точки	1	20
6	и в	46	19
7	и его	5	19
8	в этом	20	16
9	как бы	8	15
10	прежде всего	12	13
11	как и	13	12
12	так и	4	11
13	связи с	2	11
14	и для	7	11
15	самом деле	1	10
16	в нем	22	10
17	– в	2	10
18	в самом	5	10
19	лишь в	2	9
20	только в	3	9
21	для него	18	9
22	не только	18	8
23	друг друга	12	8
24	до сих	3	8
25	но и	15	8
26	– это	2	8
27	сих пор	3	8
28	то что	5	8
29	во всех	2	7
30	в ее	1	7
31	но в	10	7
32	все эти	1	7
33	и те	2	7
34	то же	5	7
35	в каждом	3	7
36	а не	13	7
37	так же	6	7
38	мы не	1	6
39	ничего не	2	6
40	в пределах	1	6
41	и здесь	6	6
42	в его	5	6
43	на почве	3	6
44	в том	3	6
45	– не	3	6
46	того же	1	6
47	по преимуществу	5	5
48	входит в	1	5
49	не в	9	5
50	того чтобы	4	5
51	те же	5	5
52	как ее	2	5
53	и все	5	5
54	одни и	2	5
55	в конце	5	5
56	с другой	1	5
57	за пределы	1	5
58	до конца	4	5
59	и потому	7	5
60	хотя бы	7	5
61	к этому	1	5
62	вопрос о	6	4
63	и на	3	4
64	нет и	1	4
65	как в	7	4
66	и тот	2	4
67	к одному	1	4
68	не будет	3	4
69	было бы	1	4
70	по себе	2	4
71	в отношении	5	4
72	– его	2	4
73	в ней	11	4
74	– говорит	4	4
75	– и	1	4
76	это –	22	4
77	от того	3	4
78	для того	5	4
79	с этим	1	4
80	что же	2	4
81	тот же	2	4
82	а в	2	4
83	отношении к	3	4
84	жизни в	3	4
85	между ними	1	4
86	и эта	2	4
87	сказать что	3	4
88	что в	4	4
89	формы и	1	3
90	на самом	1	3
91	он может	1	3
92	и есть	8	3
93	между двумя	1	3
94	не имеют	2	3
95	высшей степени	3	3
96	в сущности	2	3
97	по отношению	2	3
98	целый ряд	1	3
99	и как	1	3
100	и к	7	3
101	в которой	2	3
102	к другому	3	3
103	этот процесс	2	3
104	но все	1	3
105	его в	3	3
106	он не	10	3
107	в высшей	3	3
108	том что	4	3
109	в своей	5	3
110	и ее	1	3
111	в котором	1	3
112	место в	2	3
113	к этим	1	3
114	для каждого	1	3
115	– все	2	3
116	для всего	1	3
117	не имеет	4	3
118	этом отношении	1	3
119	не могут	1	3
120	должны быть	4	3
121	не есть	13	3
122	и это	5	3
123	не существует	3	3
124	– то	2	3
125	конце концов	1	3
126	того что	6	3
127	быть и	2	3
128	в какой	1	3
129	правда и	1	3
130	между тем	2	3
131	не дает	1	3
132	лишь для	1	3
133	момент в	3	3
134	или иной	2	3
135	не было	11	3
136	все это	1	3
137	xix века	1	3
138	смысле этого	1	3
139	и от	3	3
140	нет ничего	3	3
141	сознания и	2	3
142	он –	8	3
143	мы должны	1	3
144	это и	3	3
145	нем нет	2	2
146	же как	3	2
147	связана с	7	2
148	той же	3	2
149	это отношение	1	2
150	для нашей	2	2
151	и он	11	2
152	быть в	1	2
153	в чем	3	2
154	не все	1	2
155	постановка проблемы	1	2
156	себе и	2	2
157	сама по	1	2
158	одному знаменателю	1	2
159	как к	2	2
160	в своем	8	2
161	все остальные	1	2
162	его к	1	2
163	в действительности	2	2
164	от этого	2	2
165	то в	2	2
166	бы и	5	2
167	формы в	1	2
168	не нашли	1	2
169	в нашем	7	2
170	в себе	10	2
171	как он	3	2
172	если он	2	2
173	должна быть	1	2
174	одной и	2	2
175	может существовать	1	2
176	можно было	2	2
177	человека в	14	2
178	что все	5	2
179	в другом	1	2
180	и с	3	2
181	бы в	2	2
182	ни в	3	2
183	для них	1	2
184	должно быть	2	2
185	и той	2	2
186	другом и	1	2
187	и более	1	2
188	тому что	4	2
189	существует для	1	2
190	эта мысль	2	2
191	этими двумя	1	2
192	в русской	6	2
193	что такое	1	2
194	в основе	2	2
195	следовательно и	1	2
196	в сознании	1	2
197	у нас	11	2
198	нет ни	2	2
199	к тому	5	2
200	они и	4	2
201	она не	8	2
202	и та	2	2
203	зрения так	1	2
204	культуры и	1	2
205	дано в	1	2
206	как с	1	2
207	никогда не	18	2
208	мог бы	1	2
209	если бы	3	2
210	о том	3	2
211	все в	1	2
212	и во	3	2
213	во втором	1	2
214	что и	4	2
215	и только	1	2
216	ни к	1	2
217	там и	6	2
218	что он	7	2
219	и других	2	2
220	менее всего	3	2
221	так как	8	2
222	тем что	3	2
223	и прежде	1	2
224	что не	2	2
225	есть лишь	17	2
226	независимо от	1	2
227	к своему	2	2
228	– что	1	2
229	образ и	5	2
230	в тот	1	2
231	неизбежно должна	1	2
232	этого слова	1	2
233	с этой	1	2
234	но для	2	2
235	– с	1	2
236	мира и	1	2
237	в свою	4	2
238	но если	1	2
239	на смену	3	2
240	не знает	9	2
241	отношению к	2	2
242	из этого	1	2
243	же и	2	2
244	жизни и	6	2
245	это так	1	2
246	к этой	1	2
247	в своих	3	2
248	а между	1	1
249	от этой	2	1
250	– может	1	1
251	также и	4	1
252	должен быть	4	1
253	и то	1	1
254	и без	1	1
255	людей на	1	1
256	не что	3	1
257	к полному	1	1
258	– внутренняя	2	1
259	от своей	2	1
260	явления и	1	1
261	не хочет	1	1
262	и чрезвычайно	1	1
263	этом направлении	1	1
264	его не	2	1
265	других представителей	1	1
266	на внешние	1	1
267	среды и	1	1
268	говорить о	1	1
269	принадлежит к	2	1
270	они были	3	1
271	в целом	1	1
272	жизни это	4	1
273	и самого	3	1
274	на них	1	1
275	он сам	6	1
276	оценок и	1	1
277	и нигде	1	1
278	этим не	1	1
279	с его	4	1
280	а следовательно	1	1
281	совсем не	5	1
282	как найти	1	1
283	в голове	1	1
284	получить от	1	1
285	со всеми	1	1
286	его во	1	1
287	должны были	1	1
288	отношение к	8	1
289	как со	1	1
290	мы дадим	1	1
291	можно как	1	1
292	его на	4	1
293	под его	2	1
294	сознание могло	1	1
295	него –	2	1
296	это был	1	1
297	же почве	1	1
298	хотя и	2	1
299	друга не	1	1
300	могли бы	1	1
301	и всецело	1	1
302	всего как	1	1
303	добро и	2	1
304	для которого	1	1
305	со своей	1	1
306	лежит на	1	1
307	та же	10	1
308	жизни эта	1	1
309	как то	2	1
310	что это	6	1
311	ни один	1	1
312	средство для	2	1
313	или во	1	1
314	к самому	2	1
315	в этой	7	1
316	если есть	3	1
317	бы только	1	1
318	во многих	1	1
319	и если	2	1
320	если для	1	1
321	ведь и	1	1
322	все другие	1	1
323	она становится	1	1
324	перестает быть	1	1
325	природной и	1	1
326	и социальной	1	1
327	есть та	1	1
328	принять если	1	1
329	ведь не	1	1
330	и вот	5	1
331	в россии	3	1
332	а процесс	1	1
333	их в	1	1
334	у пушкина	1	1
335	в плане	1	1
336	дальше он	1	1
337	подобно тому	2	1
338	– очень	1	1
339	в образе	3	1
340	наконец его	1	1
341	в нее	1	1
342	его до	2	1
343	– явление	1	1
344	значительной степени	1	1
345	этого вопроса	2	1
346	же не	1	1
347	сознания своей	1	1
348	– принадлежит	1	1
349	и орудие	2	1
350	сознание не	1	1
351	на все	3	1
352	с целью	1	1
353	в единую	2	1
354	это не	5	1
355	предмет –	1	1
356	придать ей	1	1
357	то все	2	1
358	– исключительно	1	1
359	после этого	1	1
360	и тем	1	1
361	за ней	1	1
362	нет в	4	1
363	она и	1	1
364	с тем	1	1
365	одна и	3	1
366	во взаимоотношениях	1	1
367	еще в	2	1
368	сознания но	1	1
369	можно найти	1	1
370	этого необходимо	3	1
371	– чисто	1	1
372	уже к	1	1
373	от его	2	1
374	сознание –	1	1
375	а вне	1	1
376	втором случае	1	1
377	которые в	2	1
378	что было	3	1
379	по ту	1	1
380	что есть	2	1
381	в меру	1	1
382	с необычайной	1	1
383	есть прежде	5	1
384	этого духа	1	1
385	тогда когда	2	1
386	того как	3	1
387	не по	1	1
388	во всякой	1	1
389	почве этого	1	1
390	он с	1	1
391	она существует	1	1
392	и всегда	3	1
393	в разных	2	1
394	в самой	1	1
395	или как	1	1
396	нее нет	1	1
397	природы в	2	1
398	в русском	4	1
399	к ней	2	1
400	по своей	3	1
401	же этот	1	1
402	не останется	1	1
403	потому что	12	1
404	ибо все	1	1
405	– нет	2	1
406	перед ним	4	1
407	нигде нет	2	1
408	в духе	5	1
409	отличается от	1	1
410	тема всегда	1	1
411	той или	1	1
412	людей в	2	1
413	как человек	1	1
414	бы это	1	1
415	внутреннего движения	1	1
416	творчества не	1	1
417	превращена в	1	1
418	несет с	1	1
419	большое место	1	1
420	личности он	3	1
421	приводит к	1	1
422	и отличается	1	1
423	друг для	2	1
424	природе своей	1	1
425	на нее	1	1
426	вещи и	1	1
427	по природе	1	1
428	в социальном	1	1
429	в которые	2	1
430	для этого	4	1
431	еще ни	1	1
432	с человеком	1	1
433	нет уже	2	1
434	лишь одно	2	1
435	и должно	3	1
436	пришли к	1	1
437	не означает	2	1
438	и что	2	1
439	направлений и	1	1
440	мысль не	1	1
441	ее и	2	1
442	принадлежит уже	2	1
443	в значительной	1	1
444	до известной	1	1
445	не выходит	1	1
446	за собою	1	1
447	как нет	1	1
448	к нему	2	1
449	ибо и	1	1
450	был для	2	1
451	века и	1	1
452	также в	1	1
453	наук и	2	1
454	так для	1	1
455	и мир	2	1
456	и борьбы	1	1
457	с себя	1	1
458	мы видим	2	1
459	речи о	1	1
460	мы увидим	2	1
461	но ни	1	1
462	пор не	1	1
463	бы ни	1	1
464	для друга	2	1
465	сознания в	1	1
466	только этот	1	1
467	так что	2	1
468	не соответствует	1	1
469	к какому	1	1
470	формула и	1	1
471	уже не	4	1
472	уже в	2	1
473	и они	1	1
474	друг за	2	1
475	значение и	1	1
476	искать в	1	1
477	а потому	1	1
478	не о	2	1
479	ту сторону	1	1
480	но что	1	1
481	он один	1	1
482	лишь один	2	1
483	были бы	2	1
484	все равно	3	1
485	и быть	1	1
486	тому как	2	1
487	на которые	1	1
488	в природе	1	1
489	мы еще	2	1
490	определяется не	1	1
491	себя и	3	1
492	нет как	1	1
493	к более	1	1
494	превращается в	2	1
495	идеи в	1	1
496	принадлежит не	1	1
497	от труда	1	1
498	человек в	3	1
499	о чем	1	1
500	не допускает	1	1
501	него не	1	1
502	преимуществу во	1	1
503	материал и	1	1
504	степени не	1	1
505	ответить на	1	1
506	становится по	1	1
507	того духа	1	1
508	и проблема	1	1
509	требует от	1	1
510	перейти в	2	1
511	она есть	2	1
512	в той	1	1
513	и там	6	1
514	и принять	2	1
515	в социальную	1	1
516	многих других	1	1
517	чтобы сделать	1	1
518	лежит в	1	1
519	всего может	1	1
520	есть и	3	1
521	то перед	2	1
522	глубины и	1	1
523	его –	1	1
524	остается в	1	1
525	народа и	4	1
526	социальной среды	1	1
527	в более	2	1
528	изменения в	1	1
529	такого рода	2	1
530	дело и	1	1
531	организма но	1	1
532	задача которая	1	1
533	а все	1	1
534	в силах	1	1
535	человек и	2	1
536	лишь одна	2	1
537	лишь как	3	1
538	у них	4	1
539	только с	3	1
540	более всего	1	1
541	ведь есть	1	1
542	бы на	1	1
543	человека не	4	1
544	он же	3	1
545	для каких-либо	1	1
546	с ней	1	1
547	была бы	1	1
548	но этот	2	1
549	для нашего	1	1
550	ее в	2	1
551	цены не	1	1
552	нас не	2	1
553	дает для	1	1
554	которая не	1	1
555	атмосферу и	1	1
