N	2gram	Bakhtin_Pr_3	Problemy
1	из подполья	5	36
2	и в	53	34
3	и не	15	29
4	как бы	14	27
5	что он	4	23
6	в его	8	22
7	в нем	10	19
8	может быть	12	19
9	не может	2	19
10	и все	10	19
11	как и	11	18
12	о себе	2	18
13	себе самому	6	18
14	к себе	6	17
15	в этом	8	16
16	но в	5	16
17	и его	10	16
18	все это	8	16
19	он не	3	15
20	и с	6	15
21	что я	2	15
22	прежде всего	15	15
23	то же	6	14
24	с самим	5	14
25	человека из	1	13
26	у достоевского	17	13
27	и к	5	12
28	в то	5	12
29	же время	5	12
30	потому что	5	12
31	но и	7	12
32	на самом	1	11
33	в сущности	10	11
34	вовсе не	3	11
35	себя самого	3	11
36	то что	9	11
37	не только	4	10
38	слова и	3	10
39	а я	2	10
40	самим собою	4	9
41	не в	2	9
42	а не	11	9
43	в двойнике	1	8
44	с самого	3	8
45	самого начала	4	8
46	никогда не	2	8
47	с ним	2	8
48	в самом	2	8
49	себя и	2	8
50	рассказа в	1	8
51	и слово	1	8
52	и для	4	8
53	точки зрения	4	8
54	я не	4	7
55	на него	1	7
56	как будто	2	7
57	как мы	5	7
58	настасьи филипповны	2	7
59	и даже	2	7
60	что не	1	7
61	там где	1	7
62	этого слова	1	7
63	что в	2	7
64	мы уже	5	6
65	и на	18	6
66	с его	2	6
67	с собою	1	6
68	отношение к	6	6
69	что они	1	6
70	в плане	1	6
71	самим собой	1	6
72	я все	1	6
73	от себя	1	6
74	ли вы	1	6
75	не хочу	1	6
76	так и	6	6
77	в себе	5	6
78	только в	4	6
79	от него	3	6
80	с ними	1	6
81	не знает	4	6
82	отношению к	1	6
83	на них	1	5
84	он сам	4	5
85	по отношению	2	5
86	и наконец	2	5
87	и у	7	5
88	что это	2	5
89	в целом	1	5
90	на протяжении	5	5
91	в слове	1	5
92	он и	1	5
93	в конце	3	5
94	даже в	1	5
95	таким образом	6	5
96	и что	1	5
97	в исповеди	1	5
98	что и	3	5
99	это не	6	5
100	все время	1	5
101	и так	3	5
102	так что	1	5
103	из них	4	5
104	творчестве достоевского	5	5
105	всяком случае	1	5
106	себе и	1	5
107	к своему	1	5
108	дело идет	1	5
109	и от	3	5
110	мы должны	4	5
111	хотя бы	2	5
112	самому и	1	5
113	а в	2	5
114	героя в	1	5
115	во всяком	1	5
116	он как	1	4
117	собою и	1	4
118	еще не	5	4
119	но не	5	4
120	как в	7	4
121	героев достоевского	2	4
122	над собой	2	4
123	он в	2	4
124	все эти	9	4
125	но на	1	4
126	на его	3	4
127	при этом	3	4
128	в диалогах	1	4
129	на этом	1	4
130	ни был	1	4
131	последнее слово	1	4
132	что все	1	4
133	в мире	5	4
134	его в	2	4
135	с другими	3	4
136	этом смысле	1	4
137	рядом с	1	4
138	все равно	4	4
139	с точки	2	4
140	но это	3	4
141	меня не	1	4
142	он с	1	4
143	ничего не	6	4
144	стиль и	1	4
145	и это	3	4
146	и прежде	6	4
147	диалога с	2	4
148	только на	1	4
149	в начале	2	4
150	в общем	1	4
151	так как	7	4
152	не о	2	4
153	у него	1	4
154	протяжении всего	1	4
155	даже и	2	4
156	с другой	2	4
157	тем что	2	4
158	вместе с	2	4
159	мы остановимся	2	4
160	да и	2	4
161	бы он	1	4
162	для достоевского	3	4
163	и вдруг	1	4
164	отношением к	1	4
165	а между	2	3
166	в такой	1	3
167	и то	1	3
168	достоевского в	3	3
169	исповеди ставрогина	1	3
170	бы уже	1	3
171	говорить о	2	3
172	в ней	7	3
173	мне все	2	3
174	для других	2	3
175	ивана карамазова	4	3
176	нет и	1	3
177	в одной	2	3
178	хотя и	4	3
179	ставрогина с	1	3
180	уже в	2	3
181	исповедь ставрогина	1	3
182	как он	2	3
183	в братьях	2	3
184	в записках	1	3
185	он ни	1	3
186	к одному	2	3
187	не как	1	3
188	их в	2	3
189	я бы	1	3
190	в каждом	4	3
191	знает что	1	3
192	это было	3	3
193	он все	1	3
194	мышкина и	1	3
195	достоевского и	6	3
196	далеко не	2	3
197	этого не	1	3
198	и тон	2	3
199	мы видели	2	3
200	его слова	1	3
201	в своей	3	3
202	в котором	1	3
203	не менее	3	3
204	но он	2	3
205	по крайней	1	3
206	как можно	1	3
207	том что	5	3
208	во всем	2	3
209	уже говорили	2	3
210	записок из	1	3
211	строится как	1	3
212	где он	1	3
213	с ее	1	3
214	не могу	3	3
215	в ее	3	3
216	говорили что	1	3
217	для этого	1	3
218	и во	4	3
219	между тем	2	3
220	крайней мере	1	3
221	быть даже	1	3
222	наконец в	2	3
223	не бывать	1	3
224	в том	14	3
225	человека с	1	3
226	большинстве случаев	4	3
227	нуждается в	1	3
228	братьях карамазовых	2	3
229	к самому	4	3
230	своего собственного	1	3
231	в стиле	1	3
232	образа героя	1	3
233	в последующем	2	3
234	под влиянием	1	3
235	в творчестве	8	3
236	по своему	6	3
237	про себя	1	3
238	словом и	1	3
239	сознания и	1	3
240	конце концов	1	3
241	только с	1	3
242	другой стороны	1	3
243	им и	1	3
244	жизни и	9	3
245	я и	1	2
246	от этой	1	2
247	например в	5	2
248	это и	1	2
249	здесь и	4	2
250	если б	7	2
251	для раскольникова	1	2
252	той же	5	2
253	героя на	1	2
254	и тут	1	2
255	на тему	1	2
256	мы и	2	2
257	того же	2	2
258	и он	1	2
259	него он	2	2
260	братьев карамазовых	1	2
261	столь же	1	2
262	в преступлении	2	2
263	во всех	12	2
264	именно тем	2	2
265	отличие от	1	2
266	за пределы	1	2
267	в произведениях	1	2
268	с этим	2	2
269	в своем	1	2
270	когда он	1	2
271	в реальный	1	2
272	знаю что	1	2
273	нет здесь	1	2
274	внедряется в	1	2
275	в которой	2	2
276	мне не	2	2
277	в большинстве	4	2
278	тому же	2	2
279	так сказать	5	2
280	всех этих	1	2
281	и если	3	2
282	свои собственные	1	2
283	федора павловича	1	2
284	было бы	5	2
285	лишь на	1	2
286	уж не	1	2
287	в жизни	8	2
288	мог бы	1	2
289	в них	2	2
290	если я	1	2
291	всю жизнь	1	2
292	в отличие	1	2
293	заключение нашего	1	2
294	своего рода	3	2
295	задает себе	1	2
296	которые в	1	2
297	тем не	2	2
298	и почти	2	2
299	между двумя	1	2
300	в той	2	2
301	почти все	1	2
302	если и	1	2
303	его целом	1	2
304	во время	1	2
305	своего героя	1	2
306	но только	1	2
307	и без	3	2
308	к ней	1	2
309	как она	1	2
310	как на	1	2
311	мире и	2	2
312	и мысли	2	2
313	о нем	1	2
314	тон и	1	2
315	ли это	1	2
316	и со	1	2
317	очень часто	1	2
318	нет ни	2	2
319	этого и	1	2
320	как для	1	2
321	той или	1	2
322	особый тип	2	2
323	что вы	1	2
324	внутренним диалогом	1	2
325	всего этого	1	2
326	всей своей	2	2
327	конечно в	2	2
328	особенно в	4	2
329	жизнь и	1	2
330	в диалог	2	2
331	и вообще	3	2
332	с человеком	1	2
333	здесь достоевский	1	2
334	именно потому	1	2
335	на другого	1	2
336	о том	2	2
337	все его	2	2
338	мыслей и	1	2
339	в форме	6	2
340	еще более	5	2
341	и об	1	2
342	и пусть	2	2
343	обращены к	1	2
344	быть и	2	2
345	один из	6	2
346	но с	1	2
347	тот же	2	2
348	что даже	1	2
349	с какой-то	1	2
350	и ее	6	2
351	при всей	2	2
352	со всеми	8	2
353	с которыми	1	2
354	не то	3	2
355	же и	1	2
356	конечно не	4	2
357	уже не	1	2
358	записках из	1	2
359	к слову	1	2
360	в душе	1	2
361	не для	1	2
362	остановимся только	1	2
363	друг друга	1	2
364	как его	1	2
365	каждый из	1	2
366	ивана федоровича	1	2
367	и делает	1	2
368	исповедь ипполита	1	2
369	связан с	1	2
370	со всем	1	2
371	или иной	1	2
372	и создает	3	2
373	слово в	2	2
374	говорит о	2	2
375	не было	4	2
376	о чем	1	2
377	я хочу	1	2
378	вступает в	1	2
379	и потому	5	2
380	с каким-то	1	2
381	это в	1	2
382	ивана и	1	2
383	все позволено	2	2
384	смысле этого	2	2
385	очень важно	1	2
386	со всею	1	2
387	рассказ в	1	2
388	тенденция к	1	2
389	с этой	1	2
390	благодаря этому	1	2
391	произведениях достоевского	3	2
392	несколько дальше	1	2
