N	2gram	Vygotskiy__1	Dialekti
1	не есть	3	54
2	т е	3	48
3	и не	16	27
4	а не	13	26
5	точки зрения	15	25
6	и т	26	24
7	и в	31	24
8	есть нечто	2	23
9	не только	13	23
10	т д	8	23
11	что такое	2	21
12	по себе	9	20
13	не может	17	19
14	ничего не	2	17
15	и есть	5	16
16	и что	8	15
17	что все	3	14
18	с точки	2	14
19	то что	32	14
20	в таком	3	14
21	таким образом	20	13
22	что он	7	13
23	вовсе не	6	13
24	может быть	22	13
25	и даже	6	13
26	что это	6	12
27	есть только	2	12
28	того что	10	12
29	не менее	2	11
30	что же	2	11
31	таком случае	2	10
32	в сущности	10	10
33	отнюдь не	6	10
34	тем не	2	10
35	только не	3	10
36	она есть	1	10
37	не существует	2	10
38	есть не	2	9
39	то это	1	9
40	что она	6	9
41	ни в	9	9
42	стало быть	2	9
43	но и	2	9
44	в этом	12	8
45	и как	2	8
46	это есть	5	8
47	учение о	1	8
48	отличается от	2	8
49	так что	5	8
50	прежде всего	4	8
51	что мы	8	8
52	том что	16	8
53	если же	2	8
54	это и	3	7
55	в самом	11	7
56	как и	16	7
57	никогда не	8	7
58	как раз	2	7
59	потому что	10	7
60	что оно	3	7
61	ясно что	19	7
62	в виду	4	7
63	только на	3	7
64	но что	2	7
65	в особенности	1	7
66	я уже	1	7
67	и нет	1	7
68	что в	23	7
69	самом деле	9	6
70	должна быть	3	6
71	д и	1	6
72	что иное	1	6
73	я не	1	6
74	иное как	1	6
75	то же	5	6
76	об этом	1	6
77	и с	2	6
78	оно не	1	6
79	утверждать что	5	6
80	если бы	6	6
81	тогда есть	1	6
82	что и	13	6
83	и только	3	6
84	о том	7	6
85	так как	18	6
86	и пр	1	6
87	и все	5	6
88	все это	8	6
89	но если	1	6
90	не что	1	6
91	вопрос о	3	5
92	точка зрения	4	5
93	хотя и	3	5
94	и к	3	5
95	есть ли	2	5
96	само по	5	5
97	он не	3	5
98	одно и	1	5
99	так и	3	5
100	было бы	6	5
101	в них	2	5
102	мы не	12	5
103	и тогда	2	5
104	в том	30	5
105	есть всегда	1	5
106	можно ли	2	5
107	в то	5	5
108	тогда когда	5	5
109	и его	7	5
110	только в	14	5
111	уже не	2	5
112	одно из	2	5
113	что для	2	5
114	как это	4	5
115	с этой	4	5
116	но это	3	5
117	или не	2	5
118	личности и	1	5
119	только как	1	5
120	жизни и	3	5
121	как на	3	5
122	все остальное	1	4
123	и то	2	4
124	и больше	1	4
125	время как	5	4
126	в чем	2	4
127	нет и	1	4
128	сама по	2	4
129	я должен	1	4
130	конечно не	1	4
131	подобно тому	5	4
132	это не	1	4
133	от себя	4	4
134	тому что	4	4
135	что есть	2	4
136	как о	1	4
137	но только	3	4
138	от того	3	4
139	не могут	3	4
140	и это	3	4
141	нет никакой	3	4
142	то время	5	4
143	можно только	1	4
144	о нем	1	4
145	к тому	4	4
146	с другой	5	4
147	для него	1	4
148	говорит о	2	4
149	у нас	4	4
150	так же	12	4
151	ни от	1	4
152	тому как	7	4
153	хотя бы	1	4
