N	3gram	Bakhtin_Fr_7	Istorich
1	о том что	1	4
2	в связи с	1	4
3	мы видим что	1	4
4	после того как	4	3
5	мы видим здесь	1	3
6	потому что он	1	2
7	по отношению к	2	2
8	о том как	2	2
9	с представлением о	1	2
10	в это время	1	2
11	в данном случае	1	2
12	не только в	1	2
13	но и в	1	2
14	таким образом мы	1	2
15	мы не знаем	1	2
16	в том что	3	2
17	как и в	2	2
18	в тот момент	1	1
19	как и его	1	1
20	уже знаем что	1	1
21	никто не видел	1	1
22	на самом деле	1	1
23	в том числе	4	1
24	свидетельствует о том	1	1
25	и в более	1	1
26	и целый ряд	1	1
27	с точки зрения	3	1
28	сам по себе	1	1
29	в преисподнюю в	2	1
30	ведь это не	1	1
31	с тем что	1	1
32	том числе и	2	1
33	то же время	9	1
34	в потустороннем мире	1	1
35	это одна из	3	1
36	что все это	1	1
37	в ней уже	1	1
38	на этом свете	3	1
39	связано с представлением	1	1
40	не только для	1	1
41	в преисподнюю и	3	1
42	только после того	1	1
43	мы уже говорили	3	1
44	целый ряд других	1	1
45	во всяком случае	1	1
46	мы увидим что	1	1
47	что у него	2	1
48	все эти формы	1	1
49	связь все же	1	1
50	бы думать что	1	1
51	мы уже видели	2	1
52	на той же	1	1
53	мы уже знаем	1	1
54	таким образом в	1	1
55	то обстоятельство что	1	1
56	в тех же	1	1
57	в свою очередь	3	1
58	и тем самым	1	1
59	но и для	1	1
60	с самого начала	1	1
61	тот момент когда	1	1
62	видим что в	1	1
63	в то же	9	1
64	на том свете	1	1
65	одно из древнейших	1	1
66	то же что	1	1
67	до некоторой степени	1	1
68	приходит на смену	1	1
69	здесь как и	1	1
70	на другой день	1	1
71	это не совсем	1	1
72	как мы видели	4	1
