N	2gram	Bakhtin_KF_1	Istorich
1	и в	24	24
2	не только	5	21
3	что он	2	21
4	этих случаях	1	16
5	может быть	45	14
6	не может	27	14
7	что в	4	13
8	в этих	1	13
9	мы имеем	5	12
10	как в	2	12
11	в этом	14	12
12	и здесь	7	12
13	но и	9	11
14	это не	10	10
15	том что	4	10
16	мы видим	1	10
17	а в	4	10
18	все же	5	9
19	не в	12	9
20	о том	3	9
21	потому что	2	9
22	то же	5	8
23	еще не	4	8
24	что и	7	8
25	так как	1	8
26	а не	17	8
27	все это	10	8
28	или в	1	8
29	во всех	11	7
30	то что	7	7
31	одна из	1	7
32	с собой	1	7
33	к нему	12	7
34	один из	2	7
35	в том	6	7
36	вместе с	1	7
37	что это	3	6
38	но не	12	6
39	в нем	28	6
40	он не	6	6
41	всех этих	3	6
42	об этом	1	6
43	как и	5	6
44	для нас	4	6
45	и все	7	6
46	а именно	1	6
47	того что	3	6
48	только в	16	6
49	тем что	3	6
50	в чем	4	5
51	отношение к	5	5
52	но в	5	5
53	имеем в	2	5
54	что она	1	5
55	здесь мы	4	5
56	не менее	3	5
57	с ним	5	5
58	дело не	2	5
59	ничего не	3	5
60	так и	2	5
61	там где	5	5
62	эта задача	1	5
63	он может	2	4
64	мы уже	1	4
65	мы не	3	4
66	как бы	9	4
67	при этом	4	4
68	мы можем	1	4
69	но все	5	4
70	точки зрения	12	4
71	в их	8	4
72	тем не	2	4
73	не имеет	5	4
74	никогда не	5	4
75	вовсе не	7	4
76	если не	2	4
77	в данном	2	4
78	и не	26	4
79	мы должны	1	4
80	одной из	1	4
81	видеть в	1	3
82	и он	1	3
83	в различных	1	3
84	с его	1	3
85	себе и	3	3
86	к себе	2	3
87	хотя и	1	3
88	когда он	1	3
89	и наконец	1	3
90	на то	1	3
91	если он	1	3
92	и по	1	3
93	его в	5	3
94	кажется что	2	3
95	которой он	2	3
96	она в	1	3
97	вопрос о	2	3
98	нечто вроде	2	3
99	тогда когда	3	3
100	и его	17	3
101	должны быть	1	3
102	и этим	3	3
103	здесь нет	2	3
104	него и	1	3
105	трудная задача	1	3
106	не знаю	1	3
107	и она	2	3
108	в качестве	2	3
109	между прочим	1	3
110	и даже	1	3
111	этой задачи	1	3
112	но есть	2	3
113	превращается в	1	3
114	вступает в	3	3
115	что за	2	3
116	что мы	1	3
117	но это	6	3
118	от него	3	3
119	с ней	1	3
120	ее в	1	3
121	выражено в	1	2
122	мы здесь	2	2
123	что эти	1	2
124	не имеют	1	2
125	его не	1	2
126	и ее	2	2
127	их не	1	2
128	того же	1	2
129	и на	3	2
130	этим не	1	2
131	но конечно	3	2
132	быть признаны	1	2
133	к которой	2	2
134	со стороны	7	2
135	не просто	1	2
136	его на	2	2
137	с этим	1	2
138	в действительности	1	2
139	но эта	5	2
140	в самом	1	2
141	та же	2	2
142	в которой	1	2
143	все эти	10	2
144	думать что	2	2
145	нами в	1	2
146	и тот	1	2
147	ее как	2	2
148	на его	1	2
149	прочим и	1	2
150	не будет	2	2
151	где оно	1	2
152	с целью	1	2
153	было бы	8	2
154	должен был	1	2
155	и тем	3	2
156	ни в	12	2
157	это положение	1	2
158	этого не	1	2
159	даже там	1	2
160	в один	1	2
161	в котором	24	2
162	не от	1	2
163	направлен на	1	2
164	к этому	2	2
165	но он	1	2
166	есть еще	1	2
167	что этот	3	2
168	для нее	7	2
169	тому что	2	2
170	она не	1	2
171	в то	3	2
172	не по	4	2
173	в основе	5	2
174	вытекает из	2	2
175	к ней	1	2
176	друг друга	1	2
177	во всем	7	2
178	лежит в	1	2
179	для героя	1	2
180	и это	12	2
181	но при	1	2
182	в ее	16	2
183	на том	1	2
184	и когда	2	2
185	иной мир	1	2
186	но здесь	3	2
187	все дело	1	2
188	другими словами	1	2
189	не содержит	1	2
190	не стоит	1	2
191	все в	1	2
192	если это	1	2
193	и другую	1	2
194	здесь не	3	2
195	тот же	1	2
196	небо и	1	2
197	согласиться с	1	2
198	и так	1	2
199	конечно не	7	2
200	уже не	7	2
201	не можем	1	2
202	только на	1	2
203	что не	3	2
204	прежде всего	2	2
205	к ним	4	2
206	она будет	1	2
207	в каких	1	2
208	и др	1	2
209	ничем не	1	2
210	но оно	1	2
211	связь с	1	2
212	в иной	1	2
213	как это	1	2
214	в литературе	1	2
215	это значит	1	2
216	и такие	1	2
217	и от	1	2
218	и о	1	2
219	отличается от	1	2
220	но для	2	2
221	и эта	2	2
222	они не	1	2
223	только он	1	1
224	ту же	1	1
225	отношения к	1	1
226	при разных	1	1
227	не остается	2	1
228	самом деле	3	1
229	ее до	2	1
230	бы для	1	1
231	и историческая	1	1
232	показать что	1	1
233	этого мира	3	1
234	чего не	2	1
235	от своей	5	1
236	в чисто	1	1
237	из его	3	1
238	должна быть	4	1
239	о каких	1	1
240	можно и	2	1
241	бы что	1	1
242	что уже	1	1
243	мир с	1	1
244	я не	6	1
245	как я	1	1
246	ему в	2	1
247	в некотором	3	1
248	зависимости от	1	1
249	в ней	3	1
250	бы то	2	1
251	сделать ее	1	1
252	тем как	3	1
253	как если	1	1
254	землю и	1	1
255	имеем здесь	1	1
256	совсем не	2	1
257	они имеют	1	1
258	нет не	1	1
259	и всякий	1	1
260	свою жизнь	2	1
261	только тогда	1	1
262	по отношению	26	1
263	только путем	1	1
264	определяется не	1	1
265	один и	1	1
266	утверждение что	1	1
267	же с	1	1
268	независимо от	3	1
269	что именно	1	1
270	в своем	16	1
271	из сознания	1	1
272	и как	2	1
273	и к	1	1
274	в непосредственной	1	1
275	в этот	1	1
276	или иную	1	1
277	за собой	1	1
278	где все	1	1
279	поэтому он	1	1
280	ни один	1	1
281	в целом	10	1
282	образом и	1	1
283	в этой	2	1
284	в известном	1	1
285	но возможна	1	1
286	он начинает	1	1
287	должны видеть	1	1
288	его но	1	1
289	бы ни	1	1
290	и одна	1	1
291	ни было	4	1
292	в зависимости	1	1
293	из него	3	1
294	и попытка	1	1
295	всех своих	4	1
296	и за	2	1
297	в каждом	3	1
298	этим самым	1	1
299	то ни	2	1
300	могла бы	4	1
301	же не	1	1
302	имеют в	1	1
303	если ты	3	1
304	в другом	3	1
305	но ему	1	1
306	а по	2	1
307	на все	1	1
308	а как	2	1
309	входит в	3	1
310	это ее	1	1
311	и смерти	1	1
312	но уже	1	1
313	поможет нам	1	1
314	в предмете	1	1
315	и делает	2	1
316	она и	1	1
317	если я	2	1
318	и имеют	1	1
319	с тем	2	1
320	и уже	1	1
321	одна и	1	1
322	и было	1	1
323	должно быть	6	1
324	должен стать	2	1
325	не мог	1	1
326	представление что	1	1
327	от своего	1	1
328	в своей	10	1
329	как все	1	1
330	я его	2	1
331	с точки	9	1
332	знает и	2	1
333	от себя	10	1
334	что я	5	1
335	от его	5	1
336	не путем	1	1
337	собой и	1	1
338	не должно	3	1
339	и то	2	1
340	в предыдущем	1	1
341	по себе	2	1
342	что эта	2	1
343	не для	1	1
344	и есть	9	1
345	вообще невозможно	1	1
346	можно ли	1	1
347	между мотивом	1	1
348	не раз	1	1
349	тем самым	4	1
350	мышления и	2	1
351	дело в	2	1
352	что ей	1	1
353	из их	1	1
354	для всего	1	1
355	по всей	1	1
356	его от	1	1
357	находятся в	1	1
358	и весь	2	1
359	противоречит то	1	1
360	в противоречие	1	1
361	именно она	2	1
362	ему и	1	1
363	не вытекает	1	1
364	в сознании	2	1
365	то этот	1	1
366	до того	1	1
367	может сделаться	1	1
368	ли это	2	1
369	нет даже	1	1
370	же самое	1	1
371	всего в	1	1
372	к тому	1	1
373	всего что	1	1
374	так она	1	1
375	оно не	2	1
376	утверждать что	1	1
377	где он	3	1
378	этот акт	6	1
379	должен быть	7	1
380	для себя	5	1
381	небо это	1	1
382	оно может	1	1
383	более не	1	1
384	как не	1	1
385	не могу	3	1
386	на основе	7	1
387	второй половине	1	1
388	сводится к	2	1
389	здесь лучше	1	1
390	мысль о	1	1
391	него самого	1	1
392	можно сделать	1	1
393	вложена в	1	1
394	но мы	1	1
395	и может	3	1
396	его самого	1	1
397	чтобы дать	2	1
398	не с	1	1
399	ясно что	3	1
400	живет в	1	1
401	мог бы	1	1
402	выражен в	1	1
403	подойти к	1	1
404	можно только	1	1
405	во второй	1	1
406	в религии	1	1
407	и с	1	1
408	с этого	2	1
409	если бы	8	1
410	связанная с	1	1
411	конечно уже	1	1
412	себя не	3	1
413	и та	2	1
414	можно сказать	1	1
415	и во	1	1
416	связь между	1	1
417	один момент	1	1
418	ее от	1	1
419	и требует	1	1
420	от них	1	1
421	в его	40	1
422	в третьем	1	1
423	во всей	4	1
424	и только	6	1
425	именно в	5	1
426	нем и	3	1
427	в ту	2	1
428	ней все	1	1
429	другой и	1	1
430	значит что	1	1
431	в современной	3	1
432	чем эта	1	1
433	но с	1	1
434	с ними	3	1
435	дело с	2	1
436	вступить в	1	1
437	в какой	1	1
438	и действительно	6	1
439	и потому	2	1
440	быть распространено	1	1
441	бытия в	5	1
442	она требует	1	1
443	всегда следует	1	1
444	и оба	1	1
445	роковым для	1	1
446	жизни и	8	1
447	а только	1	1
448	сюда и	2	1
449	мира он	1	1
450	всего мы	1	1
451	в большинстве	1	1
452	или не	1	1
453	в жизни	2	1
454	в виде	2	1
455	первые три	1	1
456	еще одной	1	1
457	а то	1	1
458	мог стать	1	1
459	не дает	3	1
460	большинстве случаев	1	1
461	ту или	1	1
462	ибо он	1	1
463	он имеет	2	1
464	него нет	1	1
465	нее в	2	1
466	себе в	1	1
467	и их	6	1
468	никто не	1	1
469	и также	1	1
470	не о	2	1
471	как его	4	1
472	она всегда	1	1
473	к той	1	1
474	от того	3	1
475	мы возьмем	1	1
476	этого поступка	1	1
477	смерти и	1	1
478	но из	1	1
479	для того	3	1
480	это будет	1	1
481	рядом с	3	1
482	браку но	1	1
483	и из	1	1
484	с другим	1	1
485	на ее	1	1
486	отличаются от	1	1
487	здесь в	1	1
488	а эти	1	1
489	для этого	2	1
490	а с	2	1
491	чтобы я	1	1
492	ты должен	1	1
493	и пр	3	1
494	только по	2	1
495	смысла и	2	1
496	от этого	2	1
497	где его	2	1
498	его как	5	1
499	есть момент	3	1
500	для этой	3	1
501	в небытие	1	1
502	я стал	1	1
503	зрения автора	1	1
504	до этого	1	1
505	противоречие с	1	1
506	в него	2	1
507	места где	1	1
508	из которых	2	1
509	по своему	3	1
510	он будет	1	1
511	не существенно	1	1
512	героя это	2	1
513	лицом и	1	1
514	и всей	1	1
515	к настоящему	1	1
516	действительно ли	2	1
517	все наше	1	1
518	этого факта	1	1
519	основана на	1	1
520	здесь входить	1	1
521	здесь можем	1	1
522	не сумел	1	1
523	сознании и	1	1
524	тоже нельзя	1	1
525	для выражения	1	1
526	к пониманию	1	1
527	ты хочешь	2	1
528	его с	2	1
529	мира и	4	1
530	и видит	1	1
531	он за	1	1
532	человек и	1	1
533	общее положение	1	1
534	ее и	6	1
535	в эту	1	1
536	это позволяет	1	1
537	еще более	2	1
538	и смысл	2	1
539	хотя бы	4	1
540	только что	1	1
541	все они	1	1
542	я в	1	1
543	же в	1	1
544	до ее	1	1
545	требует чтобы	1	1
546	неотделим от	1	1
547	не знает	5	1
548	только как	4	1
549	но этот	1	1
550	религии и	1	1
551	отношению к	22	1
552	эти слова	1	1
553	но эти	1	1
554	а я	1	1
555	все что	1	1
556	это в	1	1
557	и свою	1	1
558	им и	1	1
559	такой же	1	1
