N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	56
2	то есть	18	24
3	в романе	3	21
4	в его	9	18
5	таким образом	3	17
6	все эти	2	15
7	в этом	11	14
8	в том	18	13
9	так и	11	13
10	в то	6	12
11	и его	12	12
12	то же	10	11
13	в них	2	11
14	в этих	3	11
15	и т.п	4	11
16	как бы	9	11
17	еще не	3	10
18	же время	5	10
19	в самом	5	9
20	и не	15	9
21	только в	5	9
22	но и	10	9
23	в сущности	1	8
24	во всех	3	8
25	не только	16	8
26	в нем	5	8
27	и даже	1	8
28	и др	2	8
29	по своему	2	8
30	все это	2	8
31	том что	8	8
32	и на	2	7
33	как мы	1	7
34	у него	1	7
35	в частности	13	7
36	той же	1	6
37	в ее	5	6
38	в этой	2	6
39	но в	7	6
40	на его	1	6
41	точки зрения	10	6
42	вовсе не	2	6
43	мы видим	1	6
44	связи с	1	6
45	связаны с	1	6
46	прежде всего	4	6
47	в той	3	6
48	все они	1	6
49	потому что	3	6
50	одним из	1	5
51	с ее	5	5
52	с его	6	5
53	но не	11	5
54	в пределах	3	5
55	он не	4	5
56	роль в	1	5
57	в отношении	3	5
58	своего рода	5	5
59	никогда не	2	5
60	в области	6	5
61	один из	2	5
62	не было	1	5
63	как и	2	5
64	в условиях	1	5
65	в результате	1	5
66	что в	6	5
67	и другие	2	5
68	они не	1	5
69	ту же	1	4
70	например в	3	4
71	и потому	2	4
72	других языков	1	4
73	за пределы	2	4
74	и к	3	4
75	в которой	2	4
76	что это	1	4
77	в себе	9	4
78	при этом	13	4
79	их в	3	4
80	что все	1	4
81	тарасе бульбе	2	4
82	и ее	3	4
83	и более	2	4
84	даже в	3	4
85	одна из	2	4
86	того чтобы	2	4
87	по своей	7	4
88	наконец в	1	4
89	того времени	1	4
90	времени и	2	4
91	к языку	1	4
92	эти имена	1	4
93	о том	2	4
94	с одной	2	4
95	в качестве	24	4
96	так как	1	4
97	в особенности	1	4
98	в тарасе	2	4
99	в эпизоде	1	4
100	в основе	4	4
101	в своих	1	4
102	в году	2	3
103	в их	5	3
104	на них	1	3
105	время в	1	3
106	в своем	2	3
107	перед нами	1	3
108	первой части	2	3
109	слова и	2	3
110	имен и	1	3
111	не в	7	3
112	но он	3	3
113	в таких	1	3
114	казалось бы	1	3
115	в форме	4	3
116	настоящего времени	1	3
117	рядом с	1	3
118	здесь мы	1	3
119	вещами и	1	3
120	и о	3	3
121	в другом	3	3
122	и здесь	1	3
123	и т.д	3	3
124	настоящее время	1	3
125	а также	5	3
126	времени в	2	3
127	это была	1	3
128	между тем	4	3
129	в литературе	1	3
130	одной из	2	3
