N	2gram	Propp_Isto_2	PoTuStor
1	может быть	17	17
2	и в	15	16
3	и пр	7	12
4	в этом	11	9
5	таким образом	7	9
6	и только	2	9
7	мы можем	8	9
8	прежде всего	5	9
9	и с	4	8
10	и его	3	8
11	не может	5	8
12	с его	1	7
13	не только	18	7
14	сказать что	2	7
15	самом деле	2	6
16	при этом	4	6
17	и это	3	6
18	и к	1	6
19	еще не	9	5
20	все эти	4	5
21	что такое	1	5
22	только для	1	5
23	ни в	2	5
24	нуждается в	1	5
25	в него	2	5
26	как бы	6	5
27	на самом	2	4
28	и ее	2	4
29	и на	4	4
30	отнюдь не	1	4
31	и наконец	5	4
32	но в	6	4
33	в этой	4	4
34	в нем	7	4
35	и может	2	4
36	его в	10	4
37	все это	3	4
38	самого начала	2	4
39	мифов и	2	4
40	как мы	1	4
41	с ее	2	4
42	с самого	2	4
43	так и	5	4
44	в его	6	4
45	с ними	2	4
46	только в	6	4
47	для всех	1	4
48	и их	2	4
49	так как	14	4
50	но и	14	4
51	и не	11	4
52	хотя бы	2	4
53	едва ли	1	3
54	во всех	2	3
55	и есть	5	3
56	и как	1	3
57	их в	2	3
58	на этой	2	3
59	том что	7	3
60	во время	2	3
61	сих пор	7	3
62	в одном	5	3
63	до сих	6	3
64	и оно	1	3
65	к себе	2	3
66	мира и	1	3
67	с другими	2	3
68	и она	3	3
69	в том	6	3
70	только на	1	3
71	мы знаем	11	3
72	и др	4	3
73	ребенка и	2	3
74	вместе с	7	3
75	и потому	1	3
76	как это	3	3
77	могут быть	2	3
78	матери и	1	3
79	в основном	2	3
80	что в	12	3
81	в этих	11	3
82	а в	12	3
83	то что	12	3
84	же как	5	2
85	нам кажется	1	2
86	в самом	1	2
87	и этот	1	2
88	мы уже	6	2
89	мы не	3	2
90	и о	1	2
91	говорить о	1	2
92	что можно	1	2
93	из этих	3	2
94	но как	1	2
95	с этим	5	2
96	в этот	1	2
97	что это	6	2
98	не стали	1	2
99	он не	8	2
100	и по	2	2
101	в глубину	1	2
102	то же	10	2
103	по своему	1	2
104	связанные с	1	2
105	связанных с	1	2
106	было бы	5	2
107	в жизни	2	2
108	в них	1	2
109	как и	2	2
110	в своей	1	2
111	почти не	1	2
112	знаем что	12	2
113	войти в	1	2
114	можем сказать	1	2
115	не менее	1	2
116	в науке	1	2
117	никогда не	15	2
118	сводится к	1	2
119	так называемый	2	2
120	что на	1	2
121	в каком	1	2
122	не могут	1	2
123	не будет	1	2
124	на основе	1	2
125	и этим	1	2
126	в пределах	1	2
127	с ним	1	2
128	находится в	2	2
129	о том	3	2
130	другими словами	4	2
131	для нас	4	2
132	путь к	1	2
133	что и	6	2
134	может иметь	1	2
135	один из	8	2
136	оно и	2	2
137	сделать это	1	2
138	мы видим	8	2
139	что он	24	2
140	и действительно	1	2
141	и так	2	2
142	не можем	1	2
143	если мы	1	2
144	на этих	1	2
145	и других	1	2
146	при всей	1	2
147	у него	4	2
148	себя и	2	2
149	что не	1	2
150	а на	1	2
151	смерти но	1	2
152	что мы	3	2
153	в одно	1	2
154	мир для	1	2
155	в частности	1	2
156	так же	13	2
157	в область	4	2
158	в мир	2	2
159	к следующему	1	2
160	с этой	1	2
161	но это	4	2
162	и для	2	2
163	из тех	1	2
164	это делает	1	2
165	не знает	2	2
166	есть и	2	2
167	а может	1	2
168	ее в	2	2
169	к этому	1	2
170	можно назвать	1	2
171	они не	4	2
172	совершенно новой	1	1
173	мы здесь	6	1
174	и то	2	1
175	он может	1	1
176	это и	1	1
177	полагают что	1	1
178	когда человек	1	1
179	что эти	4	1
180	не имеют	1	1
181	высшей степени	1	1
182	и могут	1	1
183	его не	2	1
184	полагает что	1	1
185	со всех	4	1
186	мы имеем	15	1
187	теперь мы	1	1
188	вопрос о	4	1
189	одних и	1	1
190	пока только	1	1
191	не слишком	1	1
192	и дать	1	1
193	так чтобы	1	1
194	я не	2	1
195	взял его	1	1
196	не совсем	3	1
197	эти очень	1	1
198	и образуют	1	1
199	же что	1	1
200	зависимости от	1	1
201	это выдает	1	1
202	всех сторон	4	1
203	в ней	4	1
204	он был	3	1
205	как один	1	1
206	иное как	2	1
207	что его	1	1
208	где же	2	1
209	здесь имеем	3	1
210	весь тот	1	1
211	чем это	1	1
212	но не	2	1
213	через некоторое	1	1
214	достаточно для	1	1
215	теряет свой	1	1
216	в свои	1	1
217	право на	3	1
218	что они	10	1
219	в течение	1	1
220	в центре	1	1
221	дает нам	2	1
222	пути в	2	1
223	некоторое время	2	1
224	как нам	1	1
225	все же	9	1
226	однако не	1	1
227	когда он	3	1
228	что по	1	1
229	был связан	1	1
230	его к	1	1
231	увидим что	3	1
232	есть ли	2	1
233	от этого	1	1
234	к чему	2	1
235	уже не	1	1
236	лежит на	1	1
237	привести к	3	1
238	ни один	2	1
239	его мать	1	1
240	коснуться лишь	1	1
241	видим и	1	1
242	как он	3	1
243	имеем в	5	1
244	человек не	1	1
245	на его	2	1
246	что она	5	1
247	что было	1	1
248	главным образом	2	1
249	и социальной	2	1
250	с нашим	1	1
251	душу и	1	1
252	в мифах	4	1
253	и связанные	1	1
254	но вместе	1	1
255	из него	2	1
256	подобно тому	3	1
257	эта аналогия	1	1
258	человека в	2	1
259	по его	1	1
260	а то	2	1
261	той же	2	1
262	момент и	1	1
263	по женской	2	1
264	входит в	1	1
265	это было	1	1
266	уже знаем	3	1
267	свою противоположность	1	1
268	ведь она	1	1
269	которая была	1	1
270	не ясно	1	1
271	для них	1	1
272	он является	2	1
273	он действительно	1	1
274	с тем	9	1
275	как кажется	1	1
276	этим и	1	1
277	несмотря на	1	1
278	ясно из	1	1
279	значение как	1	1
280	здесь она	2	1
281	но если	3	1
282	быть именно	1	1
283	его мнению	1	1
284	этот страх	1	1
285	никакому сомнению	1	1
286	страх и	1	1
287	этого никогда	2	1
288	но эта	1	1
289	выше мы	3	1
290	не будем	4	1
291	которые в	1	1
292	быть сведен	1	1
293	есть еще	1	1
294	же мы	2	1
295	освободиться от	1	1
296	на один	2	1
297	как акт	1	1
298	или что	1	1
299	а иногда	1	1
300	можно указать	1	1
301	одна из	2	1
302	в сущности	2	1
303	каждый день	1	1
304	в самых	1	1
305	и снова	1	1
306	что иное	2	1
307	того чтобы	2	1
308	только не	1	1
309	наука и	1	1
310	ужас и	1	1
311	ничего не	7	1
312	эта сторона	1	1
313	и вместо	1	1
314	этих двух	1	1
315	в русском	2	1
316	исследования мы	1	1
317	во всем	1	1
318	к этим	1	1
319	связи с	8	1
320	в виду	2	1
321	тела и	1	1
322	с другом	1	1
323	и со	1	1
324	у меня	1	1
325	среди них	1	1
326	нам что	1	1
327	мы узнаем	1	1
328	его за	1	1
329	к тому	5	1
330	бы он	1	1
331	наконец что	1	1
332	что при	5	1
333	на это	1	1
334	она не	5	1
335	деле мы	1	1
336	он прежде	1	1
337	и стали	2	1
338	из всего	1	1
339	бы сделать	1	1
340	ни одно	1	1
341	без всякого	1	1
342	на другой	2	1
343	только при	1	1
344	характер и	1	1
345	в душу	1	1
346	тело в	1	1
347	в себя	3	1
348	говорили что	2	1
349	приводит к	2	1
350	роль в	3	1
351	и что	6	1
352	чрезвычайно сложный	1	1
353	в другом	9	1
354	можно было	5	1
355	мог бы	3	1
356	к тем	1	1
357	это только	2	1
358	в разных	2	1
359	о нем	4	1
360	и здесь	9	1
361	на вопрос	2	1
362	говорит об	1	1
363	пр в	1	1
364	это желание	1	1
365	мифах и	1	1
366	эта сила	1	1
367	очень близко	1	1
368	этот момент	1	1
369	отметить что	1	1
370	да в	1	1
371	в другой	4	1
372	быть даже	1	1
373	нельзя сказать	1	1
374	и можно	1	1
375	в свете	2	1
376	этих способностей	1	1
377	вся жизнь	1	1
378	к нему	5	1
379	что здесь	4	1
380	но так	1	1
381	тот же	1	1
382	мы увидим	8	1
383	к их	1	1
384	о смерти	1	1
385	с одной	4	1
386	в качестве	3	1
387	же и	3	1
388	всем мире	1	1
389	уже в	2	1
390	и они	4	1
391	в нашей	2	1
392	а это	1	1
393	его и	4	1
394	человека на	1	1
395	она исторически	1	1
396	не будут	1	1
397	пока не	4	1
398	вовсе не	1	1
399	и им	1	1
400	заметить что	2	1
401	она начинает	1	1
402	со всем	1	1
403	со стороны	1	1
404	в высшей	1	1
405	с другой	2	1
406	рождение человека	1	1
407	само нуждается	1	1
408	здесь в	2	1
409	в каких	3	1
410	и прежде	1	1
411	в свою	1	1
412	женской линии	1	1
413	а с	2	1
414	мы еще	1	1
415	в высшую	1	1
416	в некоторых	2	1
417	них и	1	1
418	у нас	1	1
419	одной стороны	3	1
420	материал в	2	1
421	зависит от	2	1
422	а не	5	1
423	жизнь в	1	1
424	но никогда	1	1
425	не всегда	1	1
426	становится ясным	2	1
427	в связи	5	1
428	связь с	4	1
429	этот мотив	4	1
430	предположить что	3	1
431	тому как	3	1
432	что же	1	1
433	а потом	4	1
434	друг с	1	1
435	в состоянии	3	1
436	в уже	1	1
437	быть не	1	1
438	человека который	1	1
439	есть то	1	1
440	о его	2	1
441	которые были	2	1
442	под названием	2	1
443	в более	1	1
444	только одна	1	1
445	и часто	2	1
446	при таком	1	1
447	не подлежит	1	1
448	и представления	1	1
449	особого рода	1	1
450	это может	1	1
451	в эту	2	1
452	еще более	1	1
453	мы должны	4	1
454	с ужасом	1	1
455	же в	1	1
456	я у	1	1
457	хотя в	3	1
458	но всегда	1	1
459	входить в	1	1
460	не осталось	1	1
461	в угол	1	1
462	нет ничего	2	1
463	или при	1	1
464	а во	1	1
465	в точности	1	1
466	является и	1	1
467	не что	2	1
468	время сна	1	1
469	на своем	1	1
470	самое важное	1	1
471	и эта	1	1
