N	3gram	Propp_Russ_1	Formalny
1	с точки зрения	3	14
2	на самом деле	1	12
3	во всяком случае	1	6
4	и т д	9	6
5	и т п	1	5
6	подобно тому как	1	4
7	в данном случае	1	4
8	в связи с	4	4
9	в большинстве случаев	2	4
10	как мы знаем	1	4
11	потому что он	1	3
12	по отношению к	1	3
13	в этом отношении	1	3
14	вместе с тем	6	3
15	одни и те	1	3
16	в том что	15	3
17	и те же	1	3
18	с таким же	1	2
19	самом же деле	1	2
20	мы увидим что	1	2
21	в отличие от	1	2
22	на самом же	1	2
23	нечто совсем другое	1	2
24	т е с	1	2
25	мы не можем	3	2
26	и для них	1	2
27	к тому что	4	2
28	тем не менее	3	2
29	мы уже знаем	1	2
30	как мы видели	1	2
31	и того же	1	1
32	хотя и не	1	1
33	что в этом	2	1
34	иметь в виду	1	1
35	в виду что	1	1
36	в настоящее время	3	1
37	а иногда и	3	1
38	в этом случае	5	1
39	том что это	1	1
40	виду что в	1	1
41	а следовательно и	1	1
42	идет не о	1	1
43	т е когда	1	1
44	в собственном смысле	1	1
45	с тем что	1	1
46	при этом не	1	1
47	в противном случае	1	1
48	говорит о том	1	1
49	так как он	1	1
50	и в других	4	1
51	в это время	2	1
52	оно связано с	1	1
53	т е в	1	1
54	так же как	1	1
55	не потому что	1	1
56	не только в	1	1
57	можно говорить об	1	1
58	можно говорить о	1	1
59	т е на	1	1
60	это не значит	2	1
61	в таком случае	1	1
62	потому что они	1	1
63	и пр и	1	1
64	о том что	4	1
65	что бы ни	1	1
66	и все другие	1	1
67	можно было бы	1	1
68	том что этот	2	1
69	объясняется тем что	1	1
70	можно сделать вывод	1	1
71	не только на	2	1
72	но все же	2	1
73	можно сказать что	1	1
74	у нас в	1	1
75	с тем и	2	1
76	на то что	1	1
77	одного и того	1	1
78	совершенно очевидно что	1	1
79	в этих случаях	1	1
80	же а не	1	1
81	и в том	1	1
82	друг с другом	1	1
83	сделать вывод что	1	1
84	как и в	1	1
85	кроме того в	1	1
86	этого слова в	1	1
