N	3gram	Propp_Russ_1	KulturaY
1	и т п	1	18
2	в том что	15	15
3	и т д	9	14
4	с точки зрения	3	9
5	по отношению к	1	8
6	только потому что	1	6
7	о том что	4	5
8	в этом отношении	1	5
9	во всяком случае	1	5
10	в русском языке	1	4
11	тем не менее	3	4
12	состоит в том	8	3
13	можно было бы	1	3
14	вместе с тем	6	3
15	не потому что	1	3
16	в связи с	4	3
17	в свою очередь	2	3
18	и того же	1	2
19	на самом деле	1	2
20	на то что	1	2
21	и потому что	2	2
22	т д и	1	2
23	в этом случае	5	2
24	т е когда	1	2
25	т е в	1	2
26	в тех случаях	1	2
27	но все же	2	2
28	одного и того	1	2
29	тех случаях когда	1	2
30	к тому что	4	2
31	мы увидим что	1	2
32	как это часто	1	1
33	что было в	1	1
34	что иное как	2	1
35	потому что он	1	1
36	что в этом	2	1
37	брать на себя	1	1
38	иметь в виду	1	1
39	значения между тем	1	1
40	в настоящее время	3	1
41	во многих случаях	2	1
42	никак не может	1	1
43	только в тех	1	1
44	ниже мы увидим	1	1
45	о чем свидетельствует	1	1
46	можно говорить о	1	1
47	в отличие от	1	1
48	в себе и	1	1
49	в собственном смысле	1	1
50	то что им	1	1
51	на этот вопрос	1	1
52	в противном случае	1	1
53	не только из	1	1
54	до недавнего времени	1	1
55	в это время	2	1
56	тогда как в	1	1
57	известно и в	1	1
58	стоит в связи	2	1
59	ничего общего с	1	1
60	что мы имеем	1	1
61	не только в	1	1
62	на том основании	1	1
63	т е с	1	1
64	значения и смысла	1	1
65	во всех этих	1	1
66	попытку подойти к	1	1
67	это все же	1	1
68	это не значит	2	1
69	так же как	1	1
70	потому что они	1	1
71	в совершенно ином	1	1
72	и пр и	1	1
73	того же явления	1	1
74	том основании что	1	1
75	как в большинстве	1	1
76	мы наблюдаем в	1	1
77	о характере этого	1	1
78	не только потому	1	1
79	с тем что	1	1
80	в этих случаях	1	1
81	в большинстве случаев	2	1
82	после того как	2	1
83	сюда же относятся	1	1
84	эту точку зрения	1	1
85	состояло в том	2	1
86	только о том	1	1
87	не что иное	2	1
88	например полагает что	1	1
89	потому что она	1	1
90	точно так же	1	1
91	что и в	1	1
92	только тогда когда	1	1
