N	2gram	Potebnia_M_3	FransuaR
1	и в	30	45
2	то есть	34	25
3	и т.п	1	16
4	и не	15	15
5	в этом	10	14
6	но в	1	14
7	не только	21	14
8	во всех	1	13
9	и его	4	13
10	в его	4	13
11	как бы	3	12
12	во время	2	12
13	эти образы	1	12
14	что в	17	12
15	то же	23	11
16	в своем	5	11
17	в то	10	11
18	право на	1	10
19	в нем	9	10
20	и с	2	10
21	как и	10	10
22	в том	32	10
23	но и	19	10
24	прежде всего	3	10
25	же время	5	9
26	в ней	8	8
27	таким образом	14	8
28	с миром	1	8
29	как мы	7	8
30	жизни и	2	8
31	вовсе не	7	8
32	так же	3	8
33	он был	1	7
34	с его	1	7
35	мы видели	4	7
36	том что	18	7
37	не в	15	7
38	потому что	46	7
39	этих образов	1	7
40	что и	13	7
41	на мир	2	7
42	и все	3	7
43	все это	4	7
44	здесь не	1	6
45	в этой	2	6
46	он не	4	6
47	в них	5	6
48	мысли и	2	6
49	того чтобы	3	6
50	связи с	2	6
51	так и	11	6
52	что он	6	6
53	так как	13	6
54	для того	4	6
55	одним из	1	5
56	например в	6	5
57	самом деле	2	5
58	на самом	1	5
59	это и	2	5
60	и на	3	5
61	хотя и	1	5
62	и как	5	5
63	все эти	1	5
64	его в	3	5
65	с ним	6	5
66	этом отношении	2	5
67	свободу и	1	5
68	мы видим	2	5
69	одной из	2	5
70	человека с	1	5
71	и образов	1	5
72	не может	6	5
73	но это	6	5
74	есть и	1	5
75	мы уже	2	4
76	той же	2	4
77	его не	1	4
78	мы не	9	4
79	и о	2	4
80	в сущности	1	4
81	но не	7	4
82	перед нами	2	4
83	в самом	8	4
84	тому же	1	4
85	по своему	2	4
86	об этом	2	4
87	это было	3	4
88	между собою	6	4
89	точки зрения	2	4
90	в их	2	4
91	у него	2	4
92	и это	4	4
93	убеждение в	1	4
94	здесь как	3	4
95	ничего не	1	4
96	и здесь	1	4
97	о том	2	4
98	образов и	2	4
99	только в	21	4
100	с этим	6	4
101	и даже	2	4
102	сказать что	5	4
103	а не	15	4
104	его как	1	4
105	на время	1	4
106	чем же	1	4
107	и от	4	4
108	бы в	2	4
109	а в	12	4
110	как на	5	4
111	по поводу	4	4
112	в приведенном	2	3
113	единство и	2	3
114	но она	1	3
115	того же	1	3
116	и он	1	3
117	из этих	9	3
118	как в	10	3
119	в одной	1	3
120	роль играет	1	3
121	как он	1	3
122	но на	1	3
123	что она	3	3
124	и вот	1	3
125	об этой	1	3
126	ни в	2	3
127	здесь все	1	3
128	до сих	3	3
129	нисколько не	1	3
130	в своей	2	3
131	в которых	2	3
132	от его	1	3
133	не менее	5	3
134	не имеет	6	3
135	здесь же	1	3
136	что на	1	3
137	от того	8	3
138	не могло	1	3
139	то время	4	3
140	этой жизни	1	3
141	это не	1	3
142	именно в	3	3
143	того что	18	3
144	словом и	5	3
145	есть в	3	3
146	в поэзии	1	3
147	для него	9	3
148	в одном	2	3
149	но он	1	3
150	не было	4	3
151	еще и	1	3
152	там где	3	3
153	связь с	3	3
154	вместе с	12	3
155	но этот	2	3
156	сих пор	3	3
157	на этот	1	3
158	и наиболее	1	2
159	чтобы не	1	2
160	и есть	3	2
161	с точки	1	2
162	и до	2	2
163	из его	1	2
164	и языка	1	2
165	из своих	1	2
166	говорить о	3	2
167	в целом	3	2
168	слово на	1	2
169	в чем	3	2
170	в данном	1	2
171	отличие от	1	2
172	нет и	1	2
173	относится к	4	2
174	в истории	1	2
175	независимо от	5	2
176	все же	2	2
177	когда он	1	2
178	и наконец	2	2
179	от этого	2	2
180	духа в	1	2
181	не будем	1	2
182	что это	4	2
183	мир которым	1	2
184	еще один	1	2
185	и если	2	2
186	при этом	3	2
187	оно было	1	2
188	но именно	1	2
189	перестает быть	4	2
190	он должен	1	2
191	в начале	3	2
192	так например	2	2
193	том же	2	2
194	конечно в	1	2
195	на все	2	2
196	лишь в	1	2
197	с которой	1	2
198	было бы	9	2
199	она и	1	2
200	с тем	7	2
201	несмотря на	2	2
202	когда в	2	2
203	одно из	5	2
204	мысль и	1	2
205	и без	7	2
206	не столько	2	2
207	но эта	1	2
208	языков и	1	2
209	даже в	2	2
210	что эта	2	2
211	на котором	2	2
212	если в	1	2
213	на него	3	2
214	слова но	2	2
215	больше чем	1	2
216	и притом	2	2
217	к ней	5	2
218	и мысли	1	2
219	уже и	1	2
220	которая не	2	2
221	с другом	1	2
222	начиная с	1	2
223	не могут	5	2
224	что все	3	2
225	и слова	2	2
226	к тому	7	2
227	в каждом	3	2
228	должен быть	1	2
229	если мы	1	2
230	чем не	1	2
231	нам о	1	2
232	данном случае	1	2
233	так в	2	2
234	и что	10	2
235	на том	1	2
236	том как	3	2
237	по тому	5	2
238	жизнь и	1	2
239	и вообще	3	2
240	же самое	1	2
241	и т.д	1	2
242	и та	2	2
243	но мы	2	2
244	как ее	2	2
245	можно сказать	3	2
246	нас в	1	2
247	к нему	3	2
248	между тем	9	2
249	этих слов	2	2
250	в ту	1	2
251	происходит в	1	2
252	языка но	1	2
253	в известной	1	2
254	мы можем	3	2
255	может быть	28	2
256	заметить что	3	2
257	тут же	2	2
258	гораздо сложнее	1	2
259	не подлежит	2	2
260	в ряде	1	2
261	внешнее и	1	2
262	мы еще	1	2
263	себя и	4	2
264	превращается в	1	2
265	один из	4	2
266	от мира	1	2
267	здесь только	3	2
268	и слово	6	2
269	в одно	3	2
270	труд и	1	2
271	эти последние	2	2
272	со словом	4	2
273	нет ни	2	2
274	конечно не	1	2
275	и там	1	2
276	друг с	1	2
277	слова и	5	2
278	только для	1	2
279	пор еще	1	2
280	в эту	1	2
281	есть здесь	1	2
282	в системе	2	2
283	то что	18	2
284	жизни в	1	2
285	это в	2	2
286	к этому	3	2
287	вряд ли	1	1
288	не остается	1	1
289	он может	1	1
290	далее и	2	1
291	то в	1	1
292	тем же	4	1
293	а об	1	1
294	его связь	1	1
295	собою в	1	1
296	по его	1	1
297	хотя уже	1	1
298	поэзии и	1	1
299	а как	2	1
300	есть не	7	1
301	нуждаются в	1	1
302	в зародыше	2	1
303	нашу мысль	1	1
304	которую мы	1	1
305	та же	2	1
306	образами в	1	1
307	что уже	2	1
308	что многие	1	1
309	который был	1	1
310	его вполне	1	1
311	сложнее и	1	1
312	как я	1	1
313	то это	6	1
314	похожи на	1	1
315	в числе	1	1
316	жизни это	1	1
317	образов это	1	1
318	чем больше	1	1
319	и словом	1	1
320	столь же	4	1
321	время в	3	1
322	внешний и	1	1
323	природу в	1	1
324	же самые	1	1
325	не исчерпываются	1	1
326	но как	2	1
327	но язык	1	1
328	не все	4	1
329	человека эти	1	1
330	по отношению	5	1
331	мы назвали	2	1
332	сохранять свое	1	1
333	друг от	1	1
334	шаг к	1	1
335	за пределы	2	1
336	и чем	1	1
337	что они	2	1
338	нечто вроде	2	1
339	где бы	1	1
340	словах и	1	1
341	его на	1	1
342	общего с	1	1
343	о жизни	1	1
344	это был	1	1
345	все остальные	3	1
346	слова нельзя	1	1
347	целый ряд	2	1
348	что по	2	1
349	стихии и	1	1
350	и внутреннюю	2	1
351	имеет в	1	1
352	сливается с	2	1
353	во рту	1	1
354	формы в	1	1
355	бы не	4	1
356	в себе	16	1
357	свободы но	1	1
358	на то	2	1
359	человек не	2	1
360	в наших	1	1
361	так сказать	2	1
362	и таких	1	1
363	время и	2	1
364	в понимании	1	1
365	не нуждаются	1	1
366	не как	2	1
367	котором мы	2	1
368	слова видна	1	1
369	для понимания	4	1
370	не отделен	1	1
371	но вместе	4	1
372	одной и	4	1
373	и по	4	1
374	находим у	1	1
375	в нее	1	1
376	ни был	1	1
377	но все	2	1
378	как оно	1	1
379	мы его	1	1
380	в мире	1	1
381	и внутренняя	1	1
382	них не	1	1
383	эта с	1	1
384	г в	1	1
385	было в	1	1
386	к природе	1	1
387	и мы	2	1
388	форму и	1	1
389	эту минуту	1	1
390	должен был	1	1
391	мысли чтобы	1	1
392	в жизни	1	1
393	далеко не	4	1
394	наглядность и	1	1
395	что не	8	1
396	первый шаг	1	1
397	одна и	1	1
398	нигде не	1	1
399	строгом смысле	1	1
400	потому и	1	1
401	между ними	1	1
402	нужно было	1	1
403	в котором	4	1
404	с огнем	1	1
405	слова при	3	1
406	впечатлений которые	1	1
407	жизни с	1	1
408	что я	5	1
409	в памяти	1	1
410	и той	2	1
411	которые в	1	1
412	с такою	1	1
413	тем не	3	1
414	и более	1	1
415	их в	2	1
416	для большей	1	1
417	на его	2	1
418	уже сказали	1	1
419	не должно	1	1
420	что этот	1	1
421	со многими	2	1
422	мир за	1	1
423	любовь к	1	1
424	тому что	3	1
425	раз и	1	1
426	между людьми	2	1
427	видно в	1	1
428	вложена в	1	1
429	что с	2	1
430	тогда когда	9	1
431	принадлежат к	1	1
432	того как	4	1
433	ее с	1	1
434	даже во	1	1
435	тому кто	1	1
436	в процессе	1	1
437	есть еще	3	1
438	но здесь	1	1
439	принадлежит к	1	1
440	из него	2	1
441	следовательно и	1	1
442	слово и	3	1
443	это то	1	1
444	с самым	1	1
445	связанное с	2	1
446	образа и	3	1
447	это слово	4	1
448	не находим	1	1
449	не нужен	1	1
450	в области	2	1
451	состоящая из	1	1
452	может показаться	1	1
453	целое но	1	1
454	как сложное	1	1
455	все то	1	1
456	встречается в	1	1
457	тогда и	3	1
458	мы выделили	1	1
459	для его	1	1
460	указывает на	6	1
