N	3gram	Tiupa_Narr_2	Problema
1	о том что	4	14
2	тем не менее	4	12
3	в таком случае	1	10
4	во всяком случае	1	10
5	так или иначе	1	6
6	в этом смысле	1	5
7	в данном случае	6	5
8	с одной стороны	5	5
9	в связи с	1	5
10	того или иного	3	5
11	то же самое	1	5
12	более или менее	1	4
13	как раз и	1	4
14	пока еще не	1	4
15	до сих пор	1	4
16	в то же	3	4
17	в том что	8	4
18	что иное как	1	3
19	одной стороны и	1	3
20	но и в	2	3
21	точно так же	2	3
22	не может быть	2	3
23	есть не что	1	3
24	можно сказать что	3	3
25	не что иное	1	3
26	или хотя бы	1	2
27	на самом деле	2	2
28	в самом деле	1	2
29	никак не может	1	2
30	в последние десятилетия	1	2
31	можно было бы	1	2
32	может быть только	1	2
33	для того чтобы	1	2
34	на эту тему	1	2
35	не только в	6	2
36	ничего не знает	1	2
37	но и не	1	2
38	уж во всяком	1	2
39	но уже не	1	2
40	в частности в	1	2
41	то есть в	1	2
42	не только не	2	2
43	мысль о том	2	2
44	подобно тому как	2	2
45	том или ином	1	2
46	и здесь мы	1	2
47	таким образом что	1	1
48	на том что	1	1
49	не может не	1	1
50	в той или	1	1
51	сказать что он	1	1
52	самом деле когда	1	1
53	иметь в виду	1	1
54	одним и тем	1	1
55	я никак не	1	1
56	свидетельствует о том	1	1
57	является не только	1	1
58	а в том	2	1
59	в живой речи	1	1
60	обратим внимание на	1	1
61	и не может	2	1
62	хотя оно и	1	1
63	в зависимости от	1	1
64	в этом отношении	3	1
65	а во время	1	1
66	настаивать на том	1	1
67	не могли бы	1	1
68	и в то	1	1
69	то время как	1	1
70	что это за	1	1
71	так же как	2	1
72	здесь мы имеем	1	1
73	в противоречие с	1	1
74	это прежде всего	1	1
75	на первый взгляд	1	1
76	и особенно в	1	1
77	как говорится в	1	1
78	в известном смысле	3	1
79	а с другой	1	1
80	в том или	1	1
81	ее в качестве	1	1
82	тем что они	1	1
83	отнюдь не означает	1	1
84	да и не	1	1
85	о котором уже	1	1
86	в то время	1	1
87	так и в	1	1
88	относится и к	1	1
89	и тем же	1	1
90	именно то что	2	1
91	и тем самым	2	1
92	не все что	1	1
93	той или иной	3	1
94	ни о чем	1	1
95	и представляет собой	3	1
96	смысла то есть	1	1
97	на то чтобы	2	1
98	не может существовать	1	1
