N	2gram	Bakhtin_fo_2	Stilisti
1	и в	46	42
2	не только	11	27
3	как бы	10	27
4	и т.п	2	24
5	прежде всего	14	22
6	и т.д	1	20
7	то же	8	15
8	но и	9	15
9	и не	9	14
10	не может	2	12
11	может быть	7	12
12	мы уже	9	11
13	как и	8	11
14	точки зрения	10	11
15	отнюдь не	4	10
16	в этом	22	10
17	и как	3	10
18	как мы	6	10
19	мы не	1	9
20	при этом	6	9
21	в то	5	9
22	для того	8	9
23	то что	7	9
24	в ней	1	8
25	все же	6	8
26	в себе	4	8
27	таким образом	3	8
28	и это	2	8
29	с тем	2	8
30	и на	7	7
31	в которой	1	7
32	было бы	2	7
33	и тем	1	7
34	так как	6	7
35	никогда не	6	7
36	же время	4	7
37	потому что	8	7
38	того чтобы	8	7
39	с его	1	7
40	только в	11	7
41	и его	12	7
42	мы можем	1	7
43	а не	4	7
44	и от	2	7
45	во всех	11	6
46	мы будем	3	6
47	точкой зрения	1	6
48	точку зрения	1	6
49	в этой	2	6
50	на его	1	6
51	в нем	5	6
52	не в	9	6
53	или как	1	6
54	когда мы	1	6
55	так и	7	6
56	в форме	3	6
57	и так	2	6
58	в конце	2	6
59	или иной	2	6
60	в свою	1	6
61	уже в	4	5
62	в нашем	1	5
63	в той	2	5
64	и наконец	6	5
65	одно и	1	5
66	и с	6	5
67	мы видели	2	5
68	с точки	8	5
69	тому что	1	5
70	а в	3	5
71	не является	3	5
72	же самое	3	5
73	те же	6	5
74	в его	8	5
75	так далее	1	5
76	и следовательно	1	5
77	и является	1	5
78	и их	4	5
79	точек зрения	1	5
80	с помощью	3	5
81	вместе с	9	5
82	как это	2	5
83	слова и	3	5
84	своей жизни	2	5
85	и то	1	4
86	самом деле	1	4
87	тем же	2	4
88	себя в	1	4
89	и к	2	4
90	но в	10	4
91	в самом	1	4
92	так сказать	7	4
93	уже не	3	4
94	всех своих	1	4
95	в каждом	1	4
96	его в	6	4
97	самого начала	1	4
98	на него	1	4
99	у нас	2	4
100	но все	1	4
101	всего в	3	4
102	так называемые	1	4
103	к тому	3	4
104	той или	1	4
105	свою очередь	1	4
106	с самого	1	4
107	было в	1	4
108	если бы	1	4
109	о том	4	4
110	влияние на	2	4
111	можно сказать	2	4
112	того что	3	4
113	один из	2	4
114	мы видим	2	4
115	мы увидим	1	4
116	в качестве	3	4
117	точка зрения	3	4
118	и пр	2	4
119	то есть	10	4
120	все это	6	4
121	бы в	1	4
122	зрения в	1	4
123	так же	2	4
124	отношения к	4	3
125	словом и	2	3
126	на самом	1	3
127	общества и	1	3
128	еще не	6	3
129	нет и	3	3
130	хотя и	3	3
131	та же	3	3
132	выражение в	1	3
133	вследствие этого	1	3
134	и вот	2	3
135	их в	4	3
136	будем говорить	1	3
137	здесь мы	3	3
138	об этом	1	3
139	связанных с	3	3
140	лишь в	2	3
141	это не	2	3
142	чаще всего	1	3
143	не мог	2	3
144	том что	4	3
145	что было	3	3
146	слово и	1	3
147	в разных	1	3
148	слова как	1	3
149	связи с	8	3
150	до того	2	3
151	в будущем	1	3
152	может показаться	1	3
153	чрезвычайно важно	1	3
154	да и	1	3
155	и развития	1	3
156	в виду	3	3
157	но при	1	3
158	в ее	1	3
159	роль в	3	3
160	мы в	1	3
161	и здесь	1	3
162	и поэтому	1	3
163	не имеем	1	3
164	нуждается в	1	3
165	жизни и	8	3
166	конечно не	4	3
167	из них	8	3
168	в котором	4	3
169	в одном	7	3
170	но что	1	3
171	другого на	1	3
172	не становится	1	3
173	явления природы	1	3
174	что и	3	3
175	и даже	3	3
176	конце концов	1	3
177	так называемой	1	3
178	и уже	1	3
179	если не	2	3
180	в тех	1	3
181	этого слова	1	3
182	как только	1	3
183	этом случае	2	3
184	и слово	1	3
185	материальной действительности	1	3
186	и для	9	3
187	и все	6	3
188	между ними	2	3
189	не знает	2	3
190	сказать что	1	3
191	к полному	1	2
192	с природой	1	2
193	также и	4	2
194	человека и	4	2
195	показаться что	1	2
196	в какой-то	1	2
197	и больше	1	2
198	со всех	1	2
199	мы имеем	2	2
200	всех его	1	2
201	вопрос о	1	2
202	на эти	1	2
203	как не	1	2
204	и он	4	2
205	между собой	1	2
206	все больше	1	2
207	и всего	1	2
208	но не	5	2
209	достаточно для	1	2
210	значение и	4	2
211	отношение к	3	2
212	себе и	1	2
213	форме и	1	2
214	первый взгляд	1	2
215	как в	4	2
216	целый ряд	3	2
217	как уже	3	2
218	роль играет	1	2
219	человеком в	1	2
220	бы и	1	2
221	ни один	1	2
222	все эти	5	2
223	бы не	1	2
224	и те	1	2
225	друг другу	2	2
226	человек не	2	2
227	и сам	1	2
228	по своему	2	2
229	человек с	1	2
230	его понимание	1	2
231	человека в	6	2
232	связанные с	5	2
233	и внутренняя	1	2
234	есть не	1	2
235	бы нам	1	2
236	с этим	5	2
237	но мы	1	2
238	он сказал	1	2
239	в этих	3	2
240	в своей	1	2
241	ли он	1	2
242	в отношении	2	2
243	место в	4	2
244	в которых	3	2
245	для всякого	1	2
246	но эта	2	2
247	в мире	4	2
248	которые в	1	2
249	самое время	3	2
250	важную роль	1	2
251	однако в	1	2
252	в основе	6	2
253	каждый из	2	2
254	был и	1	2
255	этом отношении	2	2
256	точном смысле	1	2
257	за ними	4	2
258	и несколько	2	2
259	здесь не	2	2
260	той реальной	1	2
261	в пределах	5	2
262	в дальнейшем	5	2
263	с собой	1	2
264	времени и	1	2
265	себя дома	1	2
266	и вообще	1	2
267	с ним	4	2
268	по своей	1	2
269	в действительной	2	2
270	в значительной	1	2
271	как нет	1	2
272	в него	1	2
273	культурного развития	1	2
274	в том	10	2
275	тот же	3	2
276	что он	3	2
277	как нечто	1	2
278	это же	1	2
279	тот или	1	2
280	для всех	1	2
281	глаза и	1	2
282	для него	3	2
283	себе в	1	2
284	в материале	1	2
285	тем что	3	2
286	а на	2	2
287	говорить и	1	2
288	миру и	1	2
289	еще и	1	2
290	бытия в	1	2
291	которых оно	1	2
292	на развитие	3	2
293	больше и	2	2
294	не было	3	2
295	до конца	2	2
296	в связи	8	2
297	равно как	2	2
298	и потому	2	2
299	которые являются	1	2
300	должно быть	5	2
301	останавливаться на	1	2
302	сих пор	2	2
303	но это	2	2
304	в так	1	2
305	обращения к	1	2
306	мы найдем	1	2
307	где и	1	2
308	войти в	1	2
309	в точном	1	2
310	на первый	3	2
311	у них	2	2
312	и ни	1	2
313	мы как	1	2
314	действительной жизни	1	2
315	несмотря на	1	2
316	связанный с	1	2
317	в частности	5	2
318	же самой	1	2
319	посредством жестов	1	2
320	к этому	3	2
321	что то	1	2
322	смысле слова	2	1
323	ту же	2	1
324	можно говорить	1	1
325	относится и	1	1
326	чтобы не	1	1
327	значение эти	1	1
328	чего не	1	1
329	конечно с	1	1
330	которую они	1	1
331	объединения в	1	1
332	и до	2	1
333	и самое	4	1
334	не имеют	1	1
335	и носят	1	1
336	в их	3	1
337	хлеб и	1	1
338	например в	1	1
339	для своего	1	1
340	которую мы	1	1
341	в сущности	2	1
342	говорить о	2	1
343	принадлежит к	2	1
344	достаточно чтобы	1	1
345	этим определяется	1	1
346	себе этот	1	1
347	жизни как	2	1
348	они были	2	1
349	ему в	3	1
350	и явлений	6	1
351	в числе	1	1
352	того же	3	1
353	в каждой	1	1
354	и официальной	1	1
355	не был	2	1
356	в чем	1	1
357	смысл же	1	1
358	но как	1	1
359	и другие	3	1
360	если в	2	1
361	в общем	1	1
362	и никак	1	1
363	друга и	1	1
364	значение имеет	2	1
365	связи и	1	1
366	голода как	1	1
367	всю эту	2	1
368	там где	2	1
369	в истории	4	1
370	как говорит	1	1
371	эти новые	1	1
372	в одной	2	1
373	для создания	1	1
374	в своем	5	1
375	однако не	1	1
376	кроме того	3	1
377	и есть	2	1
378	когда он	1	1
379	не являются	1	1
380	и художественного	3	1
381	является выражением	1	1
382	от этого	2	1
383	его части	1	1
384	выражает и	1	1
385	то в	2	1
386	историческая и	1	1
387	формы в	1	1
388	чем больше	1	1
389	из этих	4	1
390	криками и	1	1
391	фразе в	1	1
392	законам природы	1	1
393	форме диалога	1	1
394	отчасти и	3	1
395	еще один	1	1
396	всего к	1	1
397	остановиться на	1	1
398	только один	2	1
399	имеем в	3	1
400	в наших	1	1
401	не могла	2	1
402	его но	1	1
403	наблюдаем в	1	1
404	все они	3	1
405	вообще не	1	1
406	только чтобы	1	1
407	особым и	1	1
408	он ни	1	1
409	он не	5	1
410	ключ к	1	1
411	при виде	3	1
412	всех этих	7	1
413	что идеология	1	1
414	не как	1	1
415	сказал что	2	1
416	широком смысле	1	1
417	он так	2	1
418	и физиологической	1	1
419	вот здесь-то	1	1
420	на этом	2	1
421	прежде чем	3	1
422	так например	1	1
423	в основу	1	1
424	в другом	3	1
425	форм и	1	1
426	как тот	1	1
427	на протяжении	3	1
428	дома и	1	1
429	одна и	2	1
430	должен был	1	1
431	весь мир	3	1
432	этот мир	2	1
433	в беседе	1	1
434	с некоторым	1	1
435	с этой	4	1
436	характер и	1	1
437	с полной	1	1
438	перестает быть	2	1
439	и тогда	1	1
440	и того	1	1
441	одного и	1	1
442	лучше всего	1	1
443	бы на	1	1
444	в эпохи	1	1
445	те явления	2	1
446	по сравнению	1	1
447	самый момент	1	1
448	на каждом	1	1
449	жизни с	2	1
450	значение для	2	1
451	особое место	2	1
452	и жизнь	1	1
453	в поэме	1	1
454	в прямом	2	1
455	обращение к	1	1
456	превратиться в	1	1
457	и эти	1	1
458	по ту	2	1
459	том же	4	1
460	в устах	1	1
461	из одного	1	1
462	по себе	2	1
463	раз и	1	1
464	нет никакого	1	1
465	без него	1	1
466	ему как	1	1
467	заимствованных из	1	1
468	в таких	1	1
469	как можно	3	1
470	с которой	1	1
471	она не	2	1
472	нам путь	1	1
473	и проч	1	1
474	одна из	1	1
475	на два	1	1
476	в точках	2	1
477	это мы	1	1
478	следовательно и	3	1
479	и всегда	2	1
480	в самой	2	1
481	и весь	2	1
482	речи преимущественно	1	1
483	причем они	1	1
484	того в	1	1
485	тон и	2	1
486	входят в	1	1
487	и делает	1	1
488	тела и	5	1
489	особое внимание	1	1
490	в стиле	1	1
491	имеют место	1	1
492	не могут	1	1
493	похож на	2	1
494	должны быть	1	1
495	в наши	1	1
496	кем и	1	1
497	если же	1	1
498	дальнейшем мы	2	1
499	должен быть	1	1
500	человеческая речь	1	1
501	приходит к	1	1
502	и о	2	1
503	а затем	3	1
504	создает и	1	1
505	без всякого	2	1
506	его художественного	1	1
507	добродетели и	1	1
508	за пределами	1	1
509	в организации	1	1
510	в произведении	1	1
511	культуры и	1	1
512	зрения не	3	1
513	говорили что	1	1
514	и характер	1	1
515	мы наблюдаем	3	1
516	и чаще	1	1
517	вещи и	2	1
518	здесь как	1	1
519	с самим	1	1
520	этого как	1	1
521	и среди	1	1
522	в себя	2	1
523	к самой	1	1
524	еще в	1	1
525	в скрытой	1	1
526	этой жизни	1	1
527	с человеком	1	1
528	строении и	1	1
529	скорее к	1	1
530	другом месте	2	1
531	и та	2	1
532	никак не	1	1
533	и что	1	1
534	все его	4	1
535	может не	1	1
536	и во	6	1
537	на всех	1	1
538	и лишь	1	1
539	между тем	1	1
540	человек был	1	1
541	этот момент	1	1
542	и хорошо	1	1
543	и которое	1	1
544	непосредственно в	1	1
545	представления о	1	1
546	скрытой форме	1	1
547	в литературе	2	1
548	наконец и	2	1
549	дело с	1	1
550	дальнейшей истории	1	1
551	и вино	1	1
552	и действительно	1	1
553	мира как	1	1
554	где они	1	1
555	так что	4	1
556	есть в	1	1
557	идеологии и	1	1
558	не можем	1	1
559	в большинстве	3	1
560	борьбы с	1	1
561	в виде	1	1
562	его с	1	1
563	свидетельствует о	1	1
564	является не	1	1
565	здесь же	1	1
566	большинстве случаев	3	1
567	данного человека	1	1
568	отдельные элементы	1	1
569	был бы	1	1
570	руки и	1	1
571	ни в	1	1
572	события которое	1	1
573	вовсе не	13	1
574	они сами	2	1
575	у него	9	1
576	и строго	1	1
577	не противоречит	1	1
578	идеологически не	1	1
579	когда во	1	1
580	из приведенных	1	1
581	в особенности	6	1
582	связан с	1	1
583	уже говорили	4	1
584	новый смысл	1	1
585	мы это	1	1
586	человеческого общения	1	1
587	до сих	2	1
588	имеет и	1	1
589	последнем счете	2	1
590	с другой	2	1
591	за пределы	1	1
592	этим путем	1	1
593	здесь в	6	1
594	все равно	1	1
595	и самая	2	1
596	я был	1	1
597	такое же	1	1
598	души и	1	1
599	и языковых	1	1
600	ничем не	1	1
601	о художественных	1	1
602	на этот	1	1
603	его как	1	1
604	они как	1	1
605	о чем	3	1
606	со своими	2	1
607	и том	1	1
608	в речи	1	1
609	в самый	1	1
610	видели в	1	1
611	здесь является	1	1
612	и одновременно	1	1
613	как вещь	1	1
614	можно условно	1	1
615	сравнению с	1	1
616	с точкой	1	1
617	для человека	1	1
618	житейского обихода	1	1
619	ведь для	1	1
620	в человеческом	1	1
621	книги и	1	1
622	цели не	1	1
623	благодаря этому	1	1
624	в основном	8	1
625	именно в	2	1
626	виду что	1	1
627	в обычных	1	1
628	это уже	1	1
629	условно назвать	1	1
630	указать на	1	1
631	каким бы	1	1
632	всем этим	1	1
633	на одном	1	1
634	в результате	1	1
635	мира и	9	1
636	это как	1	1
637	что в	5	1
638	в дальнейшей	1	1
639	говоря о	1	1
640	увидим дальше	1	1
641	такие слова	2	1
642	всякого рода	1	1
643	еще более	4	1
644	тем более	3	1
645	и смысл	1	1
646	них были	1	1
647	вполне достаточно	1	1
648	ее в	3	1
649	нам не	1	1
650	в романе	13	1
651	может послужить	1	1
652	другой стороны	1	1
653	их нельзя	1	1
654	состоит из	1	1
655	от всех	1	1
656	одинокого человека	2	1
657	совершенно не	1	1
658	это на	1	1
659	в глаза	1	1
660	в иной	2	1
661	развитие и	1	1
662	нет но	1	1
663	в последнем	2	1
664	это и	1	1
665	даже его	1	1
666	наряду с	2	1
667	так название	1	1
668	в таком	1	1
669	все что	2	1
