N	3gram	Berdyaev_M_2	Formalny
1	не может быть	8	10
2	с точки зрения	1	7
3	в этом отношении	1	7
4	и в этом	3	5
5	в высшей степени	3	4
6	на самом деле	1	3
7	сам по себе	1	3
8	но и в	1	3
9	может быть и	2	3
10	в значительной степени	1	3
11	хотя бы в	1	3
12	для того чтобы	4	3
13	в конце концов	1	2
14	и в этой	1	2
15	ни в чем	2	2
16	к тому что	3	2
17	в том что	2	2
18	лишь один из	1	1
19	что иное как	3	1
20	прежде всего как	1	1
21	в ней все	1	1
22	менее всего может	1	1
23	нас не было	2	1
24	как бы не	1	1
25	находится в противоречии	1	1
26	до сих пор	3	1
27	что он не	1	1
28	очень характерно для	1	1
29	но он не	1	1
30	с самим собою	2	1
31	не сам по	1	1
32	в той мере	1	1
33	не могут оправдать	1	1
34	т е в	2	1
35	все равно что	2	1
36	и нет в	1	1
37	смысле этого слова	1	1
38	между тем в	1	1
39	и не могли	1	1
40	это и есть	3	1
41	один из моментов	1	1
42	и сам он	1	1
43	мере в какой	1	1
44	у нас не	2	1
45	не для того	1	1
46	органической связи с	1	1
47	что же такое	1	1
48	он уже не	1	1
49	нельзя было бы	1	1
50	во всех своих	1	1
51	есть не что	3	1
52	для него нет	2	1
53	таково же и	1	1
54	его отношение к	4	1
55	оно не может	1	1
56	лежит в основе	1	1
57	не ведет к	1	1
58	не что иное	3	1
59	всего может быть	1	1
60	сама по себе	1	1
61	той мере в	1	1
62	она не может	1	1
63	а не в	2	1
64	как и в	2	1
65	что и в	4	1
66	в чем не	2	1
