N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	8
2	в то же	2	8
3	мы уже говорили	1	5
4	в конце концов	3	4
5	и в то	1	4
6	более или менее	5	3
7	в том числе	5	3
8	для того чтобы	5	3
9	это и есть	1	3
10	с другой стороны	1	3
11	с самого начала	2	3
12	таким образом в	2	3
13	один и тот	1	2
14	с точки зрения	6	2
15	том числе и	4	2
16	то есть о	1	2
17	некоторые из них	2	2
18	с одной стороны	7	2
19	и тот же	1	2
20	в то время	1	2
21	о том что	4	2
22	можно сказать что	2	1
23	и того же	1	1
24	а следовательно и	1	1
25	он участвовал в	1	1
26	друг за друга	3	1
27	то же самое	2	1
28	важно то что	1	1
29	то что эти	1	1
30	но все это	2	1
31	до сих пор	5	1
32	в эту эпоху	1	1
33	до известной степени	1	1
34	в этом отношении	2	1
35	он сам уже	1	1
36	к нему в	1	1
37	по своему характеру	1	1
38	в данном случае	1	1
39	но в то	1	1
40	с тех пор	2	1
41	на этот раз	1	1
42	смысле этого слова	1	1
43	может быть и	2	1
44	в отличие от	1	1
45	а с другой	5	1
46	дело не исчерпывается	1	1
47	в связи с	3	1
48	так и от	2	1
49	так и в	1	1
50	не может быть	1	1
51	границы между отдельными	1	1
52	в нашем смысле	1	1
53	в свою очередь	1	1
54	отправной точкой для	1	1
55	связан и с	1	1
56	одного и того	1	1
57	мы видим что	1	1
58	атмосферу в которой	1	1
59	в соответствии с	1	1
60	лицом к лицу	1	1
61	в том что	3	1
62	что и в	1	1
63	к тому же	4	1
64	мы видели что	1	1
