N	2gram	Bakhtin_Pr_1	Analitik
1	может быть	26	29
2	в том	8	27
3	не может	27	22
4	и не	42	21
5	в частности	2	19
6	и в	38	18
7	но и	9	17
8	а не	5	17
9	отнюдь не	19	15
10	не только	9	15
11	художественного впечатления	2	14
12	не в	7	14
13	в этом	15	13
14	как и	7	13
15	в его	43	13
16	при этом	5	12
17	том что	3	12
18	литературное произведение	1	12
19	в себе	4	11
20	то есть	46	11
21	произведения в	5	11
22	эстетического объекта	37	11
23	но не	12	10
24	художественного целого	1	10
25	то же	5	9
26	в то	4	9
27	а в	6	9
28	есть не	2	8
29	в принципе	1	8
30	в мире	3	8
31	но в	4	8
32	нуждается в	2	8
33	в той	1	8
34	не есть	6	8
35	произведения как	8	7
36	тем самым	4	7
37	к тому	1	7
38	художественного восприятия	2	7
39	этого слова	1	7
40	мы имеем	2	6
41	факторов художественного	1	6
42	по отношению	21	6
43	отличие от	5	6
44	в самом	7	6
45	это не	5	6
46	далеко не	5	6
47	точки зрения	8	6
48	в своей	7	6
49	в отличие	5	6
50	в основе	5	6
51	эстетический объект	37	6
52	той или	2	6
53	должен быть	2	6
54	в себя	2	6
55	же время	3	6
56	только в	13	6
57	себя в	2	6
58	то что	8	6
59	или иной	2	6
60	прежде всего	13	6
61	художественного произведения	11	5
62	в их	10	5
63	что иное	1	5
64	и на	3	5
65	иное как	1	5
66	и как	8	5
67	в произведении	4	5
68	в целом	3	5
69	в этой	1	5
70	лишь в	2	5
71	и его	16	5
72	имеет место	5	5
73	о том	4	5
74	между тем	7	5
75	как бы	22	5
76	художественное произведение	8	5
77	отношению к	19	5
78	что в	7	5
79	не что	1	4
80	целого в	1	4
81	столь же	2	4
82	все же	6	4
83	не следует	2	4
84	с другими	3	4
85	не всегда	6	4
86	с точки	6	4
87	и более	2	4
88	по себе	1	4
89	имеем дело	3	4
90	в области	11	4
91	ни в	11	4
92	могут быть	5	4
93	так и	5	4
94	не с	4	4
95	с ним	5	4
96	в другом	2	4
97	с другой	7	4
98	в конечном	4	4
99	искусства в	2	4
100	того что	2	4
101	дело с	6	4
102	эстетической деятельности	2	4
103	уже не	1	4
104	конечном счете	4	4
105	для того	2	4
106	с другим	1	4
107	именно в	1	4
108	себя и	3	4
109	вместе с	1	4
110	из которых	2	4
111	эстетическим объектом	5	4
112	не более	2	4
113	ни было	3	4
114	и т	14	3
115	мере в	1	3
116	для науки	2	3
117	и есть	2	3
118	подхода к	2	3
119	место в	8	3
120	бы то	3	3
121	во внешнем	1	3
122	если в	1	3
123	в художественном	20	3
124	и к	3	3
125	автора и	1	3
126	в нашем	4	3
127	как он	1	3
128	в нем	15	3
129	он не	3	3
130	вследствие этого	3	3
131	подобно тому	1	3
132	таким образом	10	3
133	то ни	3	3
134	опираются на	2	3
135	бы быть	1	3
136	нашем случае	1	3
137	того или	2	3
138	ответственности перед	1	3
139	в котором	2	3
140	однако в	1	3
141	того чтобы	2	3
142	т п	13	3
143	того и	1	3
144	в таком	3	3
145	данного произведения	1	3
146	не могут	2	3
147	оно может	2	3
148	могла бы	1	3
149	если бы	3	3
150	а также	1	3
151	к нему	10	3
152	с его	2	3
153	еще не	7	3
154	с одной	3	3
155	вопроса о	3	3
156	обратиться к	1	3
157	ни с	2	3
158	что и	2	3
159	принципиально не	4	3
160	одной стороны	3	3
161	что не	4	3
162	смысла и	1	3
163	более того	4	3
164	личности в	1	3
165	человек в	2	3
166	тому как	1	3
167	быть не	1	3
168	что мы	1	3
169	в культуре	2	3
170	объекта и	7	3
171	она может	3	3
172	которая в	1	3
173	и все	3	3
174	хотя бы	4	3
175	я в	1	3
176	в равной	2	3
177	факторы художественного	1	3
178	что он	2	3
179	или иного	2	3
180	отношения к	6	2
181	внешнее материальное	2	2
182	не остается	2	2
183	самом деле	6	2
184	на самом	4	2
185	он может	2	2
186	в первом	1	2
187	едва ли	3	2
188	мифологическое мышление	1	2
189	иметь место	1	2
190	также и	3	2
191	а как	3	2
192	жизненной позиции	1	2
193	на себя	1	2
194	как совокупность	1	2
195	и самого	1	2
196	события в	1	2
197	данном случае	4	2
198	на основе	6	2
199	то он	1	2
200	в противовес	1	2
201	не все	2	2
202	искусство в	1	2
203	отношение к	10	2
204	произведение не	3	2
205	не просто	1	2
206	нет и	3	2
207	за пределы	12	2
208	как к	2	2
209	могли бы	1	2
210	как уже	1	2
211	в противоположность	1	2
212	то в	1	2
213	в которой	1	2
214	все эти	5	2
215	бы не	2	2
216	есть вещь	1	2
217	широком смысле	1	2
218	как личность	1	2
219	не к	6	2
220	на этом	2	2
221	произведения с	1	2
222	и с	17	2
223	своей эстетической	1	2
224	вещь может	1	2
225	из них	1	2
226	вовсе не	2	2
227	творческий акт	1	2
228	несмотря на	3	2
229	рода и	1	2
230	для него	1	2
231	при изучении	1	2
232	художественного творчества	12	2
233	не становится	1	2
234	к предмету	1	2
235	вопрос о	1	2
236	которые в	1	2
237	творчества и	5	2
238	том и	1	2
239	как язык	1	2
240	в психике	6	2
241	свое время	1	2
