N	3gram	Losev_Dial_1	Istorich
1	с другой стороны	4	8
2	и т д	19	8
3	с одной стороны	2	7
4	в том что	7	5
5	до сих пор	2	4
6	в мифе о	1	4
7	о том что	2	4
8	то время как	1	3
9	но так как	1	3
10	в то время	1	3
11	не может быть	3	3
12	потому что он	3	2
13	уже знаем что	1	2
14	только то что	3	2
15	что в нем	3	2
16	это далеко не	1	2
17	точно так же	2	2
18	так как он	2	2
19	же можно сказать	2	2
20	таким образом и	1	2
21	все больше и	1	2
22	во всяком случае	2	2
23	больше и больше	1	2
24	но все же	1	2
25	можно было бы	4	2
26	но мы уже	1	2
27	мы уже знаем	1	2
28	вспомним что и	1	1
29	что иное как	1	1
30	в чистом виде	1	1
31	только потому что	3	1
32	то это значит	2	1
33	более или менее	3	1
34	и в особенности	1	1
35	того или другого	1	1
36	одной стороны и	2	1
37	то же можно	1	1
38	мы находим в	2	1
39	сих пор не	1	1
40	еще и сейчас	1	1
41	то и другое	2	1
42	и то и	2	1
43	мне кажется что	1	1
44	в этих случаях	1	1
45	есть частный случай	1	1
46	всего мира и	1	1
47	т д но	2	1
48	миф не есть	11	1
49	но это не	1	1
50	убежден в том	1	1
51	на первый взгляд	1	1
52	то или иное	2	1
53	и тем не	1	1
54	одно и то	4	1
55	можно сказать о	1	1
56	не потому что	1	1
57	еще ничего не	1	1
58	мифа это есть	1	1
59	обе стороны и	1	1
60	и то же	4	1
61	как один из	2	1
62	так или иначе	1	1
63	это не значит	1	1
64	если они не	1	1
65	т д все	1	1
66	в последнем случае	1	1
67	что оно имеет	1	1
68	есть не что	1	1
69	вместе с ним	1	1
70	то что не	1	1
71	это значит что	9	1
72	к выводу что	1	1
73	что миф не	1	1
74	с этой стороны	2	1
75	можно сказать что	3	1
76	не было ни	1	1
77	на то что	4	1
78	только тогда если	1	1
79	то или другое	1	1
80	не значит что	3	1
81	не что иное	1	1
82	т д если	1	1
83	тем не менее	1	1
84	друг с другом	1	1
85	в сравнении с	1	1
86	для того чтобы	1	1
87	в них не	1	1
88	т д в	1	1
89	и с другой	2	1
90	один из видов	2	1
