N	2gram	Voloshinov_2	TeoriaLi
1	– это	4	20
2	не только	13	18
3	в качестве	3	17
4	и не	19	16
5	а в	3	14
6	– в	4	14
7	и в	19	13
8	то есть	2	12
9	так и	10	12
10	может быть	28	12
11	в этом	15	11
12	при этом	9	11
13	в том	7	11
14	но не	2	10
15	и его	16	10
16	а не	9	10
17	то же	16	9
18	в его	5	9
19	по отношению	8	8
20	сводится к	2	8
21	в душе	4	8
22	но и	10	8
23	отношению к	8	8
24	что в	2	8
25	отличие от	3	7
26	в себе	4	7
27	том что	10	7
28	точки зрения	17	7
29	в отличие	3	7
30	в то	8	7
31	только в	8	7
32	себя в	2	7
33	как это	1	7
34	в данном	5	7
35	еще не	3	6
36	с его	8	6
37	но в	7	6
38	лишь в	14	6
39	место в	2	6
40	в русской	1	6
41	же время	8	6
42	как бы	19	6
43	в своем	2	5
44	в самом	6	5
45	он не	3	5
46	того или	2	5
47	как и	9	5
48	не в	10	5
49	в нем	11	5
50	– с	3	5
51	в ее	3	5
52	в пределах	10	5
53	или иной	5	5
54	между тем	6	5
55	не сводится	1	5
56	уже не	1	5
57	с другой	3	5
58	как в	1	5
59	или иного	2	5
60	между ними	2	5
61	героя и	1	5
62	высказывания в	7	4
63	говорить о	1	4
64	конечном счете	1	4
65	хотя и	1	4
66	то что	4	4
67	ни в	6	4
68	в слове	4	4
69	в своей	3	4
70	в их	5	4
71	или менее	2	4
72	не столько	1	4
73	не менее	1	4
74	приводит к	2	4
75	можно сказать	1	4
76	в конечном	1	4
77	в форме	5	4
78	и ее	4	4
79	но он	1	4
80	и т.п	10	4
81	в свою	6	4
82	не знает	2	4
83	сказать что	4	4
84	не может	18	4
85	более или	2	4
86	и то	3	3
87	между двумя	1	3
88	например в	1	3
89	совпадает с	1	3
90	что можно	1	3
91	а только	1	3
92	не все	1	3
93	и т.д	4	3
94	– на	3	3
95	в художественном	1	3
96	перед нами	3	3
97	все эти	3	3
98	в нашем	2	3
99	в этой	3	3
100	и вот	1	3
101	его в	7	3
102	и сам	1	3
103	в этих	3	3
104	тем не	1	3
105	в отношении	4	3
106	и внешней	2	3
107	никогда не	7	3
108	на меня	1	3
109	как раз	4	3
110	потому что	1	3
111	той или	4	3
112	свою очередь	5	3
113	другой стороны	1	3
114	так в	1	3
115	в другом	3	3
116	и что	1	3
117	входит в	1	3
118	того что	4	3
119	а с	2	3
120	для него	9	3
121	слова в	8	3
122	на почве	9	3
123	именно в	2	3
124	и др	1	3
125	прежде всего	7	3
126	в соответствии	1	3
127	и потому	2	3
128	– не	6	3
129	этого слова	5	3
130	к которому	1	3
131	таким образом	14	3
132	или в	2	3
133	в основе	9	3
134	ни к	1	3
135	отношении к	5	3
136	речи и	13	3
137	отношения к	2	2
138	– может	2	2
139	того же	5	2
140	и это	3	2
141	это и	1	2
142	случае это	2	2
143	всех без	2	2
144	но она	1	2
145	принадлежит к	1	2
146	на себя	1	2
147	в целом	1	2
148	его внешней	2	2
149	в сочетании	1	2
150	между собой	1	2
151	но как	2	2
152	у него	2	2
153	как такой	3	2
154	за пределы	3	2
155	что они	2	2
156	данный момент	1	2
157	в противном	2	2
158	и как	6	2
159	в которой	1	2
160	так или	1	2
161	высказывания не	2	2
162	с языком	1	2
163	противном случае	2	2
164	однако при	1	2
165	к одному	1	2
166	без исключения	2	2
167	одно и	3	2
168	не следует	2	2
169	здесь мы	3	2
170	это не	4	2
171	и иных	1	2
172	и тем	4	2
173	к области	1	2
174	соответствии с	1	2
175	вовсе не	11	2
176	и того	5	2
177	одного и	4	2
178	высказывания как	7	2
179	сочетании с	1	2
180	с точки	13	2
181	высказывания и	11	2
182	по себе	3	2
183	и притом	1	2
184	текста но	1	2
185	не могло	1	2
186	мышления и	1	2
187	однако если	1	2
188	слова как	2	2
189	этих двух	1	2
190	внутренней и	2	2
191	не принадлежит	1	2
192	и для	7	2
193	места для	1	2
194	и о	2	2
195	здесь не	1	2
196	в себя	1	2
197	роль в	1	2
198	не с	2	2
199	к его	2	2
200	– и	5	2
201	мы в	1	2
202	если бы	11	2
203	и здесь	5	2
204	о том	3	2
205	всех подобных	1	2
206	особого рода	1	2
207	это было	2	2
208	к нему	5	2
209	во всех	6	2
210	или иначе	1	2
211	русской литературе	1	2
212	жизни –	1	2
213	соединении с	2	2
214	тот или	1	2
215	с одной	3	2
216	оказывается в	1	2
217	в большинстве	5	2
218	или иным	1	2
219	в диалоге	2	2
220	форм высказывания	2	2
221	во всей	1	2
222	в структуре	1	2
223	внутреннего мира	2	2
224	и даже	2	2
225	со стороны	1	2
226	в данный	1	2
227	между которыми	1	2
228	а именно	1	2
229	себя и	1	2
230	равной степени	1	2
231	одной стороны	3	2
232	а на	1	2
233	не на	2	2
234	о чем	2	2
235	на фоне	1	2
236	вместе с	2	2
237	так же	5	2
238	и особенно	2	2
239	к жизни	1	2
240	в той	5	2
241	могут быть	3	2
242	автором и	1	2
243	при условии	1	2
244	в следующей	2	2
245	к тому	6	2
246	здесь –	1	2
247	в равной	1	2
248	жизни в	1	2
249	одной из	3	2
250	что он	4	2
251	– как	5	2
252	можно говорить	1	1
253	также что	1	1
254	также и	1	1
255	таком случае	3	1
256	человека и	1	1
257	связана с	2	1
258	слова эта	1	1
259	тем же	4	1
260	конечно с	1	1
261	к другому	5	1
262	и до	3	1
263	иметь место	1	1
264	сливается с	1	1
265	одним из	2	1
266	явлением –	1	1
267	принадлежит только	2	1
268	той же	3	1
269	как целому	1	1
270	место лишь	1	1
271	вопрос о	2	1
272	и со	1	1
273	которое в	1	1
274	и помимо	1	1
275	и на	5	1
276	столь же	3	1
277	время в	1	1
278	бы то	4	1
279	в различных	3	1
280	является таким	1	1
281	литературы или	1	1
282	как система	3	1
283	совсем не	1	1
284	– а	1	1
285	– можно	1	1
286	системы языка	1	1
287	коем случае	2	1
288	оно –	1	1
289	для обозначения	1	1
290	для других	3	1
291	если в	1	1
292	значение для	1	1
293	оно является	2	1
294	или иное	1	1
295	на то	4	1
296	отнюдь не	8	1
297	в истории	3	1
298	в центре	1	1
299	и соответствующих	1	1
300	независимо от	2	1
301	высказывания мы	1	1
302	и где	1	1
303	переживания и	4	1
304	чего нет	1	1
305	такое слово	1	1
306	могли бы	1	1
307	высказывание есть	1	1
308	которого только	1	1
309	искусство и	1	1
310	добро и	1	1
311	то в	1	1
312	к чему	1	1
313	в условиях	1	1
314	что это	2	1
315	обратное влияние	4	1
316	из этих	1	1
317	и принципиальной	1	1
318	следующей главе	2	1
319	с их	1	1
320	данном контексте	2	1
321	как основной	1	1
322	ее как	1	1
323	не могла	1	1
324	т.е не	2	1
325	исходит из	3	1
326	что она	1	1
327	в статье	1	1
328	и последовательное	1	1
329	но именно	1	1
330	эта система	2	1
331	весьма сложного	1	1
332	свою собственную	1	1
333	переживания –	2	1
334	художественного высказывания	1	1
335	в силу	1	1
336	том числе	1	1
337	ни были	1	1
338	человека –	1	1
339	является не	5	1
340	стороны бытия	1	1
341	время эти	1	1
342	бы они	1	1
343	подход к	2	1
344	то ни	5	1
345	не будет	3	1
346	что все	1	1
347	смысла в	1	1
348	различие между	2	1
349	речь в	4	1
350	не сможет	1	1
351	оно становится	2	1
352	сознание не	1	1
353	косвенной речи	13	1
354	большинстве случаев	5	1
355	сознания к	1	1
356	первую очередь	1	1
357	ко второму	1	1
358	было бы	4	1
359	претендуют на	1	1
360	имеющихся в	1	1
361	высказывание как	12	1
362	делает его	2	1
363	– над	2	1
364	внутреннее и	1	1
365	в них	1	1
366	нет в	1	1
367	рядом с	2	1
368	с тем	1	1
369	он и	2	1
370	как целого	3	1
371	– конститутивный	1	1
372	остается в	1	1
373	от своего	2	1
374	другим и	1	1
375	или точнее	1	1
376	это ощущение	1	1
377	произведения –	1	1
378	мы конечно	1	1
379	в котором	3	1
380	к предмету	1	1
381	и читателя	1	1
382	большей степени	1	1
383	себе а	1	1
384	не как	3	1
385	от его	1	1
386	– только	1	1
387	действительности –	1	1
388	другой –	1	1
389	ситуацией высказывания	1	1
390	объективного мира	1	1
391	но во	1	1
392	друг другу	1	1
393	и более	7	1
394	произведения в	1	1
395	этой внутренней	1	1
396	их отношении	1	1
397	и вся	1	1
398	у нее	1	1
399	есть деятельность	1	1
400	до известной	1	1
401	два полюса	1	1
402	ее не	1	1
403	по крайней	2	1
404	не имеет	3	1
405	дело в	1	1
406	одна из	7	1
407	и сама	1	1
408	восприятия но	1	1
409	ясность и	1	1
410	которых и	2	1
411	только и	1	1
412	в самой	1	1
413	поскольку оно	1	1
414	и речевой	1	1
415	с одним	1	1
416	от него	2	1
417	ему и	1	1
418	этих случаях	1	1
419	связи с	13	1
420	авторское высказывание	1	1
421	разрешения проблемы	1	1
422	из того	1	1
423	– так	2	1
424	не ее	1	1
425	и делает	1	1
426	ее внутренней	1	1
427	не является	8	1
428	и оценки	1	1
429	в каком	3	1
430	ему не	1	1
431	данном высказывании	1	1
432	у нас	3	1
433	настоящего времени	2	1
434	в коем	2	1
435	интонации и	3	1
436	разрыв между	2	1
437	не могут	1	1
438	когда мы	1	1
439	и существенно	1	1
440	ли не	1	1
