1	с точки зрения	8	15
2	в этом смысле	5	9
3	в том что	10	7
4	в то же	3	7
5	то же время	3	7
6	в этом отношении	3	5
7	в конце концов	3	4
8	на самом деле	2	3
9	сами по себе	1	3
10	в зависимости от	4	3
11	можно было бы	9	3
12	не может быть	4	3
13	но это не	1	3
14	бы то ни	1	3
15	во всяком случае	5	3
16	в лучшем случае	3	2
17	с самого начала	1	2
18	хотя бы и	2	2
19	то ни было	1	2
20	в отличие от	2	2
21	до сих пор	1	2
22	потому что он	2	2
23	по крайней мере	6	2
24	потому что она	1	2
25	для того чтобы	8	2
26	можно сказать что	2	2
27	в данном случае	1	2
28	в самом деле	7	2
29	в то время	1	2
30	само по себе	5	2
31	с другой стороны	7	2
32	о том что	1	2
33	не потому что	1	2
34	только то что	1	2
35	в большинстве случаев	1	2
36	заключается в том	1	2
37	и в частности	1	1
38	какой бы то	1	1
39	а прежде всего	1	1
40	в противном случае	1	1
41	дело в том	1	1
42	не только в	4	1
43	но конечно и	1	1
44	смысле этого слова	1	1
45	но с другой	1	1
46	не могут быть	1	1
47	и то что	1	1
48	того или иного	2	1
49	самом деле это	1	1
50	по сравнению с	1	1
51	другой стороны эта	1	1
52	как впрочем и	1	1
53	нет и в	1	1
54	то что я	1	1
55	зависимости от того	1	1
56	и не только	1	1
57	ни на минуту	1	1
58	с полным правом	1	1
59	может быть и	1	1
60	и как можно	1	1
61	свое выражение в	1	1
62	что в самом	1	1
63	потому что у	1	1
64	в том чтобы	1	1
65	сказать что для	1	1
66	по природе своей	1	1
67	в своей книге	1	1
68	исходит из предпосылки	1	1
69	лишает их всякой	1	1
70	в значительной степени	1	1
71	все это в	1	1
72	а следовательно и	2	1
73	и перед нами	1	1
74	к тому что	1	1
75	с этой точки	2	1
76	и к этому	1	1
77	и никогда не	1	1
78	то время как	1	1
79	было бы привести	2	1
80	в том и	1	1
81	хотя и не	1	1
82	в своих записках	1	1
83	может быть это	1	1
84	не в том	1	1
85	было бы сказать	1	1
86	он должен быть	1	1
87	они ни были	1	1
88	тех или иных	1	1
89	да и по	1	1
90	ценный материал для	1	1
91	точно так же	3	1
92	в известном смысле	1	1
93	что он говорит	1	1
94	новые и новые	1	1
95	так же как	2	1
96	этой точки зрения	2	1
97	несмотря на их	1	1
98	на этот вопрос	2	1
99	совершенно новый тип	1	1
100	но все же	2	1
101	и еще не	1	1
102	если бы я	1	1
103	что все эти	3	1
104	резко отличен от	1	1
105	легко заметить что	1	1
106	это однако не	1	1
107	на первом месте	1	1
108	но он не	1	1
109	можно говорить о	1	1
110	но для того	1	1
111	потому что не	1	1
112	может быть только	2	1
113	то же что	1	1
114	сводит его к	1	1
115	тем что он	2	1
116	в пределах своего	1	1
117	но не только	1	1
118	тем или иным	1	1
