N	2gram	Propp_Morf_1	Myshleni
1	в том	6	33
2	том что	4	27
3	точки зрения	2	26
4	то что	8	20
5	в этом	14	19
6	с точки	2	18
7	того что	3	17
8	не только	4	15
9	и в	13	15
10	таким образом	21	14
11	что в	8	14
12	того чтобы	3	12
13	что он	4	12
14	мы не	8	10
15	в целом	3	10
16	было бы	3	10
17	для того	2	10
18	но и	4	10
19	мы можем	2	10
20	в сущности	3	9
21	о том	2	9
22	связи с	10	9
23	может быть	52	9
24	что мы	2	9
25	не может	14	9
26	не является	3	9
27	с но	1	8
28	не в	3	8
29	так и	6	8
30	если бы	2	8
31	и что	2	8
32	он не	3	7
33	высшей степени	1	7
34	в высшей	1	7
35	к тому	4	7
36	с одной	1	7
37	потому что	3	7
38	одной стороны	1	7
39	как бы	3	7
40	и не	12	7
41	во всяком	2	7
42	самом деле	4	6
43	мы уже	1	6
44	по отношению	4	6
45	в этой	2	6
46	мы должны	3	6
47	и к	4	6
48	что это	1	6
49	отношение между	1	6
50	на то	2	6
51	как и	3	6
52	всяком случае	2	6
53	точку зрения	1	6
54	что эта	2	6
55	как мы	6	6
56	в виду	1	6
57	но в	2	6
58	если мы	5	6
59	мы находим	1	6
60	вовсе не	4	6
61	с другой	8	6
62	на этот	1	6
63	там где	5	6
64	в частности	2	6
65	как это	3	6
66	в связи	9	6
67	сказать что	2	6
68	смысле слова	4	5
69	показать что	4	5
70	то же	7	5
71	вопрос о	7	5
72	говорит что	1	5
73	приводит к	2	5
74	это не	6	5
75	что с	1	5
76	во всей	1	5
77	можно было	2	5
78	и даже	1	5
79	этот вопрос	2	5
80	и их	2	5
81	друг друга	3	5
82	и др	10	5
83	с помощью	1	5
84	по существу	12	5
85	отношению к	4	5
86	связана с	3	4
87	хотя бы	4	4
88	что его	2	4
89	с его	2	4
90	из этих	1	4
91	независимо от	3	4
92	как в	3	4
93	все же	7	4
94	могли бы	1	4
95	в которой	3	4
96	в них	1	4
97	несмотря на	4	4
98	в своей	1	4
99	значение для	1	4
100	к этому	3	4
101	их в	1	4
102	даже в	1	4
103	не имеет	2	4
104	того как	2	4
105	и его	1	4
106	в совершенно	1	4
107	и с	1	4
108	на вопрос	2	4
109	мы видим	13	4
110	так как	16	4
111	только в	2	4
112	который в	2	4
113	в качестве	5	4
114	для всех	1	4
115	в начале	3	4
116	при помощи	9	4
117	как раз	1	4
118	в предисловии	1	4
119	а с	2	4
120	прежде всего	9	4
121	так же	3	4
122	для нас	2	4
123	а в	7	4
124	на самом	4	3
125	и до	1	3
126	собственном смысле	3	3
127	мы имеем	9	3
128	и ее	3	3
129	он сам	1	3
130	мы будем	3	3
131	что они	2	3
132	что именно	1	3
133	с этим	11	3
134	животных и	3	3
135	все эти	2	3
136	но на	1	3
137	что она	2	3
138	при этом	1	3
139	логической неизбежностью	1	3
140	состоит в	2	3
141	и по	2	3
142	об этом	4	3
143	те же	1	3
144	с другими	1	3
145	о которых	1	3
146	во время	6	3
147	в которых	2	3
148	но эта	1	3
149	к развитию	1	3
150	из которых	3	3
151	вытекает из	1	3
152	этом отношении	1	3
153	в основе	1	3
154	детей в	1	3
155	с логической	2	3
156	что при	2	3
157	данном случае	1	3
158	в собственном	3	3
159	действия и	1	3
160	с собой	3	3
161	из двух	2	3
162	ничего не	4	3
163	но мы	3	3
164	одной из	1	3
165	но не	4	3
166	рассматриваться как	2	3
167	из них	3	3
168	для него	1	3
169	отличие от	1	3
170	со стороны	3	3
171	только что	2	3
172	а не	11	3
173	в данном	1	3
174	только для	1	3
175	не существует	3	3
176	или в	4	3
177	в результате	7	3
178	и все	1	3
179	действительно не	1	3
180	чем это	2	3
181	к этой	1	3
182	не можем	1	3
183	они не	1	3
184	ли можно	1	2
185	ту же	2	2
186	также и	4	2
187	увидим ниже	5	2
188	и есть	2	2
189	есть нечто	3	2
190	говорить о	3	2
191	эта функция	4	2
192	которые он	1	2
193	во всех	4	2
194	которые не	1	2
195	в течение	1	2
196	наряду с	5	2
197	относятся к	2	2
198	перед нами	10	2
199	в полном	1	2
200	целый ряд	3	2
201	как уже	2	2
202	вопросом о	1	2
203	и как	5	2
204	более или	2	2
205	следующим образом	3	2
206	увидим что	1	2
207	к чему	3	2
208	представляет собой	17	2
209	или во	1	2
210	в себе	1	2
211	но ведь	1	2
212	этот вывод	1	2
213	свою собственную	1	2
214	он должен	2	2
215	в силу	1	2
216	и более	1	2
217	что каждая	1	2
218	друг с	1	2
219	для данной	1	2
220	подобно тому	6	2
221	в другом	2	2
222	на все	1	2
223	в ином	2	2
224	ни в	1	2
225	с такой	1	2
226	должно быть	1	2
227	в один	3	2
228	и тогда	1	2
229	нисколько не	1	2
230	или менее	2	2
231	в этих	13	2
232	но если	7	2
233	для данного	1	2
234	сам с	1	2
235	находится в	1	2
236	вопрос не	2	2
237	больше чем	1	2
238	под этим	1	2
239	или как	1	2
240	иными словами	1	2
241	к ней	1	2
242	во всем	1	2
243	не потому	1	2
244	с другом	1	2
245	является то	1	2
246	меня на	1	2
247	не могут	4	2
248	могут быть	16	2
249	но все	3	2
250	в других	3	2
251	же самое	1	2
252	с ее	1	2
253	без всякого	2	2
254	как по	1	2
255	можно сомневаться	1	2
256	когда в	1	2
257	можно сказать	2	2
258	функция а	1	2
259	есть функция	1	2
260	а также	4	2
261	самому себе	1	2
262	общий принцип	1	2
263	раньше чем	3	2
264	в его	1	2
265	что и	7	2
266	в другой	1	2
267	что здесь	1	2
268	как например	2	2
269	образом как	1	2
270	как нечто	1	2
271	и тем	2	2
272	следует за	2	2
273	каким образом	1	2
274	не дает	1	2
275	на одном	1	2
276	в одном	1	2
277	от действия	1	2
278	у него	1	2
279	случае не	3	2
280	должны будем	2	2
281	как при	1	2
282	заметить что	8	2
283	тем что	4	2
284	от того	3	2
285	были бы	1	2
286	как функция	1	2
287	в некоторых	3	2
288	на которых	1	2
289	на эту	1	2
290	становится на	1	2
291	видит в	1	2
292	чем в	1	2
293	тому как	5	2
294	что же	2	2
295	думается что	1	2
296	в первой	1	2
297	с этой	1	2
298	на которой	1	2
299	и развития	1	2
300	но для	2	2
301	но с	1	2
302	и для	2	2
303	однако и	1	2
304	так называемых	2	2
305	в отдельных	3	2
306	не представляет	1	2
307	бы они	2	2
308	по пути	1	2
309	он представляет	1	2
310	гете в	1	2
311	мы увидим	8	2
312	ее в	1	2
313	он получает	1	1
314	лишь после	2	1
315	этой формы	3	1
316	тех же	4	1
317	имеет в	1	1
318	что эти	2	1
319	к созданию	1	1
320	и этот	1	1
321	по его	1	1
322	она в	2	1
323	на первый	3	1
324	или наоборот	1	1
325	связаны между	1	1
326	на первом	1	1
327	оказалось невозможным	1	1
328	до него	1	1
329	ответить на	1	1
330	о формах	2	1
331	которыми она	1	1
332	так чтобы	1	1
333	а для	1	1
334	вместо того	1	1
335	один пример	1	1
336	и со	1	1
337	очень давно	1	1
338	следовательно в	1	1
339	и то	1	1
340	и на	1	1
341	он был	1	1
342	между собой	4	1
343	здесь не	2	1
344	бы то	3	1
345	в чем	1	1
346	а после	1	1
347	видим таким	1	1
348	то мы	4	1
349	одним словом	1	1
350	друг к	2	1
351	коем случае	1	1
352	но как	2	1
353	друг на	2	1
354	явлений и	1	1
355	и сл	1	1
356	не входит	1	1
357	ответ на	1	1
358	какой степени	1	1
359	а и	3	1
360	случай в	2	1
361	это и	2	1
362	чем же	1	1
363	более чем	1	1
364	в той	1	1
365	данный момент	1	1
366	вот как	1	1
367	заметим кстати	1	1
368	которые можно	1	1
369	совершенно другой	1	1
370	более и	1	1
371	можно предположить	1	1
372	и где	1	1
373	и наконец	1	1
374	и тот	1	1
375	не удалось	1	1
376	помощью этого	1	1
377	развития все	1	1
378	как таковое	2	1
379	следует сказать	1	1
380	от самого	1	1
381	смысла но	1	1
382	та же	2	1
383	не будем	4	1
384	привести к	1	1
385	формы в	1	1
386	в нашем	3	1
387	учение о	3	1
388	характере этого	1	1
389	нами в	2	1
390	бы только	1	1
391	только один	1	1
392	может лежать	1	1
393	предметов и	1	1
394	имеем в	6	1
395	подобным образом	1	1
396	связанные с	1	1
397	ожидать что	1	1
398	особую функцию	1	1
399	момента в	1	1
400	и вот	1	1
401	мало того	1	1
402	приходим к	2	1
403	постольку поскольку	1	1
404	и независимо	1	1
405	на этом	3	1
406	случае если	1	1
407	одно и	1	1
408	в основу	2	1
409	котором говорит	1	1
