N	4gram	Trubetskoy_1	Myshleni
1	одного и того же	1	4
2	вместе с тем и	1	4
3	состоит в том что	1	3
4	ни один из этих	1	3
5	и вместе с тем	3	2
6	с этой точки зрения	2	2
7	что мы знаем о	1	2
8	все что мы знаем	1	2
9	но тем не менее	1	1
10	совершенно так же как	1	1
11	бы то ни было	2	1
12	ничем не отличаются от	1	1
13	в том числе и	4	1
14	указывает на то что	1	1
15	во всяком случае не	3	1
16	а вместе с тем	1	1
17	с одной стороны с	1	1
18	в связи с тем	1	1
19	во всяком случае в	1	1
20	одном и том же	1	1
21	и даже там где	1	1
22	все более и более	1	1
