N	3gram	Trubetskoy_1	Problemy
1	то же время	2	12
2	в то же	2	12
3	на самом деле	7	10
4	с самого начала	1	8
5	не может быть	3	6
6	по отношению к	9	5
7	во всяком случае	2	5
8	с точки зрения	8	4
9	бы то ни	2	4
10	то ни было	2	4
11	а между тем	8	3
12	в самом деле	5	3
13	он не может	2	3
14	по крайней мере	1	3
15	в высшей степени	1	3
16	в конце концов	4	3
17	мы уже говорили	1	3
18	и все это	1	3
19	с другой стороны	4	3
20	и в нем	1	3
21	смысле этого слова	1	2
22	еще далеко не	1	2
23	время от времени	2	2
24	в этом случае	4	2
25	и не может	1	2
26	вместе с тем	2	2
27	друг на друга	1	2
28	а может быть	1	2
29	как и все	2	2
30	уже говорили что	1	2
31	как мы знаем	1	2
32	каждый из них	1	2
33	что он сам	1	2
34	а не в	1	2
35	о том что	4	2
36	и что все	1	2
37	тем не менее	4	2
38	друг с другом	9	2
39	к тому же	5	2
40	для этого необходимо	1	2
41	именно потому что	2	2
42	как мы видели	1	2
43	хотя и не	1	1
44	в своих собственных	1	1
45	точки зрения на	1	1
46	и в целом	1	1
47	и для самого	1	1
48	том что все	2	1
49	если бы тот	1	1
50	в том и	2	1
51	самого начала в	1	1
52	в том же	3	1
53	что же касается	2	1
54	из него все	1	1
55	до сих пор	8	1
56	в целом в	1	1
57	в его душе	1	1
58	заключают в себе	1	1
59	не только с	1	1
60	а так как	1	1
61	но для этого	1	1
62	все же все	1	1
63	за то что	1	1
64	заключает в себе	2	1
65	рано или поздно	1	1
66	коснуться еще одной	1	1
67	благодаря тому что	1	1
68	несмотря на то	2	1
69	что он может	1	1
70	и то что	3	1
71	к одному из	1	1
72	к тому что	1	1
73	с такою же	1	1
74	в данном случае	3	1
75	и в каждый	1	1
76	в один из	1	1
77	но при этом	1	1
78	до конца не	1	1
79	и с этой	1	1
80	и то же	1	1
81	во всех отношениях	1	1
82	может быть и	4	1
83	одно и то	1	1
84	в нем не	1	1
85	так и для	2	1
86	друг к другу	2	1
87	но и с	1	1
88	всех тех кто	1	1
89	в тот же	1	1
90	том и в	1	1
91	и в том	2	1
92	именно с точки	1	1
93	мы видели что	1	1
94	этот народ и	1	1
95	это потому что	1	1
96	может быть не	1	1
97	между этими двумя	2	1
98	все это без	1	1
99	из которых каждый	1	1
100	все эти слова	1	1
101	как и в	2	1
102	в свою очередь	2	1
103	к которому вы	1	1
104	и того же	3	1
105	в этом я	1	1
106	у него с	2	1
107	не только не	1	1
108	из всех сил	1	1
109	по его мнению	1	1
110	но все же	2	1
111	как бы ни	1	1
112	на то что	7	1
113	одного и того	3	1
114	для того чтобы	7	1
115	в том что	15	1
116	что это действительно	1	1
117	и в другом	1	1
