N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	25
2	вместе с	1	22
3	что он	5	22
4	и т	2	20
5	может быть	10	17
6	мы имеем	3	14
7	не только	26	13
8	но и	15	13
9	в его	6	12
10	уже не	4	11
11	и не	14	11
12	в этом	13	10
13	тем что	1	10
14	все же	6	10
15	и его	3	9
16	в виде	2	9
17	с другой	5	9
18	таким образом	5	9
19	героя в	6	9
20	еще не	2	8
21	все эти	3	8
22	что в	4	8
23	на него	5	8
24	связи с	1	8
25	и что	2	8
26	том что	13	8
27	представляет собой	16	7
28	в нем	5	7
29	как и	4	7
30	во время	2	7
31	потому что	2	7
32	о том	5	7
33	и здесь	2	7
34	то что	8	7
35	только в	11	7
36	с одной	5	7
37	в качестве	14	7
38	превращается в	2	7
39	одной стороны	5	7
40	но это	2	7
41	в частности	11	7
42	как в	5	6
43	в нее	1	6
44	это не	3	6
45	не может	8	6
46	в этих	1	6
47	не в	8	6
48	и он	2	6
49	что и	2	6
50	себя в	2	6
51	прежде всего	6	6
52	или в	1	6
53	в том	14	6
54	например в	1	5
55	ясно что	1	5
56	мы не	2	5
57	в ней	2	5
58	но не	3	5
59	что это	4	5
60	здесь мы	1	5
61	входит в	1	5
62	миф о	1	5
63	как мы	1	5
64	него и	1	5
65	связано с	1	5
66	так же	2	5
67	в него	2	5
68	для нас	2	5
69	же как	2	4
70	то же	4	4
71	в ее	4	4
72	в которой	1	4
73	он не	5	4
74	что все	1	4
75	и тем	5	4
76	не всегда	1	4
77	тем не	5	4
78	не менее	4	4
79	что у	2	4
80	наряду с	1	4
81	с ним	4	4
82	а именно	1	4
83	если не	2	4
84	герой в	1	4
85	все это	1	4
86	в связи	1	4
87	мы должны	1	4
88	в которых	1	3
89	его не	1	3
90	на себя	1	3
91	ему в	2	3
92	и как	1	3
93	его к	1	3
94	в целом	3	3
95	в этой	4	3
96	их в	1	3
97	на этом	1	3
98	но уже	1	3
99	в то	5	3
100	этого обряда	1	3
101	но эти	1	3
102	для того	1	3
103	что при	1	3
104	представляют собой	2	3
105	того чтобы	3	3
106	в себя	4	3
107	на том	3	3
108	никогда не	6	3
109	и с	1	3
110	о нем	3	3
111	но мы	1	3
112	к нему	1	3
113	в форме	5	3
114	в другой	1	3
115	представления о	2	3
116	см гл	1	3
117	никто не	1	3
118	но оно	1	3
119	и все	4	3
120	и она	1	3
121	в данном	10	3
122	а в	9	3
123	в свою	2	3
124	героя и	2	3
125	не превращается	1	3
126	они не	2	3
127	о герое	3	2
128	того же	1	2
129	самом деле	3	2
130	он может	2	2
131	во сне	2	2
132	одним из	1	2
