N	2gram	Voloshinov_1	Literetu
1	а не	1	20
2	и в	3	19
3	может быть	1	17
4	то же	1	12
5	и не	1	11
6	но и	1	10
7	в то	1	9
8	же время	1	9
9	не может	4	9
10	не только	1	8
11	и на	1	6
12	не менее	1	6
13	для него	1	4
14	точки зрения	1	4
15	в ней	1	4
16	в его	1	4
17	один из	2	4
18	с точки	1	3
19	если в	2	2
20	в каждом	1	2
21	сравнении с	1	2
22	и поэтика	1	1
23	ни один	1	1
24	в иную	1	1
25	с другими	1	1
26	о художественной	1	1
27	вещей и	1	1
28	тому что	1	1
29	связи с	1	1
30	к тому	1	1
31	можно и	1	1
32	в особенности	1	1
33	искусство как	1	1
34	на нее	1	1
35	во второй	1	1
36	бы в	1	1
37	в школе	1	1
38	нет и	1	1
39	художественного целого	1	1
40	и все	1	1
41	в системе	1	1
42	о литературе	1	1
43	можно назвать	1	1
44	русской литературы	1	1
45	аудитории и	1	1
