N	2gram	Bakhtin_Pr_1	Formalny
1	т е	21	34
2	и в	29	24
3	художественного произведения	1	23
4	в его	24	23
5	прежде всего	7	22
6	и не	31	20
7	так и	7	18
8	и пр	3	17
9	точки зрения	19	16
10	не может	12	16
11	в этом	22	15
12	в нем	19	14
13	может быть	24	14
14	таким образом	12	13
15	на почве	3	13
16	с точки	13	13
17	и т	4	12
18	в своем	8	11
19	как и	12	11
20	в своей	8	11
21	в их	3	11
22	должно быть	4	11
23	социальной жизни	2	11
24	в ней	2	10
25	то же	14	10
26	вовсе не	7	10
27	настоящее время	1	10
28	и ее	2	10
29	и его	14	10
30	и их	1	10
31	литературное произведение	1	10
32	а не	22	10
33	в настоящее	1	10
34	в то	10	9
35	в процессе	4	9
36	идеологического творчества	2	9
37	социальной действительности	1	9
38	и потому	6	9
39	все это	6	9
40	и на	7	8
41	как в	6	8
42	т д	1	8
43	и с	4	8
44	лишь в	1	8
45	не в	7	8
46	произведения в	2	8
47	его целом	6	8
48	же время	9	8
49	в ее	1	8
50	произведения и	2	8
51	именно в	5	8
52	то что	15	8
53	в свою	1	8
54	на самом	5	7
55	должна быть	5	7
56	не только	15	7
57	место в	1	7
58	жизни и	2	7
59	художественной конструкции	1	7
60	в содержании	1	7
61	в единстве	6	7
62	до конца	8	7
63	и от	2	7
64	но и	14	7
65	отношения к	3	6
66	еще не	5	6
67	самом деле	6	6
68	более или	1	6
69	в целом	6	6
70	все эти	9	6
71	в этой	4	6
72	как бы	19	6
73	входит в	7	6
74	как таковой	2	6
75	или менее	1	6
76	она не	7	6
77	свою очередь	1	6
78	в пределах	13	6
79	и здесь	3	6
80	до сих	2	6
81	художественной структуры	1	6
82	в том	8	6
83	было бы	5	6
84	в живом	1	6
85	сих пор	2	6
86	и все	1	6
87	среды в	1	6
88	а в	7	6
89	бы ни	1	5
90	хотя бы	2	5
91	во всех	1	5
92	но в	7	5
93	в самом	10	5
94	при этом	2	5
95	по себе	8	5
96	не могло	1	5
97	и до	3	5
98	у нас	1	5
99	должны быть	1	5
100	должен быть	1	5
101	как мы	4	5
102	искусства и	1	5
103	непосредственно в	2	5
104	что бы	1	5
105	в литературе	4	5
106	того что	1	5
107	со стороны	1	5
108	с другой	3	5
109	и др	5	5
110	художественной воли	4	5
111	со всею	2	5
112	лишь как	7	5
113	в искусстве	1	5
114	художественных произведений	1	4
115	на западе	2	4
116	с его	9	4
117	по отношению	8	4
118	идеологическое творчество	2	4
119	является лишь	4	4
120	в истории	2	4
121	независимо от	1	4
122	и к	2	4
123	в которой	2	4
124	не как	14	4
125	не из	3	4
126	в мире	6	4
127	с другими	7	4
128	друг друга	3	4
129	только и	1	4
130	как на	3	4
131	социальной группы	1	4
132	оно не	3	4
133	никогда не	3	4
134	если бы	9	4
135	для этого	1	4
136	познания и	1	4
137	мы увидим	1	4
138	всяком случае	3	4
139	конечно не	2	4
140	т п	3	4
141	одною из	1	4
142	в частности	1	4
143	отношению к	8	4
144	стороны и	1	4
145	с этой	2	4
146	быть и	1	4
147	что в	8	4
148	к этой	1	4
149	так же	6	4
150	во всяком	5	4
151	художественном произведении	1	3
152	это и	5	3
153	изображения и	6	3
154	мы не	1	3
155	зависимости от	5	3
156	бы то	2	3
157	но не	9	3
158	отношение к	2	3
159	как к	3	3
160	все же	9	3
161	и как	7	3
162	и наконец	4	3
163	и отчасти	1	3
164	в идеологической	1	3
165	в себе	7	3
166	в европейском	1	3
167	так сказать	4	3
168	он не	5	3
169	перестает быть	4	3
170	литературных произведений	1	3
171	произведении как	1	3
172	всех этих	2	3
173	он должен	1	3
174	становления и	1	3
175	в каждом	8	3
176	то ни	2	3
177	его в	6	3
178	подходит к	2	3
179	в жизни	2	3
180	в них	3	3
181	со всей	1	3
