N	4gram	Tiupa_Hudo_1	Analitik
1	между повествователем и героем	1	3
2	в то же время	8	3
3	в том что он	1	2
4	и к себе самому	1	1
5	в конечном счете в	1	1
6	незаместимого места в мире	1	1
7	не в том что	1	1
8	предстают перед нами не	1	1
9	и точность словесного выражения	1	1
10	как субъекты этического выбора	1	1
11	есть на самом деле	1	1
12	раз в том что	1	1
13	совокупности факторов художественного впечатления	1	1
14	а между тем в	1	1
15	состоит как раз в	1	1
16	как раз в том	1	1
17	и дело здесь не	1	1
18	притча в паремию пословично-афористическую	1	1
19	впервые в русской литературе	1	1
20	не будем забывать что	1	1
21	нами не как объекты	1	1
22	а притча в паремию	1	1
23	анекдот конденсируется в остроту	1	1
24	но как субъекты этического	1	1
25	своего незаместимого места в	1	1
26	перед нами не как	1	1
27	том что он не	1	1
28	в паремию пословично-афористическую сентенцию	1	1
