N	2gram	Potebnia_M_1	Psycholo
1	то что	10	32
2	и в	39	31
3	в том	26	30
4	и т	6	26
5	то есть	42	26
6	что в	22	23
7	может быть	27	22
8	таким образом	13	20
9	при помощи	2	20
10	совершенно ясно	1	19
11	при этом	6	19
12	так как	21	18
13	не может	22	17
14	как и	9	16
15	том что	16	16
16	т п	4	16
17	и не	18	16
18	точки зрения	8	15
19	только в	25	14
20	не только	21	13
21	что и	6	13
22	а не	21	13
23	мы не	10	12
24	если мы	3	12
25	так же	5	12
26	в этом	15	12
27	с таким	1	11
28	в самом	3	11
29	не в	15	11
30	в области	1	11
31	могут быть	9	11
32	в сущности	2	10
33	на то	2	10
34	того что	8	10
35	потому что	52	10
36	самом деле	1	9
37	по себе	10	9
38	ни в	1	9
39	как в	10	9
40	показать что	1	8
41	т д	4	8
42	и что	10	8
43	никогда не	4	8
44	что мы	4	8
45	вместе с	8	8
46	все это	1	8
47	во всяком	3	8
48	только тогда	5	7
49	заключается в	3	7
50	на основании	2	7
51	сказать что	3	7
52	того чтобы	2	7
53	и его	5	7
54	о том	2	7
55	есть в	2	7
56	тому как	4	7
57	что он	1	7
58	этой теории	4	6
59	что это	3	6
60	зависимости от	1	6
61	очевидно что	3	6
62	из этих	4	6
63	что она	1	6
64	для того	3	6
65	было бы	12	6
66	если бы	14	6
67	в его	5	6
68	вслед за	1	6
69	всяком случае	1	6
70	вовсе не	5	6
71	и даже	4	6
72	одной стороны	3	6
73	а в	5	6
74	в психологии	1	6
75	и есть	2	5
76	в зависимости	1	5
77	то же	6	5
78	в ее	1	5
79	с одной	3	5
80	что всякое	1	5
81	в целом	2	5
82	и совершенно	1	5
83	подобно тому	3	5
84	показывает что	3	5
85	несмотря на	5	5
86	она не	3	5
87	в то	4	5
88	тогда когда	9	5
89	с и	3	5
90	как будто	2	5
91	то время	1	5
92	для нас	9	5
93	с другой	7	5
94	мы видим	4	5
95	в какой	1	5
96	отдельных лиц	2	5
97	так что	16	5
98	был бы	1	5
99	само по	4	5
100	совершенно не	1	5
101	как бы	6	5
102	этой точки	1	5
103	все же	6	5
104	и для	5	5
105	для выражения	1	5
106	и все	3	5
107	говорит что	1	5
108	другой стороны	5	5
109	же как	1	4
110	в котором	1	4
111	мы имеем	1	4
112	в которой	2	4
113	совпадает с	1	4
114	в виду	2	4
