N	3gram	Bakhtin_Pr_1	Problemy
1	к себе самому	1	13
2	человека из подполья	1	13
3	то же время	3	10
4	в то же	3	10
5	на самом деле	3	9
6	с самим собою	1	7
7	по отношению к	19	6
8	в творчестве достоевского	1	4
9	но в то	1	4
10	его отношение к	1	4
11	к нему и	2	4
12	на протяжении всего	1	4
13	и прежде всего	5	4
14	той или иной	2	4
15	а между тем	1	3
16	в этом смысле	3	3
17	и в самом	1	3
18	бы то ни	3	3
19	как бы уже	1	3
20	то ни было	2	3
21	в высшей степени	5	3
22	с другой стороны	4	3
23	и в нем	3	3
24	не может быть	11	3
25	может войти в	1	2
26	смысле этого слова	1	2
27	чего бы то	1	2
28	протяжении всего романа	1	2
29	с точки зрения	6	2
30	и не может	2	2
31	и в то	2	2
32	в отличие от	5	2
33	можно было бы	3	2
34	и не в	1	2
35	в другом направлении	1	2
36	и в этом	1	2
37	в его целом	5	2
38	так и в	2	2
39	ибо в нем	1	2
40	мы можем сказать	2	2
41	о мире и	1	2
42	подобно тому как	1	2
43	в большинстве случаев	5	2
44	как мы уже	1	2
45	в том что	3	2
46	можем сказать что	1	2
47	внутреннего и внешнего	1	2
48	в чем не	2	1
49	или хотя бы	1	1
50	то есть как	1	1
51	то есть не	1	1
52	а вовсе не	1	1
53	дело в том	1	1
54	к нему с	1	1
55	в самом деле	3	1
56	в том и	1	1
57	внутреннего человека как	1	1
58	в том же	2	1
59	может и не	2	1
60	самим собою и	1	1
61	в нем и	1	1
62	именно как слово	1	1
63	до сих пор	1	1
64	и в других	1	1
65	должно отметить что	5	1
66	не входит в	4	1
67	в целом в	1	1
68	в строгом смысле	2	1
69	в этом произведении	1	1
70	то что в	1	1
71	всего то что	1	1
72	в нем он	1	1
73	себе самому к	1	1
74	с ними в	1	1
75	от него он	1	1
76	что дело идет	1	1
77	не может но	1	1
78	со всех сторон	2	1
79	может быть и	1	1
80	к тому что	1	1
81	о том как	1	1
82	в значительной степени	1	1
83	то время как	1	1
84	мы уже указывали	1	1
85	в данном случае	4	1
86	к своему предмету	1	1
87	в ней в	1	1
88	вне себя как	1	1
89	во всем последующем	1	1
90	самом деле и	1	1
91	и как бы	1	1
92	и ничего не	1	1
93	художественное произведение в	3	1
94	во всех отношениях	1	1
95	в нем не	1	1
96	в этом направлении	1	1
97	не может и	2	1
98	том и в	1	1
99	и в том	1	1
100	строгом смысле этого	1	1
101	в свое время	1	1
102	в то время	1	1
103	еще нет здесь	1	1
104	в нем нет	1	1
105	чем иным как	1	1
106	раз и навсегда	1	1
107	и пр в	1	1
108	как и в	1	1
109	в свою очередь	1	1
110	и со всею	1	1
111	не чем иным	1	1
112	и понять его	1	1
113	себе и не	1	1
114	резко отличается от	1	1
115	ни в чем	2	1
116	можно сказать что	2	1
117	бы они ни	1	1
118	они ни были	1	1
119	но именно поэтому	1	1
120	не может обойтись	1	1
121	вопрос о том	1	1
122	тем не менее	3	1
123	это как бы	1	1
124	его же собственным	1	1
125	для того чтобы	2	1
126	лицом к лицу	1	1
127	независимо от их	1	1
128	то же самое	2	1
129	в этом отношении	2	1
130	мы еще не	1	1
131	с первого же	1	1
132	и в другом	1	1
