N	3gram	Potebnia_M_4	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	7	6
4	до сих пор	4	4
5	то есть в	2	4
6	с точки зрения	3	3
7	в этом отношении	1	3
8	даже и в	1	3
9	и др в	1	2
10	дело в том	1	2
11	на самом деле	3	2
12	но и в	1	2
13	на этот вопрос	2	2
14	в это время	1	2
15	с одной стороны	1	2
16	со второй половины	1	2
17	этот вопрос мы	1	2
18	в свое время	1	2
19	и в том	2	2
20	второй половины xix	1	2
21	всего того что	1	2
22	как бы ни	1	2
23	во второй половине	1	2
24	в большинстве случаев	2	2
25	можно сказать что	4	1
26	а между тем	4	1
27	нет и не	1	1
28	по отношению к	8	1
29	и до сих	2	1
30	в настоящее время	1	1
31	настоящего времени и	1	1
32	что такие явления	1	1
33	и не только	1	1
34	и еще более	1	1
35	имеет в виду	1	1
36	и не может	1	1
37	сами по себе	2	1
38	можно говорить о	1	1
39	никогда не были	1	1
40	на что не	1	1
41	к тому чтобы	1	1
42	разумеется не только	1	1
43	и не подозревает	1	1
44	и здесь мы	1	1
45	для нас в	1	1
46	может быть только	1	1
47	главным образом в	1	1
48	сказать что в	1	1
49	до известной степени	2	1
50	и многие другие	1	1
51	но при этом	1	1
52	не могут быть	2	1
53	половины xix века	1	1
54	в связи с	1	1
55	все более и	2	1
56	во всяком случае	3	1
57	до настоящего времени	1	1
58	с другой стороны	1	1
59	не может быть	5	1
60	в своем развитии	2	1
61	в них в	1	1
62	что мы уже	1	1
63	то же время	3	1
64	то есть из	1	1
65	никогда не может	1	1
66	в одном из	1	1
67	между тем и	3	1
68	можно выразить и	1	1
69	но нет и	1	1
70	более и более	2	1
71	бы они ни	1	1
72	для того чтобы	4	1
73	друг от друга	1	1
74	в то же	3	1
75	не представляется возможным	1	1
76	все то что	1	1
77	представления и понятия	1	1
78	не может стать	1	1
79	и так в	1	1
