N	4gram	Bakhtin_Pr_5	Problema
1	в то же время	10	3
2	бы то ни было	3	2
3	ни в чем не	1	2
4	не может и не	1	2
5	и в то же	2	2
6	дело в том что	1	1
7	мы можем сказать что	2	1
8	в строгом смысле этого	1	1
9	и в том и	1	1
10	в то время как	1	1
11	на самом деле и	1	1
12	и в другом направлении	1	1
13	но в то же	4	1
14	с самим собою и	1	1
15	том и в другом	1	1
16	не чем иным как	1	1
17	к себе самому к	1	1
18	строгом смысле этого слова	1	1
19	в том и в	1	1
20	на протяжении всего романа	2	1
21	бы они ни были	1	1
22	чего бы то ни	2	1
