N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	44
2	и в	38	33
3	в этом	15	28
4	и что	2	25
5	как бы	22	25
6	все время	1	24
7	для того	2	23
8	том что	3	22
9	того чтобы	2	22
10	может быть	26	22
11	что в	7	21
12	в том	8	21
13	о том	4	20
14	что он	2	20
15	и мы	1	15
16	только что	1	15
17	как это	2	14
18	что это	2	13
19	таким образом	10	13
20	то есть	46	13
21	так же	1	13
22	и не	42	13
23	все это	3	13
24	сказать что	4	13
25	самом деле	6	12
26	в самом	7	12
27	было бы	8	12
28	все то	3	12
29	к тому	1	12
30	и все	3	12
31	он не	3	11
32	что все	2	11
33	на то	2	10
34	если бы	3	10
35	в его	43	10
36	не может	27	10
37	то же	5	9
38	в этой	1	9
39	и если	1	9
40	по себе	1	9
41	вместе с	1	8
42	характера и	2	8
43	показать что	2	7
44	в своем	5	7
45	не только	9	7
46	в нем	15	7
47	и только	4	7
48	до конца	1	7
49	для нас	1	7
50	и т	14	6
51	на самом	4	6
52	в ней	4	6
53	все эти	5	6
54	в себе	4	6
55	и вот	1	6
56	точки зрения	8	6
57	но он	1	6
58	что эта	2	6
59	тому что	1	6
60	в самой	2	6
61	же самое	2	6
62	это не	5	6
63	а не	5	6
64	что мы	1	6
65	мы должны	2	6
66	это и	1	5
67	мы уже	1	5
68	в целом	3	5
69	и на	3	5
70	все же	6	5
71	целый ряд	1	5
72	и как	8	5
73	как он	1	5
74	и может	1	5
75	ясно что	3	5
76	как и	7	5
77	нисколько не	1	5
78	никогда не	5	5
79	и его	16	5
80	и это	3	5
81	мы будем	3	5
82	с ним	5	5
83	в какой	2	5
84	вовсе не	2	5
85	мы можем	6	5
86	связь с	3	5
87	из этого	1	5
88	и есть	2	4
89	в которой	1	4
90	я не	2	4
91	с совершенно	2	4
92	могла бы	1	4
93	это было	1	4
94	с тем	1	4
95	и уже	1	4
96	слова и	3	4
97	в своей	7	4
98	с точки	6	4
99	одна из	2	4
100	на него	3	4
101	а в	6	4
102	у нас	2	4
103	так например	1	4
104	как мы	7	4
105	и о	5	4
106	что у	1	4
107	можно было	4	4
108	даны в	1	4
109	не просто	1	4
110	того что	2	4
111	в двух	2	4
112	этот вопрос	1	4
113	только в	13	4
114	себя в	2	4
115	и других	2	4
116	но совершенно	2	4
117	из них	1	4
118	по поводу	2	4
119	что не	4	4
120	смысла и	1	4
121	художественной формы	9	4
122	в частности	2	4
123	совершенно не	7	4
124	жизни и	1	4
125	это в	1	4
126	к этому	2	4
127	в таком	3	4
128	например в	3	3
129	идет о	1	3
130	и за	1	3
131	говорить о	3	3
132	и он	2	3
133	события в	1	3
134	слова как	1	3
135	но не	12	3
136	к которой	1	3
137	значение имеет	3	3
138	как в	4	3
139	не можем	2	3
140	на этом	2	3
141	здесь мы	2	3
142	его в	9	3
143	ни в	11	3
144	этого слова	1	3
145	ни одной	1	3
146	далеко не	5	3
147	должно быть	5	3
148	обратимся к	1	3
149	всех этих	1	3
150	но если	1	3
151	мы в	3	3
152	в которых	1	3
153	бы мы	1	3
154	т п	13	3
155	тем самым	4	3
156	она не	2	3
157	в то	4	3
158	в основе	5	3
159	мы все	1	3
160	в самых	1	3
161	ли это	1	3
162	материала в	10	3
163	и для	11	3
164	с ее	1	3
165	в пределах	6	3
166	в мире	3	3
167	так и	5	3
168	и здесь	2	3
169	что и	2	3
170	во всей	1	3
171	том как	2	3
172	дело с	6	3
173	с одной	3	3
174	конечно не	5	3
175	в виде	2	3
176	был бы	1	3
177	в одном	1	3
178	сами по	1	3
179	не для	1	3
180	тем что	2	3
181	до сих	1	3
182	но и	9	3
183	на этот	1	3
184	здесь в	2	3
185	обратиться к	1	3
186	не было	2	3
187	одной стороны	3	3
188	из которых	2	3
189	видит в	1	3
190	в той	1	3
191	смысле этого	1	3
192	да и	3	3
193	сих пор	1	3
194	что оно	2	3
195	трагедии как	1	3
196	к этой	1	3
197	в своих	2	3
198	нем нет	1	2
199	также и	3	2
200	все остальное	1	2
201	он может	2	2
202	из его	1	2
203	все те	1	2
204	а как	3	2
205	мы имеем	2	2
206	нам в	1	2
207	так чтобы	1	2
208	время как	1	2
209	и ее	2	2
210	столь же	2	2
211	бы то	3	2
212	с его	2	2
213	во всех	11	2
214	точка зрения	3	2
215	иметь дело	2	2
216	себе и	1	2
217	оно является	1	2
218	она есть	1	2
219	в художественном	20	2
220	и наконец	6	2
221	не в	7	2
222	и к	3	2
223	в действительности	1	2
224	но в	4	2
225	тому как	1	2
226	бы и	1	2
227	всего романа	1	2
228	бы не	2	2
229	нами в	2	2
230	если он	1	2
231	при этом	5	2
232	т д	1	2
233	едва ли	3	2
234	в нее	1	2
235	есть конечно	1	2
236	в них	5	2
237	о которых	2	2
238	но вся	1	2
239	творческий акт	1	2
240	не больше	3	2
241	которую он	1	2
242	остается совершенно	1	2
243	можно найти	1	2
244	в котором	2	2
245	в их	10	2
246	но которые	2	2
247	место в	8	2
248	вопрос о	1	2
249	и эти	1	2
250	быть не	1	2
251	же мы	1	2
252	не имеет	9	2
253	и именно	2	2
254	же время	3	2
255	может его	1	2
256	и является	1	2
257	во всем	2	2
258	только с	1	2
259	есть только	2	2
260	к событию	1	2
261	как только	3	2
262	могли бы	1	2
263	к такому	1	2
264	без всякого	1	2
265	в ее	4	2
266	действия и	1	2
267	то время	1	2
268	на нее	1	2
269	и с	17	2
270	в художественный	1	2
271	ничего не	6	2
272	мире в	1	2
273	можно сказать	2	2
274	но может	1	2
275	образом в	1	2
276	в виду	4	2
277	о ней	1	2
278	понять как	1	2
279	материала и	2	2
280	какое значение	1	2
281	и смысл	1	2
282	и трагедии	1	2
283	мы увидим	3	2
284	ли он	1	2
285	почти все	1	2
286	связи с	2	2
287	в нашей	2	2
288	не все	2	2
289	его и	1	2
290	дело и	5	2
291	событие в	2	2
292	именно как	1	2
293	с другой	7	2
294	на ее	3	2
295	именно в	1	2
296	в каких	2	2
297	прежде всего	13	2
298	а на	1	2
299	создания и	1	2
300	не на	5	2
301	линии и	1	2
302	была бы	2	2
303	и психологически	1	2
304	материал и	2	2
305	до этого	1	2
306	и потому	4	2
307	в тех	3	2
308	есть как	1	2
309	слов в	1	2
310	по существу	2	2
311	для понимания	2	2
312	критики и	1	2
313	и формы	1	2
314	события а	1	2
315	на самой	1	2
316	не является	3	2
317	и от	3	2
318	в результате	1	2
319	его не	2	2
320	ее и	1	2
321	хотя бы	4	2
322	все они	5	2
323	слово в	2	2
324	и эта	2	2
325	другой стороны	4	2
326	в характере	1	2
327	какой мере	2	2
328	в искусстве	12	2
329	он совершенно	1	1
330	второго направления	1	1
331	себя как	5	1
332	художественном произведении	5	1
333	зависимость от	1	1
334	человека и	1	1
335	художественного произведения	11	1
336	пытаются понять	1	1
337	не остается	2	1
338	и должны	2	1
339	дело во	1	1
340	так относится	1	1
341	от самого	1	1
342	в первом	1	1
343	лежащая в	1	1
344	к другому	1	1
345	момент а	1	1
346	не имеют	2	1
347	от которых	1	1
348	действительности и	3	1
349	к созданию	1	1
350	через эти	1	1
351	другим как	1	1
352	есть не	2	1
353	со всех	2	1
354	и значение	2	1
355	из всего	1	1
356	к художественному	4	1
357	правильного понимания	2	1
358	от художественного	1	1
359	перескакивая от	1	1
360	которую мы	3	1
361	не имеющая	1	1
362	формой содержания	1	1
363	что иное	1	1
364	завершение и	2	1
365	и со	1	1
366	что можно	1	1
367	которое в	1	1
368	так называемые	1	1
369	события на	1	1
370	как таковые	1	1
371	еще не	7	1
372	это возможно	1	1
373	и возможности	1	1
374	иное как	1	1
375	остались бы	1	1
376	тем как	5	1
377	природы и	3	1
378	движения рассказа	1	1
379	они должны	1	1
380	но как	2	1
381	значение и	1	1
382	если в	1	1
383	художественное задание	1	1
384	конечном счете	4	1
385	по отношению	21	1
386	в общем	1	1
387	который мы	1	1
388	менее всего	3	1
389	несмотря на	3	1
390	мы сделали	1	1
391	своих последних	1	1
392	себя для	1	1
393	за пределы	12	1
394	эстетическое значение	1	1
395	связи и	3	1
396	относится к	4	1
397	которые не	1	1
398	показать в	1	1
399	и я	1	1
400	в истории	2	1
401	независимо от	13	1
402	дает нам	2	1
403	стороны и	1	1
404	как к	2	1
405	словом в	1	1
406	есть что-то	1	1
407	в полном	1	1
408	же должно	1	1
409	вопросом о	1	1
410	играющий на	1	1
411	имеет в	1	1
412	дело только	3	1
413	дальнейшем будем	1	1
414	не даны	1	1
415	формы в	1	1
416	в нашем	4	1
417	ни одна	2	1
418	такое значение	1	1
419	только один	1	1
420	чувств и	1	1
421	и те	2	1
422	но ведь	1	1
423	не могла	1	1
424	к выводу	1	1
425	они совершенно	1	1
426	самых основах	1	1
427	именно то	1	1
428	он должен	2	1
429	есть та	1	1
430	в корне	2	1
431	случайно и	1	1
432	вообще не	7	1
433	необходимо для	1	1
434	в плане	7	1
435	чем она	1	1
436	его от	1	1
437	подобно тому	1	1
438	как момент	3	1
439	и независимо	1	1
440	которое как	1	1
441	для всякой	1	1
442	в одну	1	1
443	то ни	3	1
444	имеют в	1	1
445	в совершенно	1	1
446	материалом и	1	1
447	и дальше	1	1
448	в другом	2	1
449	зрения на	1	1
450	в музыке	5	1
451	или просто	1	1
452	искусства в	2	1
453	от одного	1	1
454	формы как	1	1
455	исходным пунктом	1	1
456	этом смысле	3	1
457	истории и	1	1
458	это событие	1	1
459	она и	1	1
460	приходится бороться	1	1
461	нашего исследования	1	1
462	слагаются в	1	1
463	понять именно	1	1
464	сумеем понять	1	1
465	на первый	2	1
466	в этих	2	1
467	для него	1	1
468	но что	1	1
469	какие бы	1	1
470	своем роде	1	1
471	мы конечно	1	1
472	и без	1	1
473	где мы	1	1
474	что вся	1	1
475	я начинаю	1	1
476	все и	2	1
477	сделано в	1	1
478	мысли и	1	1
479	бы что	1	1
480	необходимых для	1	1
481	значение для	3	1
482	акте и	1	1
483	является только	1	1
484	нем он	1	1
485	не раз	1	1
486	есть его	3	1
487	если угодно	1	1
488	образом и	1	1
489	которые в	1	1
490	силу и	1	1
491	поступка и	9	1
492	что никакой	1	1
493	и более	2	1
494	так называемое	1	1
495	не могли	2	1
496	том и	1	1
497	бы быть	1	1
498	с так	1	1
499	можем сказать	2	1
500	и вся	2	1
501	задачи и	2	1
502	на один	1	1
503	что есть	1	1
504	но они	4	1
505	и какие	1	1
506	а иногда	2	1
507	что с	1	1
508	уже из	1	1
509	правда в	1	1
510	здесь на	1	1
511	как его	3	1
512	нам и	1	1
513	все свои	1	1
514	найти в	1	1
515	и всегда	1	1
516	дело в	2	1
517	которое допускает	1	1
518	где кроме	1	1
519	находятся в	1	1
520	или как	3	1
521	для поэзии	4	1
522	к концу	1	1
523	связь и	2	1
524	не нужен	1	1
525	в сознании	1	1
526	здесь же	2	1
527	так называемый	2	1
528	до того	1	1
529	это уже	1	1
530	так то	1	1
531	совершенно необходимо	1	1
532	однако это	1	1
533	и два	1	1
534	есть к	1	1
535	художественную форму	4	1
536	уже о	1	1
537	словесного искусства	2	1
538	форме как	1	1
539	содержание в	7	1
540	в которое	1	1
541	в специальной	1	1
542	должен быть	2	1
543	можем назвать	1	1
544	некоторой степени	1	1
545	оно может	2	1
546	и понять	2	1
547	как не	1	1
548	свою очередь	1	1
549	всего этого	1	1
550	но далеко	1	1
551	характер и	1	1
552	они ни	1	1
553	с первого	1	1
554	она только	2	1
555	в дальнейшем	3	1
556	дано в	3	1
557	как с	1	1
558	и всюду	1	1
559	это только	1	1
560	что дело	1	1
561	совершенно невозможно	3	1
562	и вообще	2	1
563	где каждый	1	1
564	выводу что	1	1
565	является конечно	2	1
566	и восприятия	1	1
567	художественной формой	1	1
568	движения и	2	1
569	на их	1	1
570	его художественной	1	1
571	художественные произведения	1	1
572	как форма	7	1
573	другими словами	2	1
574	к действительности	3	1
575	и сделать	3	1
576	а также	1	1
577	этой действительности	1	1
578	как наиболее	1	1
579	и во	2	1
580	в конечном	4	1
581	и вводит	1	1
582	за последние	2	1
583	в которую	1	1
584	к нему	10	1
585	на протяжении	1	1
586	преодолевает его	2	1
587	вся эта	1	1
588	творчества в	3	1
589	его с	1	1
590	автор как	2	1
591	и содержания	3	1
592	непосредственно в	1	1
593	его так	1	1
594	от нее	1	1
595	слова для	1	1
596	всех сторон	2	1
597	которое было	1	1
598	но с	3	1
599	многие критики	1	1
600	с содержанием	3	1
601	одной из	3	1
602	уничтожает все	1	1
603	на другие	1	1
604	в свой	1	1
605	и действительно	1	1
606	обращаться к	1	1
607	между тем	7	1
608	психологически и	1	1
609	ее от	1	1
610	бы ни	1	1
611	именно на	1	1
612	чтобы найти	1	1
613	материал как	2	1
614	мы придаем	1	1
615	есть в	1	1
616	события и	2	1
617	можно выразить	1	1
618	и у	2	1
619	только на	1	1
620	можно определить	2	1
621	ни было	3	1
622	осмыслить и	1	1
623	слова в	7	1
624	в душе	1	1
625	эти два	1	1
626	цели и	2	1
627	нет она	1	1
628	содержания и	6	1
629	моментов в	1	1
630	психологии и	1	1
631	произведения и	2	1
632	с этими	1	1
633	ее не	1	1
634	бы просто	2	1
635	эстетику в	1	1
636	художник не	1	1
637	для художественного	1	1
638	нас как	1	1
639	рядом с	5	1
640	в особенности	2	1
641	к его	2	1
642	и даже	3	1
643	не следует	2	1
644	с другим	1	1
645	или иначе	1	1
646	связаны с	2	1
647	высокой степени	1	1
648	эстетических функций	1	1
649	к которому	4	1
650	и самая	1	1
651	и между	1	1
652	мы еще	1	1
653	конца как	1	1
654	и др	8	1
655	себя и	3	1
656	виде и	1	1
657	в некоторых	2	1
658	рассмотрение этой	1	1
659	моментов и	1	1
660	материал в	4	1
661	которых мы	4	1
662	приходится иметь	2	1
663	с которым	1	1
664	как ни	1	1
665	переходим к	2	1
666	как материал	1	1
667	нигде не	1	1
668	смысл который	1	1
669	согласии с	1	1
670	искусства но	4	1
671	является слово	1	1
672	на эту	1	1
673	и искусства	2	1
674	отношению к	19	1
675	доходят до	1	1
676	там где	6	1
677	и которое	1	1
678	это какая-то	1	1
679	или хотя	1	1
680	художественное произведение	8	1
681	но это	3	1
682	отличается от	2	1
683	в чем	2	1
684	к словесному	1	1
685	им в	1	1
686	в один	1	1
687	но для	1	1
688	в смысле	1	1
689	это как	1	1
690	за его	3	1
691	именно это	1	1
692	в связи	2	1
693	понимать только	2	1
694	формы и	5	1
695	этого и	1	1
696	это можно	1	1
697	что кроме	1	1
698	или в	2	1
699	которая в	1	1
700	содержание и	2	1
701	от него	3	1
702	бы в	1	1
703	мы ничего	1	1
704	все остальные	1	1
705	есть уже	1	1
706	и другие	2	1
707	в новый	2	1
708	жизни в	1	1
709	и формой	1	1
710	понимания и	1	1
711	и смысла	2	1
712	а о	1	1
713	в свою	2	1
714	равно как	1	1
715	день и	1	1
716	не что	1	1
717	что под	1	1
718	другом случае	1	1
719	пределы этого	1	1
720	того времени	1	1
721	это понятие	1	1
