N	2gram	Vinokur_St_2	Problema
1	в его	13	43
2	и не	9	42
3	и в	29	38
4	и проч	1	28
5	не может	2	27
6	может быть	2	26
7	как бы	5	22
8	по отношению	1	21
9	отношению к	1	19
10	и с	4	17
11	и его	6	16
12	в этом	21	15
13	в нем	4	15
14	и т	9	14
15	только в	2	13
16	т п	3	13
17	прежде всего	5	13
18	независимо от	1	13
19	но не	3	12
20	за пределы	1	12
21	в области	2	11
22	ни в	3	11
23	и для	1	11
24	отношение к	1	10
25	таким образом	10	10
26	в их	3	10
27	материала в	1	10
28	не только	19	9
29	в поэзии	1	9
30	не имеет	2	9
31	его в	2	9
32	но и	19	9
33	и как	2	8
34	было бы	5	8
35	точки зрения	5	8
36	место в	1	8
37	в том	27	8
38	и др	2	8
39	то что	11	8
40	еще не	1	7
41	в самом	7	7
42	вообще не	3	7
43	как и	2	7
44	не в	4	7
45	как мы	1	7
46	с другой	4	7
47	между тем	5	7
48	отметить что	2	7
49	совершенно не	2	7
50	в своей	7	7
51	что в	19	7
52	самом деле	3	6
53	там где	2	6
54	в пределах	1	6
55	не к	2	6
56	с точки	2	6
57	ничего не	4	6
58	мы можем	1	6
59	все же	6	6
60	а в	1	6
61	высшей степени	1	5
62	отличие от	2	5
63	в своем	9	5
64	все эти	2	5
65	при этом	2	5
66	то же	2	5
67	в них	2	5
68	в высшей	1	5
69	в отличие	2	5
70	так и	9	5
71	в основе	1	5
72	и о	4	5
73	никогда не	3	5
74	конечно не	1	5
75	не на	2	5
76	а не	5	5
77	все они	1	5
78	на самом	3	4
79	нашел бы	1	4
80	конечно и	2	4
81	в виду	7	4
82	в ней	7	4
83	как в	3	4
84	но в	8	4
85	в себе	2	4
86	перестает быть	1	4
87	в данном	2	4
88	не менее	3	4
89	но они	2	4
90	в то	2	4
91	должны быть	1	4
92	здесь не	1	4
93	в ее	2	4
94	данном случае	1	4
95	можно было	1	4
96	не с	1	4
97	о том	17	4
98	с ними	1	4
99	принципиально не	1	4
100	в форме	1	4
101	к которому	1	4
102	в романе	4	4
103	только по	2	4
104	и потому	2	4
105	в более	1	4
106	хотя бы	3	4
107	между ними	1	4
108	сказать что	2	4
109	другой стороны	3	4
110	также и	2	3
111	например в	3	3
112	культурного творчества	1	3
113	едва ли	1	3
114	действительности и	1	3
115	на материале	1	3
116	говорить о	1	3
117	эстетики и	1	3
118	на них	1	3
119	бы то	2	3
120	точка зрения	1	3
121	произведение не	1	3
122	нет и	2	3
123	из важнейших	1	3
124	значение для	1	3
125	проч все	1	3
126	кроме того	4	3
127	и к	4	3
128	не будем	1	3
129	на произведение	2	3
130	вследствие этого	1	3
131	он не	9	3
132	то ни	2	3
133	а как	4	3
134	с другими	1	3
135	и тем	1	3
136	несмотря на	2	3
137	том что	27	3
138	тем не	2	3
139	на него	1	3
140	как его	1	3
141	же время	1	3
142	языка в	2	3
143	и это	2	3
144	хотя и	4	3
145	и от	1	3
146	если бы	2	3
147	искусства и	2	3
148	на почве	2	3
149	этом смысле	1	3
150	но с	4	3
151	одной из	3	3
152	в известной	1	3
153	и даже	3	3
154	оно не	3	3
155	себя и	1	3
156	его как	2	3
157	связь с	2	3
158	и на	6	3
159	в тех	2	3
160	да и	1	3
