N	3gram	Losev_Vlad_1	Tvorches
1	в то же	4	13
2	то же время	4	12
3	в том что	7	6
4	о том что	7	5
5	но в то	1	4
6	дело в том	4	3
7	том что в	3	2
8	на первом плане	1	2
9	не только в	2	2
10	в году в	2	2
11	можно сказать что	2	2
12	и в то	2	2
13	там же с	10	2
14	тем не менее	2	2
15	что иное как	1	1
16	да и в	1	1
17	и всю жизнь	1	1
18	с ним на	1	1
19	в лондон и	1	1
20	к жизни в	1	1
21	он выступает против	1	1
22	имеют для них	1	1
23	в настоящее время	1	1
24	в том же	1	1
25	нам кажется что	1	1
26	что же касается	4	1
27	в эти годы	3	1
28	что он не	3	1
29	у него не	2	1
30	на самом же	1	1
31	но все это	1	1
32	только то что	1	1
33	бы то ни	1	1
34	за то что	1	1
35	в основном с	1	1
36	в году он	4	1
37	вместе с тем	1	1
38	и что в	1	1
39	в этой области	1	1
40	то ни было	1	1
41	с одной стороны	1	1
42	в конце концов	3	1
43	со всеми его	1	1
44	в году и	2	1
45	политической экономии и	1	1
46	что он сам	1	1
47	в этот момент	1	1
48	в связи с	1	1
49	что он как	1	1
50	в разные стороны	1	1
51	что у него	2	1
52	самом же деле	1	1
53	и того что	1	1
54	у него в	1	1
55	заключается в том	1	1
56	в свою очередь	1	1
57	у него есть	1	1
58	но на этот	1	1
59	то что его	1	1
60	всей жизни и	1	1
61	с другой стороны	3	1
62	как и сам	1	1
63	но это не	1	1
64	не что иное	1	1
65	к тому что	1	1
66	дело не в	1	1
67	к тому же	2	1
68	в бытность свою	1	1
69	и т д	2	1
